Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Gear (Calculated)* (position)
10953,-0.78,-2.34,14.70,8,0.22,978,0.00,0.00,14.71,16,9.88,17.50,118,4.35,-10.35,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.90,1
11042,-2.34,0.00,14.01,8,0.23,953,0.00,0.00,14.71,16,9.88,17.50,118,4.35,-10.31,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.80,1
11131,-3.12,0.00,13.55,8,0.23,945,0.00,0.00,14.71,16,9.88,17.50,118,4.50,-10.25,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.50,1
11220,-3.91,0.00,13.55,8,0.23,938,0.00,0.00,14.71,16,9.88,17.50,118,4.50,-10.15,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.10,1
11309,-3.91,0.00,13.32,8,0.23,916,0.00,0.00,14.70,16,9.88,17.50,118,4.50,-10.15,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1
11398,-4.69,0.00,13.32,8,0.23,906,0.00,0.00,14.70,16,9.88,17.50,118,4.50,-10.13,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1
11488,-4.69,0.00,13.44,8,0.23,901,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.06,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
11577,-5.47,0.00,13.44,8,0.23,884,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.11,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
11666,-5.47,0.00,13.32,8,0.24,878,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.06,3.45,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
11754,-6.25,0.00,13.32,8,0.24,870,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.04,3.44,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1
11844,-7.03,0.00,13.32,8,0.24,860,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.02,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,1
11933,-6.25,0.00,13.32,8,0.24,862,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
12022,-7.03,0.00,13.32,8,0.24,852,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.98,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,1
12110,-7.03,0.00,13.44,8,0.24,844,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
12200,-7.03,0.00,13.44,8,0.24,846,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.94,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
12288,-7.03,0.00,13.67,8,0.24,842,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.94,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
12378,-7.03,0.00,13.78,8,0.24,843,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.92,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
12467,-7.03,0.00,13.90,8,0.24,838,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.88,3.34,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
12555,-7.03,0.00,14.13,8,0.24,832,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.92,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,1
12645,-6.25,0.00,14.13,8,0.24,830,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.86,3.27,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,1
12734,-6.25,0.00,14.24,8,0.24,827,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.88,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
12822,-6.25,0.00,14.36,8,0.24,822,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.90,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,1
12911,-6.25,0.00,14.36,8,0.24,822,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.86,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
13001,-6.25,0.00,14.59,8,0.24,828,0.00,0.00,14.70,16,9.88,16.00,118,4.79,-9.86,3.30,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
13090,-6.25,0.00,14.47,8,0.24,815,0.00,0.00,14.70,16,9.88,16.50,118,4.79,-9.86,3.23,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1
13179,-6.25,0.00,14.59,8,0.24,807,0.00,0.00,14.70,16,9.88,16.50,118,4.93,-9.82,3.25,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
13268,-7.03,0.00,14.59,8,0.25,805,0.00,0.00,14.70,16,9.88,17.00,118,4.93,-9.82,3.27,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
13357,-7.03,0.00,14.47,8,0.25,800,0.00,0.00,14.70,16,9.88,17.00,118,4.93,-9.77,3.25,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
13446,-7.03,0.00,14.47,8,0.25,790,0.00,0.00,14.70,16,9.88,16.50,118,4.93,-9.77,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
13535,-7.03,0.00,14.36,8,0.25,796,0.00,0.00,14.70,16,9.88,16.00,118,4.93,-9.75,3.27,1.22,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
13623,-7.81,0.00,14.36,8,0.25,796,0.00,0.00,14.70,16,9.88,15.50,118,4.93,-9.73,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
13713,-7.81,0.00,14.13,8,0.25,798,0.00,0.00,14.70,16,9.88,15.50,118,4.93,-9.71,3.25,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
13801,-7.81,0.00,14.24,8,0.25,782,0.00,0.00,14.70,16,9.88,16.00,118,4.93,-9.71,3.27,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
13890,-7.81,0.00,14.24,8,0.25,782,0.00,0.00,14.70,16,9.88,16.00,118,4.93,-9.67,3.25,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
13980,-7.81,-0.78,14.24,8,0.25,786,0.00,0.00,14.70,16,9.88,15.50,118,5.08,-9.65,3.30,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14069,-7.81,-0.78,14.36,8,0.25,787,0.00,0.00,14.70,16,9.88,14.00,118,5.08,-9.63,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14157,-7.81,-0.78,14.24,8,0.25,793,0.00,0.00,14.70,16,9.88,14.00,118,5.08,-9.63,3.33,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
14247,-7.81,-1.56,14.24,8,0.26,782,0.00,0.00,14.70,16,9.88,14.00,118,5.08,-9.59,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
14335,-8.59,-1.56,14.36,8,0.26,786,0.00,0.00,14.70,16,9.88,13.00,118,5.08,-9.57,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14424,-8.59,-1.56,14.13,8,0.26,786,0.00,0.00,14.70,16,9.88,13.00,118,5.08,-9.55,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
14514,-9.38,-1.56,14.13,8,0.26,798,0.00,0.00,14.70,16,9.88,12.50,118,5.08,-9.57,3.38,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
14603,-9.38,-2.34,14.01,8,0.26,790,0.00,0.00,14.70,16,9.88,11.50,118,5.08,-9.55,3.39,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
14692,-8.59,-2.34,14.13,8,0.26,776,0.00,0.00,14.70,16,9.88,12.00,118,5.08,-9.53,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14780,-8.59,-2.34,14.36,8,0.26,771,0.00,0.00,14.70,16,9.88,13.00,118,5.22,-9.53,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14869,-7.81,-2.34,14.36,8,0.27,770,0.00,0.00,14.69,16,9.88,13.50,118,5.22,-9.46,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.30,1
14959,-7.81,-2.34,14.59,8,0.28,774,0.00,0.00,14.69,16,9.88,13.50,118,5.22,-9.46,3.49,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
15048,-7.81,-2.34,14.59,8,0.27,782,0.00,0.00,14.69,16,9.88,13.00,118,5.22,-9.38,3.55,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
15137,-7.81,-3.12,14.70,8,0.27,779,0.00,0.00,14.69,16,9.88,11.50,118,5.37,-9.38,3.55,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
15226,-7.81,-4.69,14.81,8,0.27,791,0.00,0.00,14.69,16,9.88,10.50,118,5.37,-9.36,3.60,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1
15315,-7.81,-4.69,14.70,8,0.27,796,0.00,0.00,14.70,16,9.88,10.00,118,5.37,-9.36,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1
15404,-7.81,-4.69,14.70,8,0.28,797,0.00,0.00,14.70,16,9.88,9.50,118,5.37,-9.36,3.58,1.26,0.00,-1.08,1.18,0.64,0.00,0.00,14.70,1
15493,-7.81,-4.69,14.70,8,0.43,766,0.00,0.00,12.20,16,11.29,9.50,118,5.37,-8.59,3.58,1.44,0.00,-1.08,6.67,0.78,0.00,0.00,14.70,1
15582,-7.03,-4.69,14.81,8,0.65,744,0.00,0.00,11.78,16,21.13,12.50,118,7.11,-5.76,8.32,1.72,0.00,-1.08,14.90,1.02,0.00,0.00,14.70,1
15672,-6.25,-4.69,14.81,8,0.92,836,0.00,0.00,12.65,16,23.24,15.50,118,13.06,-1.01,12.50,2.08,0.00,-0.46,19.22,1.26,0.00,0.00,14.70,1
15760,-3.91,-3.91,15.27,8,0.82,1569,0.00,0.00,15.21,16,28.87,22.50,118,13.93,-1.45,16.65,1.96,0.00,-0.46,3.14,1.06,0.00,0.00,14.90,1
15849,-3.12,-3.91,15.39,8,0.54,1917,0.00,0.00,17.37,16,22.54,28.50,118,11.61,-5.86,10.97,1.64,0.00,-0.77,0.00,0.64,0.00,0.00,15.30,1
15938,-5.47,-4.69,16.08,8,0.31,2082,0.00,0.00,17.21,16,8.48,25.00,118,6.24,-9.07,5.05,1.36,0.00,-2.01,0.00,0.64,0.00,0.00,16.00,1
16027,-7.03,-4.69,14.59,8,0.20,2054,0.00,0.00,15.93,16,-9.45,2.50,118,4.79,-10.15,3.83,1.28,0.00,-2.01,0.00,0.64,0.00,0.00,15.20,1
16116,-7.81,-4.69,14.36,8,0.15,1924,0.00,0.00,15.30,16,-10.86,-6.50,118,4.35,-10.96,3.77,1.30,0.00,-2.01,0.00,0.64,0.00,0.00,14.60,1
16205,0.00,-3.91,14.01,8,0.13,1818,0.00,0.00,14.72,16,7.07,-13.50,118,3.63,-11.12,3.80,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,1
16294,0.00,0.00,14.13,10,0.14,1641,0.00,0.00,14.72,16,11.99,7.00,118,3.48,-11.25,3.89,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,1
16383,0.00,0.00,14.70,10,0.15,1572,0.00,0.00,14.71,16,11.99,11.50,118,3.34,-11.41,3.93,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,1
16473,0.00,0.00,14.81,10,0.18,1475,0.00,0.00,14.71,16,11.64,11.50,118,3.34,-11.41,3.96,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,14.60,1
16561,0.00,0.00,14.81,10,0.19,1346,0.00,0.00,14.71,16,11.29,11.00,118,3.34,-11.29,4.21,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,14.80,1
16650,0.00,0.00,15.04,10,0.19,1319,0.00,0.00,14.71,16,10.94,19.00,118,3.48,-11.18,4.18,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,15.30,1
16739,0.00,0.00,16.08,10,0.19,1274,0.00,0.00,14.71,16,10.94,19.00,118,3.63,-11.10,4.21,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,15.70,1
16828,0.00,0.00,15.96,10,0.20,1224,0.00,0.00,14.71,16,10.59,19.00,118,3.63,-11.00,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,15.50,1
16917,0.00,0.00,15.96,10,0.20,1179,0.00,0.00,14.71,16,10.59,18.50,118,3.77,-10.94,3.99,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,15.50,1
17007,-1.56,0.00,15.04,8,0.20,1128,0.00,0.00,14.71,16,10.23,18.00,118,3.77,-10.83,3.89,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.60,1
17095,-2.34,0.00,14.59,8,0.21,1108,0.00,0.00,14.71,16,10.23,18.00,118,3.92,-10.73,3.86,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.60,1
17185,-4.69,0.00,14.36,8,0.21,1088,0.00,0.00,14.71,16,9.88,18.00,118,4.06,-10.64,3.83,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,15.40,1
17274,-6.25,0.00,13.55,8,0.22,1042,0.00,0.00,14.71,16,9.88,17.50,118,4.06,-10.60,3.80,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.40,1
17363,-7.03,0.00,13.21,8,0.22,1024,0.00,0.00,14.71,16,9.88,17.50,118,4.06,-10.56,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.10,1
17452,-7.81,0.00,12.98,8,0.23,1011,0.00,0.00,14.71,16,9.88,17.50,118,4.21,-10.48,3.72,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.80,1
17541,-7.81,0.00,12.86,8,0.23,979,0.00,0.00,14.70,16,9.88,17.50,118,4.21,-10.40,3.70,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1
17630,-8.59,0.00,12.98,8,0.23,955,0.00,0.00,14.70,16,9.88,17.50,118,4.35,-10.35,3.70,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
17719,-9.38,0.00,12.86,8,0.24,942,0.00,0.00,14.70,16,9.88,17.50,118,4.50,-10.23,3.73,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
17807,-10.16,0.00,12.86,8,0.24,913,0.00,0.00,14.70,16,9.88,17.50,118,4.50,-10.13,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
17896,-10.16,0.00,12.98,8,0.25,904,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.09,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
17986,-10.16,0.00,13.09,8,0.25,893,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.06,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.50,1
18075,-10.16,0.00,13.21,8,0.24,889,0.00,0.00,14.70,16,9.88,17.50,118,4.64,-10.02,3.62,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.50,1
18163,-10.16,0.00,13.44,8,0.24,884,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.40,1
18253,-10.94,0.00,13.55,8,0.24,874,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.51,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.40,1
18342,-10.16,0.00,13.55,8,0.24,876,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.51,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.40,1
18431,-10.94,0.00,13.67,8,0.24,865,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.40,1
18520,-10.94,0.00,13.78,8,0.24,843,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.96,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
18609,-10.16,0.00,13.90,8,0.25,843,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.90,3.45,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.60,1
18698,-10.94,0.00,14.13,8,0.25,826,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.88,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,1
18786,-10.16,0.00,14.13,8,0.25,831,0.00,0.00,14.70,16,9.88,17.50,118,4.79,-9.82,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
18875,-10.16,0.00,14.24,8,0.25,828,0.00,0.00,14.70,16,9.88,17.50,118,4.93,-9.78,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
18964,-9.38,0.00,14.47,8,0.25,833,0.00,0.00,14.70,16,9.88,17.50,118,4.93,-9.77,3.47,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
19053,-9.38,0.00,14.59,8,0.24,836,0.00,0.00,14.70,16,9.88,17.50,118,4.93,-9.75,3.42,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,1
19142,-9.38,0.00,14.70,8,0.24,827,0.00,0.00,14.70,16,9.88,17.50,118,4.93,-9.77,3.39,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
19231,-9.38,0.00,14.70,8,0.24,828,0.00,0.00,14.70,16,9.88,17.00,118,4.93,-9.77,3.34,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1
19321,-8.59,0.00,14.81,8,0.24,829,0.00,0.00,14.70,16,9.88,17.00,118,4.93,-9.77,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1
19410,-8.59,0.00,14.93,8,0.24,819,0.00,0.00,14.70,16,9.88,16.50,118,4.93,-9.78,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
19499,-8.59,0.00,14.93,8,0.25,823,0.00,0.00,14.70,16,9.88,16.50,118,4.93,-9.77,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.40,1
19587,-8.59,0.00,15.04,8,0.25,813,0.00,0.00,14.70,16,9.88,16.00,118,4.93,-9.75,3.38,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1
19676,-8.59,0.00,14.93,8,0.24,818,0.00,0.00,14.70,16,9.88,16.50,118,4.93,-9.75,3.34,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1
19765,-8.59,0.00,14.93,8,0.25,813,0.00,0.00,14.70,16,9.88,16.00,118,4.93,-9.73,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1
19855,-8.59,0.00,14.93,8,0.25,806,0.00,0.00,14.70,16,9.88,15.50,118,4.93,-9.73,3.33,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.60,1
19944,-8.59,0.00,14.81,8,0.28,810,0.00,0.00,14.70,16,10.23,15.00,118,4.93,-9.69,3.33,1.28,0.00,-1.08,3.14,0.70,0.00,0.00,14.80,1
20033,-8.59,0.00,14.81,8,0.49,812,0.00,0.00,10.88,16,14.45,10.50,118,5.66,-8.20,5.14,1.48,0.00,-1.08,9.02,0.86,0.00,0.00,14.80,1
20122,-9.38,-0.78,14.70,8,0.73,829,0.00,0.00,12.14,16,21.84,11.50,118,9.43,-8.24,7.48,1.82,0.00,-1.08,18.04,1.10,0.00,0.00,14.80,1
20211,-8.59,0.00,14.70,8,0.90,969,0.00,0.00,12.92,16,25.35,22.50,118,13.06,-0.87,14.88,2.12,0.00,-1.08,23.92,1.38,0.00,0.00,14.80,1
20300,-6.25,0.00,14.81,8,0.80,1761,0.00,0.00,16.14,16,31.68,25.00,118,13.93,-0.87,19.57,2.10,6.27,0.46,12.55,1.40,0.00,0.00,15.00,1
20389,-2.34,0.00,15.04,8,0.54,2096,0.00,0.00,16.65,16,30.62,29.50,118,10.01,-5.53,21.29,2.10,0.00,-1.70,0.00,0.64,0.00,0.00,16.00,1
20478,0.00,0.00,16.42,10,0.29,2454,0.00,0.00,16.96,16,13.40,25.00,118,6.82,-8.97,4.79,1.40,0.00,-1.70,0.00,0.64,0.00,0.00,16.40,1
20567,0.00,0.00,15.50,10,0.21,2388,0.00,0.00,15.45,16,-2.77,16.50,118,5.37,-10.15,6.20,1.48,0.00,-2.01,0.00,0.64,0.00,0.00,16.40,1
20657,0.00,0.00,14.93,10,0.18,2302,0.00,0.00,14.70,16,-15.08,0.00,118,4.06,-10.69,6.60,1.50,0.00,-2.01,0.00,0.64,0.00,0.00,15.40,1
20746,0.00,0.00,15.73,10,0.16,2082,0.00,0.00,14.70,16,-15.08,-15.50,118,3.77,-10.98,5.49,1.42,0.00,-2.01,0.00,0.64,0.00,0.00,15.20,1
20834,0.00,0.00,17.11,10,0.13,1968,0.00,0.00,14.70,16,-10.86,-15.50,118,3.63,-11.10,4.63,1.34,0.00,-2.01,0.00,0.64,0.00,0.00,15.20,1
20923,0.00,0.00,18.95,10,0.14,1861,0.00,0.00,14.70,16,4.61,-14.00,118,3.63,-11.14,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,15.20,1
21012,0.00,0.00,21.36,10,0.15,1654,0.00,0.00,14.70,16,11.99,6.00,118,3.48,-11.16,4.26,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,15.80,1
21101,0.00,0.00,21.94,10,0.16,1599,0.00,0.00,14.70,16,11.99,11.50,118,3.48,-11.25,4.26,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,17.50,1
21191,0.00,0.00,23.08,10,0.17,1546,0.00,0.00,14.69,16,11.64,11.50,118,3.34,-11.29,4.26,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,20.10,1
21280,0.00,0.00,23.77,10,0.18,1392,0.00,0.00,14.69,16,11.29,11.50,118,3.48,-11.25,4.26,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,22.60,1
21369,0.00,0.00,23.54,10,0.19,1360,0.00,0.00,14.69,16,11.29,19.00,118,3.48,-11.18,4.24,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,22.60,1
21458,0.00,0.00,22.85,10,0.19,1297,0.00,0.00,14.69,16,10.94,19.00,118,3.63,-11.08,4.24,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,24.10,1
21547,0.00,0.00,22.97,10,0.19,1279,0.00,0.00,14.69,16,10.94,19.00,118,3.63,-11.06,4.15,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,25.30,1
21636,0.00,0.00,22.05,10,0.19,1248,0.00,0.00,14.69,16,10.59,19.00,118,3.63,-11.00,4.10,1.32,0.00,-1.39,0.00,0.64,0.00,0.00,24.70,1
21725,0.00,0.00,18.15,10,0.19,1204,0.00,0.00,14.69,16,10.59,18.50,118,3.77,-10.96,3.91,1.30,0.00,-1.39,0.00,0.64,0.00,0.00,23.90,1
21814,0.00,0.00,17.00,10,0.20,1163,0.00,0.00,14.69,16,10.23,18.50,118,3.77,-10.87,3.91,1.30,0.00,-1.08,0.00,0.64,0.00,0.00,22.20,1
21903,-0.78,0.00,15.85,8,0.20,1134,0.00,0.00,14.69,16,10.23,18.00,118,3.92,-10.79,3.86,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,20.50,1
21992,-2.34,0.00,14.81,8,0.21,1091,0.00,0.00,14.69,16,10.23,18.00,118,3.92,-10.73,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,19.10,1
22081,-3.12,0.00,14.36,8,0.21,1073,0.00,0.00,14.69,16,9.88,18.00,118,4.06,-10.64,3.78,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,17.60,1
22170,-4.69,0.00,13.78,8,0.21,1041,0.00,0.00,14.69,16,9.88,17.50,118,4.06,-10.60,3.72,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,17.60,1
22259,-5.47,0.00,13.55,8,0.22,1010,0.00,0.00,14.69,16,9.88,17.50,118,4.06,-10.54,3.67,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,16.40,1
22348,-6.25,0.00,13.44,8,0.22,986,0.00,0.00,14.69,16,9.88,17.50,118,4.21,-10.48,3.65,1.28,0.00,-1.08,0.00,0.64,0.00,0.00,15.80,1
22437,-7.03,0.00,13.32,8,0.23,973,0.00,0.00,14.69,16,9.88,17.50,118,4.21,-10.38,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,15.30,1
22526,-7.03,0.00,13.21,8,0.23,939,0.00,0.00,14.69,16,9.88,17.50,118,4.35,-10.31,3.67,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.70,1
22615,-7.81,0.00,13.21,8,0.24,929,0.00,0.00,14.69,16,9.88,17.50,118,4.50,-10.19,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.50,1
22704,-7.81,0.00,13.21,8,0.24,912,0.00,0.00,14.69,16,9.88,17.50,118,4.50,-10.13,3.65,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.20,1
22794,-8.59,0.00,13.32,8,0.24,905,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.07,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.10,1
22883,-8.59,0.00,13.32,8,0.23,900,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.07,3.58,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
22972,-9.38,0.00,13.44,8,0.23,888,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.06,3.49,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,14.00,1
23061,-8.59,0.00,13.44,8,0.23,886,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.02,3.47,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,1
23150,-9.38,0.00,13.55,8,0.23,876,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.02,3.44,1.24,0.00,-1.08,0.00,0.64,0.00,0.00,13.80,1
23239,-9.38,0.00,13.67,8,0.24,857,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.04,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.90,1
23328,-10.16,0.00,13.67,8,0.24,855,0.00,0.00,14.69,16,9.88,17.50,118,4.64,-10.00,3.42,1.26,0.00,-1.08,0.00,0.64,0.00,0.00,13.70,1
