Time (msec),Engine Load* (g/rev),Engine Speed (rpm),Coolant Temperature (F),Mass Airflow (g/s),A/F Sensor #1 (AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),Turbo Dynamics Proportional* (absolute %),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value)
129971,0.14,802,205,3.67,14.70,14.10,14.00,5.66,-9.13,1.26,0.00,0.64,0.00,0.00,0.00,16
130036,0.13,803,205,3.60,14.70,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
130100,0.14,810,205,3.60,14.70,14.10,13.50,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
130165,0.14,805,205,3.70,14.70,14.10,14.00,5.66,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
130229,0.13,809,205,3.60,14.70,14.10,13.50,5.66,-9.11,1.26,0.00,0.64,0.00,0.00,0.00,16
130289,0.14,803,205,3.60,14.81,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
130353,0.14,798,205,3.65,14.81,14.10,14.50,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
130418,0.14,800,205,3.65,14.81,14.10,14.00,5.66,-9.13,1.26,0.00,0.64,0.00,0.00,0.00,16
130482,0.13,802,205,3.60,14.81,14.10,14.00,5.51,-9.11,1.26,0.00,0.64,0.00,0.00,0.00,16
130546,0.14,799,205,3.65,14.81,14.10,14.50,5.51,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
130610,0.14,803,205,3.65,14.81,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
130675,0.14,805,205,3.70,14.93,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
130739,0.14,805,205,3.70,14.93,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
130803,0.14,812,205,3.67,14.93,14.10,13.00,5.66,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
130867,0.14,807,205,3.73,14.93,14.10,13.50,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
130931,0.14,804,205,3.76,14.93,14.10,14.00,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
130996,0.14,809,205,3.67,15.04,14.10,13.50,5.51,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
131056,0.13,807,205,3.63,15.04,14.10,13.50,5.66,-9.11,1.26,0.00,0.66,0.00,0.00,0.00,16
131120,0.13,814,205,3.63,15.04,14.10,13.00,5.51,-9.15,1.28,0.00,0.66,0.00,0.00,0.00,16
131184,0.14,809,205,3.63,15.04,14.10,13.50,5.51,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
131249,0.14,812,205,3.76,15.04,14.10,13.00,5.66,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
131313,0.14,807,205,3.73,15.04,14.10,14.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
131377,0.14,804,205,3.70,15.04,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
131441,0.14,807,205,3.73,15.16,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
131505,0.13,810,205,3.63,14.93,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
131570,0.13,808,205,3.63,15.04,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
131634,0.14,810,205,3.67,14.93,14.10,13.50,5.66,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
131694,0.14,816,205,3.70,14.93,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
131759,0.14,812,205,3.73,14.93,14.10,13.50,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
131823,0.14,816,205,3.73,14.81,14.10,13.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
131887,0.14,816,205,3.67,14.81,14.10,13.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
131951,0.14,814,205,3.67,14.81,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
132016,0.14,812,205,3.73,14.81,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
132080,0.14,814,205,3.70,14.70,14.10,13.50,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
132141,0.14,812,205,3.67,14.70,14.10,14.00,5.51,-9.15,1.28,0.00,0.64,0.00,0.00,0.00,16
132209,0.14,809,205,3.67,14.70,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
132273,0.14,807,205,3.70,14.70,14.10,13.50,5.66,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
132333,0.14,816,205,3.70,14.70,14.10,13.00,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
132398,0.14,810,205,3.73,14.81,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
132466,0.14,816,205,3.73,14.70,14.10,13.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
132526,0.14,816,205,3.67,14.70,14.10,13.00,5.66,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
132591,0.14,813,205,3.73,14.70,14.10,13.50,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
132655,0.14,809,205,3.70,14.81,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
132719,0.14,809,205,3.70,14.70,14.10,14.00,5.51,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
132783,0.13,812,205,3.63,14.81,14.10,13.50,5.66,-9.13,1.26,0.00,0.64,0.00,0.00,0.00,16
132847,0.13,815,205,3.65,14.70,14.10,13.00,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
132907,0.13,822,205,3.70,14.70,14.10,13.00,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
132972,0.13,825,205,3.67,14.70,14.10,12.50,5.51,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
133036,0.14,824,205,3.70,14.70,14.10,12.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
133100,0.14,810,205,3.70,14.70,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
133165,0.14,804,205,3.70,14.59,14.10,15.00,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
133230,0.14,799,205,3.76,14.70,14.10,15.50,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
133294,0.14,801,205,3.76,14.59,14.10,15.00,5.66,-9.09,1.30,0.00,0.64,0.00,0.00,0.00,16
133358,0.14,807,205,3.70,14.70,14.10,14.00,5.66,-9.09,1.28,0.00,0.66,0.00,0.00,0.00,16
133422,0.14,809,205,3.73,14.70,14.10,13.50,5.66,-9.07,1.28,0.00,0.64,0.00,0.00,0.00,16
133482,0.14,818,205,3.73,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
133551,0.14,818,205,3.76,14.70,14.10,13.00,5.66,-9.09,1.30,0.00,0.64,0.00,0.00,0.00,16
133611,0.14,823,205,3.70,14.81,14.10,12.50,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
133675,0.14,819,205,3.83,14.81,14.10,13.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
133739,0.14,816,205,3.86,14.70,14.10,13.50,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
133804,0.14,823,205,3.78,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
133868,0.13,824,205,3.67,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
133932,0.13,823,205,3.67,14.70,14.10,13.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
133996,0.14,824,205,3.73,14.70,14.10,13.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
134061,0.14,828,205,3.73,14.70,14.10,12.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
134125,0.14,820,205,3.73,14.70,14.10,13.50,5.51,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
134186,0.14,821,205,3.80,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
134250,0.14,815,205,3.73,14.59,14.10,14.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
134314,0.14,824,205,3.78,14.70,14.10,13.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
134379,0.14,820,205,3.78,14.81,14.10,13.50,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
134443,0.14,820,205,3.78,14.59,14.10,13.00,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
134504,0.14,821,205,3.73,14.70,14.10,13.00,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
134568,0.14,824,205,3.73,14.59,14.10,13.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
134633,0.14,826,205,3.70,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
134697,0.13,819,205,3.67,14.59,14.10,13.00,5.51,-9.15,1.28,0.00,0.66,0.00,0.00,0.00,16
134761,0.14,824,205,3.70,14.59,14.10,13.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
134825,0.14,827,205,3.78,14.47,14.10,13.00,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
134889,0.14,822,205,3.78,14.47,14.10,13.50,5.51,-9.15,1.28,0.00,0.64,0.00,0.00,0.00,16
134954,0.14,825,205,3.76,14.36,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
135018,0.14,819,205,3.73,14.36,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
135083,0.14,812,205,3.78,14.59,14.10,14.50,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
135147,0.14,819,205,3.78,14.59,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
135207,0.13,820,205,3.70,14.36,14.10,14.00,5.51,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
135271,0.14,826,205,3.73,14.59,14.10,13.00,5.66,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
135335,0.13,822,205,3.73,14.47,14.10,13.50,5.51,-9.15,1.30,0.00,0.64,0.00,0.00,0.00,16
135399,0.14,832,205,3.78,14.59,14.10,12.50,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
135464,0.14,824,205,3.78,14.70,14.10,13.50,5.51,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
135529,0.14,826,205,3.83,14.70,14.10,13.00,5.66,-9.15,1.28,0.00,0.66,0.00,0.00,0.00,16
135593,0.14,822,205,3.73,14.81,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
135657,0.14,828,205,3.67,14.81,14.10,13.00,5.51,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
135721,0.14,816,205,3.78,14.81,14.10,14.00,5.66,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
135782,0.14,819,205,3.76,14.81,14.10,14.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
135846,0.14,811,205,3.76,14.81,14.10,15.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
135910,0.14,816,205,3.70,14.70,14.10,14.00,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
135974,0.14,818,205,3.76,14.81,14.10,13.00,5.66,-9.11,1.28,0.00,0.66,0.00,0.00,0.00,16
136038,0.14,826,205,3.76,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
136103,0.14,828,205,3.83,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
136167,0.14,827,205,3.83,14.70,14.10,13.00,5.66,-9.11,1.30,0.00,0.66,0.00,0.00,0.00,16
136231,0.13,832,205,3.67,14.70,14.10,12.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
136296,0.14,831,205,3.76,14.70,14.10,13.50,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
136360,0.13,828,205,3.75,14.70,14.10,13.00,5.66,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
136424,0.14,821,205,3.80,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
136484,0.14,818,205,3.78,14.70,14.10,14.00,5.51,-9.13,1.30,0.00,0.64,0.00,0.00,0.00,16
136548,0.14,820,205,3.73,14.81,14.10,14.00,5.51,-9.15,1.28,0.00,0.64,0.00,0.00,0.00,16
136612,0.14,819,205,3.73,14.70,14.10,13.50,5.66,-9.11,1.28,0.00,0.64,0.00,0.00,0.00,16
136684,0.14,827,205,3.73,14.81,14.10,13.00,5.51,-9.15,1.30,0.00,0.64,0.00,0.00,0.00,16
136741,0.14,827,205,3.88,14.81,14.10,13.00,5.51,-9.13,1.30,0.00,0.66,0.00,0.00,0.00,16
136805,0.14,831,205,3.88,14.81,14.10,13.00,5.66,-9.11,1.30,0.00,0.64,0.00,0.00,0.00,16
136869,0.14,832,205,3.83,14.81,14.10,13.00,5.51,-9.13,1.28,0.00,0.66,0.00,0.00,0.00,16
136934,0.14,832,205,3.73,14.70,14.10,12.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
136998,0.13,838,205,3.78,14.81,14.10,13.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
137059,0.13,832,205,3.78,14.70,14.10,13.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
137123,0.13,830,205,3.70,14.70,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
137187,0.13,831,205,3.70,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
137252,0.13,831,205,3.67,14.70,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
137316,0.14,828,205,3.70,14.70,14.10,13.50,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
137380,0.14,833,205,3.75,14.70,14.10,13.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
137444,0.14,838,205,3.70,14.70,14.10,12.50,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
137509,0.13,833,205,3.73,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
137569,0.13,832,205,3.65,14.70,14.10,13.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
137634,0.13,831,205,3.73,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
137698,0.14,838,205,3.78,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
137762,0.14,823,205,3.75,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
137827,0.14,820,205,3.78,14.81,14.10,14.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
137891,0.14,821,205,3.78,14.81,14.10,14.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
137955,0.13,825,205,3.70,14.81,14.10,14.00,5.51,-9.15,1.28,0.00,0.64,0.00,0.00,0.00,16
138019,0.13,828,205,3.70,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
138083,0.13,834,205,3.67,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
138147,0.14,837,205,3.80,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
138212,0.14,835,205,3.75,14.81,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
138276,0.14,832,205,3.73,14.70,14.10,13.50,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
138336,0.14,826,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
138401,0.14,823,205,3.73,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
138465,0.14,827,205,3.78,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
138529,0.13,828,205,3.78,14.59,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
138594,0.14,827,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
138659,0.13,822,205,3.73,14.59,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
138723,0.14,823,205,3.78,14.70,14.10,13.50,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
138783,0.13,829,205,3.73,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
138848,0.14,832,205,3.67,14.70,14.10,13.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
138912,0.14,825,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
138977,0.13,829,205,3.70,14.81,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139038,0.14,829,205,3.70,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139106,0.14,825,205,3.78,14.81,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
139170,0.14,820,205,3.78,14.81,14.10,14.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
139231,0.14,824,205,3.78,14.81,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
139295,0.14,827,205,3.78,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139359,0.13,828,205,3.70,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139423,0.13,836,205,3.67,14.81,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
139487,0.13,836,205,3.67,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
139552,0.14,836,205,3.70,14.70,14.10,13.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
139616,0.14,836,205,3.78,14.59,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139680,0.13,833,205,3.73,14.59,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
139744,0.13,833,205,3.73,14.59,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
139809,0.13,828,205,3.73,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139869,0.13,825,205,3.67,14.70,14.10,14.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
139933,0.14,826,205,3.73,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
139998,0.13,825,205,3.67,14.81,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
140062,0.14,820,205,3.67,14.70,14.10,14.50,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
140126,0.14,816,205,3.67,14.70,14.10,14.50,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
140190,0.14,826,205,3.78,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
140254,0.13,828,205,3.67,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
140319,0.13,832,205,3.67,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
140380,0.13,832,205,3.73,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
140444,0.14,832,205,3.76,14.59,14.10,13.50,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
140509,0.14,820,205,3.75,14.70,14.10,14.50,5.51,-9.15,1.30,0.00,0.64,0.00,0.00,0.00,16
140573,0.14,818,205,3.73,14.70,14.10,14.50,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
140637,0.14,818,205,3.73,14.70,14.10,14.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
140702,0.14,820,205,3.75,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
140766,0.14,824,205,3.75,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
140827,0.13,830,205,3.70,14.70,14.10,13.00,5.51,-9.15,1.30,0.00,0.64,0.00,0.00,0.00,16
140891,0.13,833,205,3.70,14.81,14.10,13.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
140955,0.13,828,205,3.63,14.81,14.10,13.50,5.51,-9.13,1.28,0.00,0.64,0.00,0.00,0.00,16
141019,0.13,836,205,3.70,14.81,14.10,13.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
141084,0.14,828,205,3.70,14.81,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
141148,0.13,824,205,3.70,14.81,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
141212,0.13,821,205,3.67,14.81,14.10,14.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
141276,0.13,823,205,3.67,14.81,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
141340,0.14,820,205,3.75,14.81,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
141404,0.14,820,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
141469,0.13,828,205,3.78,14.70,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
141529,0.14,829,205,3.70,14.59,14.10,13.50,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
141593,0.13,834,205,3.73,14.59,14.10,13.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
141658,0.13,836,205,3.73,14.59,14.10,13.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
141722,0.13,839,205,3.63,14.59,14.10,12.50,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
141786,0.13,829,205,3.67,14.70,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
141850,0.14,822,205,3.73,14.59,14.10,14.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
141914,0.14,814,205,3.78,14.70,14.10,15.50,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
141978,0.13,816,205,3.73,14.59,14.10,15.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
142042,0.14,816,205,3.80,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
142107,0.14,822,205,3.80,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
142171,0.13,828,205,3.73,14.70,14.10,13.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
142235,0.13,835,205,3.67,14.70,14.10,13.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
142299,0.13,836,205,3.75,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
142364,0.14,836,205,3.76,14.70,14.10,13.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
142429,0.14,827,205,3.78,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
142489,0.14,832,205,3.73,14.70,14.10,14.00,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
142554,0.13,825,205,3.70,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
142618,0.13,822,205,3.67,14.70,14.10,14.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
142682,0.14,824,205,3.78,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
142747,0.14,828,205,3.67,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
142807,0.14,815,205,3.70,14.59,14.10,13.50,5.51,-9.18,1.28,0.00,0.66,0.00,0.00,0.00,16
142872,0.14,818,205,3.73,14.59,14.10,14.50,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
142936,0.13,825,205,3.67,14.47,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
143000,0.13,828,205,3.67,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
143064,0.13,833,205,3.73,14.47,14.10,13.00,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
143129,0.14,835,205,3.73,14.59,14.10,13.00,5.51,-9.17,1.30,0.00,0.66,0.00,0.00,0.00,16
143193,0.14,828,205,3.76,14.47,14.10,13.50,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
143257,0.14,828,205,3.73,14.59,14.10,13.50,5.51,-9.18,1.30,0.00,0.66,0.00,0.00,0.00,16
143322,0.14,825,205,3.75,14.59,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
143386,0.14,822,205,3.78,14.70,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
143447,0.14,825,205,3.75,14.70,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
143511,0.14,832,205,3.75,14.70,14.10,13.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
143575,0.13,827,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
143643,0.14,833,205,3.70,14.70,14.10,13.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
143703,0.14,827,205,3.73,14.70,14.10,14.00,5.51,-9.17,1.28,0.00,0.64,0.00,0.00,0.00,16
143767,0.14,827,205,3.70,14.59,14.10,13.50,5.51,-9.17,1.28,0.00,0.66,0.00,0.00,0.00,16
143832,0.14,823,205,3.76,14.59,14.10,14.00,5.51,-9.18,1.30,0.00,0.64,0.00,0.00,0.00,16
143896,0.13,820,205,3.75,14.47,14.10,14.50,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
143961,0.14,825,205,3.78,14.59,14.10,14.00,5.51,-9.17,1.30,0.00,0.64,0.00,0.00,0.00,16
144025,0.13,824,205,3.73,14.47,14.10,14.00,5.51,-9.18,1.28,0.00,0.64,0.00,0.00,0.00,16
