Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
473631,1.56,0.00,14.24,8,0.21,910,0.00,0.00,13.34,16,14.10,19.00,91,4.35,-10.33,3.21,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183
473720,1.56,0.00,14.13,8,0.21,907,0.00,0.00,13.34,16,14.10,19.00,91,4.35,-10.33,3.21,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183
473809,1.56,0.00,14.47,8,0.21,908,0.00,0.00,13.34,16,14.10,18.00,91,4.35,-10.31,3.21,1.22,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183
473898,1.56,0.00,14.47,8,0.22,901,0.00,0.00,13.34,16,14.10,18.50,91,4.35,-10.29,3.25,1.24,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183
473988,1.56,0.00,14.24,8,0.24,901,0.00,0.00,12.28,16,14.10,18.00,91,4.50,-10.17,3.28,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474076,1.56,0.00,14.47,8,0.27,901,0.00,0.00,13.33,16,14.10,16.00,91,4.64,-10.04,4.02,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474165,1.56,0.00,14.59,8,0.27,914,0.00,0.00,13.33,16,14.10,13.00,91,4.93,-9.84,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474254,1.56,0.00,14.36,8,0.25,967,0.00,0.00,13.34,16,14.10,10.50,91,4.93,-9.80,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474344,1.56,0.00,14.47,8,0.25,977,0.00,0.00,13.34,16,14.10,9.00,91,4.93,-9.78,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183
474432,1.56,0.00,14.47,8,0.25,991,0.00,0.00,13.34,16,14.10,8.50,91,4.93,-9.82,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474522,0.78,0.00,14.01,8,0.25,989,0.00,0.00,13.34,16,14.10,9.00,91,4.93,-9.82,4.10,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474611,0.78,0.00,13.78,8,0.25,976,0.00,0.00,13.34,16,14.10,9.50,91,4.79,-9.84,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474700,0.78,0.00,14.01,8,0.25,980,0.00,0.00,13.34,16,14.10,11.00,91,4.79,-9.86,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474789,0.78,0.00,14.24,8,0.25,988,0.00,0.00,13.34,16,14.10,10.50,91,4.79,-9.84,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183
474878,0.78,0.00,14.13,8,0.25,994,0.00,0.00,13.34,16,14.10,9.00,91,4.79,-9.88,4.10,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
474967,0.78,0.00,14.24,8,0.25,996,0.00,0.00,13.34,16,14.10,11.00,91,4.79,-9.92,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183
475057,0.78,0.00,14.47,8,0.25,996,0.00,0.00,13.34,16,14.10,12.00,91,4.79,-9.94,4.07,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183
475145,0.78,0.00,14.59,8,0.25,983,0.00,0.00,13.34,16,14.10,11.00,91,4.79,-9.88,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
475234,0.78,0.00,14.36,8,0.25,1002,0.00,0.00,13.34,16,14.10,10.50,93,4.79,-9.88,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
475324,0.78,0.00,14.70,8,0.24,1006,0.00,0.00,13.34,16,14.10,11.00,93,4.79,-9.92,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
475412,0.78,0.00,14.70,8,0.24,1004,0.00,0.00,13.34,16,14.10,10.50,93,4.79,-9.94,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183
475502,0.78,0.00,14.70,8,0.24,1012,0.00,0.00,13.34,16,14.10,10.50,93,4.79,-9.94,4.10,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183
475591,0.78,0.00,14.59,8,0.24,990,0.00,0.00,13.34,16,14.10,11.50,93,4.79,-9.98,4.07,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183
475680,0.78,0.00,14.47,8,0.25,1012,0.00,0.00,13.34,16,14.10,12.00,93,4.79,-9.96,4.04,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183
475769,0.78,0.00,14.70,8,0.24,1020,0.00,0.00,13.34,16,14.10,10.00,93,4.64,-10.00,4.04,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183
475858,1.56,0.00,14.59,8,0.24,1010,0.00,0.00,13.34,16,14.10,12.00,93,4.64,-10.02,4.04,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183
475947,1.56,0.00,14.81,8,0.24,997,0.00,0.00,13.34,16,14.10,13.00,93,4.64,-10.04,3.99,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183
476036,1.56,0.00,14.93,8,0.24,992,0.00,0.00,13.34,16,14.10,12.50,93,4.64,-10.04,4.04,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183
476125,1.56,0.00,14.93,8,0.24,1004,0.00,0.00,13.34,16,14.10,13.00,93,4.64,-10.04,4.02,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183
476214,1.56,0.00,15.04,8,0.24,1009,0.00,0.00,13.34,16,14.10,12.00,93,4.64,-10.06,3.99,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183
476303,1.56,0.00,15.04,8,0.24,1003,0.00,0.00,13.34,16,14.10,11.00,93,4.64,-10.09,3.93,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,183
476392,1.56,0.00,14.93,8,0.23,1026,0.00,0.00,13.34,16,14.10,11.50,93,4.50,-10.15,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.90,183
476482,2.34,0.00,15.16,8,0.23,1020,0.00,0.00,13.34,16,14.10,11.50,93,4.50,-10.17,3.88,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,15.10,183
476570,1.56,0.00,14.93,8,0.25,1021,0.00,0.00,11.67,16,14.10,14.00,93,4.50,-10.15,3.91,1.36,0.00,-1.70,1.18,0.72,0.00,0.00,14.90,183
476660,1.56,0.00,15.04,8,0.42,1020,0.00,0.00,11.57,16,16.21,16.00,93,5.95,-9.26,4.90,1.50,0.00,-1.70,3.92,0.80,0.00,0.00,15.00,183
476748,2.34,0.00,15.04,8,0.51,1084,0.00,0.00,12.37,16,18.67,17.50,93,6.53,-8.20,9.44,1.64,0.00,-1.70,4.71,0.82,0.00,0.00,15.00,183
476838,0.00,0.00,14.81,8,0.55,1103,0.00,0.00,13.82,16,22.54,23.50,93,7.11,-7.04,10.19,1.76,0.00,-1.70,5.88,0.84,0.00,0.00,14.80,183
476927,-6.25,0.00,12.86,8,0.52,1424,0.00,0.00,13.90,16,28.52,27.50,93,8.13,-6.52,11.31,1.78,0.00,-1.70,6.27,0.86,0.00,0.00,14.20,183
477015,-10.16,0.00,12.06,8,0.46,1612,0.00,0.00,13.32,16,29.92,29.50,93,8.27,-6.38,12.39,1.82,0.00,-1.70,6.67,0.86,0.00,0.00,14.20,183
477105,-10.16,0.00,12.06,8,0.45,1694,0.00,0.00,13.32,16,30.62,30.50,93,8.13,-6.63,12.88,1.84,0.00,-1.70,6.67,0.86,0.00,0.00,13.10,183
477193,-2.34,0.00,14.81,8,0.45,1733,0.00,0.00,13.41,16,30.62,30.50,93,7.84,-6.90,12.99,1.86,0.00,-1.70,6.67,0.86,0.00,0.00,13.20,183
477283,6.25,0.00,16.77,8,0.45,1730,0.00,0.00,13.41,16,30.62,30.50,93,7.69,-6.98,13.05,1.86,0.00,-1.70,6.67,0.88,0.00,0.00,14.80,183
477371,11.72,0.00,18.26,8,0.47,1724,0.00,0.00,13.42,16,30.62,30.50,93,7.69,-6.96,13.21,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,16.90,183
477460,11.72,0.00,17.57,8,0.46,1742,0.00,0.00,13.42,16,30.98,30.50,93,7.69,-6.94,13.39,1.86,0.00,-1.70,7.06,0.88,0.00,0.00,17.20,183
477550,7.81,0.00,16.42,8,0.48,1749,0.00,0.00,13.42,16,30.62,30.50,93,7.84,-6.90,13.87,1.88,0.00,-1.70,7.06,0.88,0.00,0.00,16.30,183
477638,5.47,0.00,14.93,8,0.48,1747,0.00,0.00,13.42,16,30.62,30.50,93,7.84,-6.83,13.87,1.88,0.00,-1.70,7.45,0.90,0.00,0.00,15.30,183
477728,6.25,0.00,14.81,8,0.49,1749,0.00,0.00,13.42,16,30.62,30.50,93,7.98,-6.73,14.23,1.90,0.00,-1.70,7.45,0.90,0.00,0.00,14.90,183
477817,7.03,0.00,14.70,8,0.50,1745,0.00,0.00,13.42,16,30.62,30.50,93,7.98,-6.61,14.48,1.92,0.00,-1.70,7.84,0.90,0.00,0.00,14.80,183
477906,6.25,0.00,14.70,8,0.51,1733,0.00,0.00,13.42,16,30.62,30.50,91,8.27,-6.50,14.66,1.92,0.00,-1.70,7.84,0.90,0.00,0.00,14.80,183
477995,6.25,0.00,14.59,8,0.52,1712,0.00,0.00,13.41,16,30.27,30.00,91,8.27,-6.32,14.78,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,14.70,183
478084,6.25,0.00,14.47,8,0.53,1700,0.00,0.00,13.41,16,30.27,29.50,91,8.42,-6.19,15.08,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,14.60,183
478173,6.25,0.00,14.47,8,0.54,1652,0.00,0.00,12.04,16,29.57,29.50,91,8.71,-5.99,15.14,1.94,0.00,-1.70,8.24,0.92,0.00,0.00,14.50,183
478262,5.47,0.00,14.70,8,0.56,1639,0.00,0.00,13.41,16,29.22,29.50,91,9.00,-5.70,12.85,1.96,0.00,-1.70,8.24,0.92,0.00,0.00,14.70,183
478351,4.69,0.00,14.47,8,0.59,1608,0.00,0.00,13.41,16,28.87,28.50,91,9.29,-5.43,15.54,1.96,0.00,-1.70,8.24,0.92,0.00,0.00,14.60,183
478441,3.91,0.00,14.24,8,0.61,1542,0.00,0.00,13.40,16,28.52,28.50,91,9.58,-5.14,15.54,1.96,0.00,-1.70,8.63,0.94,0.00,0.00,14.30,183
478530,3.91,0.00,14.01,8,0.64,1524,0.00,0.00,13.40,16,28.16,27.50,91,9.87,-4.76,16.24,1.98,0.00,-1.70,8.63,0.94,0.00,0.00,14.30,183
478619,3.91,0.00,13.78,8,0.67,1484,0.00,0.00,12.93,16,27.81,27.50,91,10.30,-4.45,16.17,1.98,0.00,-1.70,9.02,0.94,0.00,0.00,14.30,183
478707,3.12,0.00,14.13,8,0.69,1428,0.00,0.00,13.40,16,27.46,27.00,91,10.59,-4.00,16.65,2.00,0.00,-1.70,9.02,0.94,0.00,0.00,14.30,183
478796,2.34,0.00,14.47,8,0.68,1449,0.00,0.00,13.40,16,27.81,28.00,91,10.88,-3.79,16.36,1.98,0.00,-1.70,9.41,0.96,0.00,0.00,14.30,183
478886,1.56,0.00,14.13,8,0.65,1607,0.00,0.00,13.41,16,28.87,28.50,91,11.03,-3.73,16.78,2.00,0.00,-1.70,10.20,0.98,0.00,0.00,14.30,183
478975,2.34,0.00,14.47,8,0.66,1668,0.00,0.00,13.41,16,29.57,29.50,91,10.88,-3.75,17.79,2.04,0.00,-1.70,10.59,1.00,0.00,0.00,14.60,183
479064,4.69,0.00,14.81,8,0.66,1702,0.00,0.00,13.41,16,29.92,29.50,91,10.88,-3.83,18.96,2.06,0.00,-1.70,10.98,1.00,0.00,0.00,14.90,183
479153,6.25,0.00,15.04,8,0.66,1845,0.00,0.00,13.67,16,30.98,30.50,91,10.74,-3.93,19.35,2.08,0.00,-1.70,10.98,1.02,0.00,0.00,15.30,183
479242,4.69,0.00,14.93,8,0.65,1907,0.00,0.00,13.42,16,31.68,31.00,91,10.74,-4.00,18.16,2.10,0.00,-1.70,11.37,1.02,0.00,0.00,15.00,183
479331,6.25,0.00,14.93,8,0.66,1938,0.00,0.00,13.65,16,32.03,32.00,91,10.74,-3.98,21.38,2.12,0.00,-1.70,11.37,1.04,0.00,0.00,15.10,183
479420,6.25,0.00,15.16,8,0.64,2080,0.00,0.00,13.42,16,33.09,33.00,91,10.59,-4.02,21.76,2.14,0.00,-1.70,11.76,1.04,0.00,0.00,15.20,183
479509,7.03,0.00,15.04,8,0.63,2123,0.00,0.00,13.42,16,33.79,33.00,91,10.59,-4.18,22.22,2.16,0.00,-1.70,11.76,1.04,0.00,0.00,15.20,183
479598,6.25,0.00,14.81,8,0.63,2159,0.00,0.00,13.43,16,34.14,34.00,91,10.30,-4.29,22.61,2.16,0.00,-1.70,11.76,1.04,0.00,0.00,14.90,183
479688,6.25,0.00,14.70,8,0.63,2279,0.00,0.00,13.43,16,35.20,34.50,91,10.30,-4.37,23.30,2.18,0.00,-2.01,12.16,1.04,0.00,0.00,14.70,183
479777,5.47,0.00,14.47,8,0.64,2335,0.00,0.00,13.42,16,35.55,35.50,91,10.30,-4.41,24.90,2.24,0.00,-2.01,12.16,1.04,0.00,0.00,14.50,183
479866,5.47,0.00,14.59,8,0.66,2423,0.00,0.00,13.43,16,36.25,36.00,91,10.30,-4.41,25.55,2.24,0.00,-2.01,12.16,1.04,0.00,0.00,14.50,183
479955,3.12,0.00,14.01,8,0.65,2500,0.00,0.00,13.43,16,36.95,36.50,91,10.16,-4.49,26.30,2.26,0.00,-2.01,12.16,1.04,0.00,0.00,14.40,183
480044,2.34,0.00,14.01,8,0.65,2534,0.00,0.00,13.43,16,37.66,37.50,91,10.01,-4.66,27.45,2.28,0.00,-2.01,12.16,1.04,0.00,0.00,14.30,183
480133,2.34,0.00,13.78,8,0.65,2612,0.00,0.00,13.43,16,38.01,38.00,93,10.01,-4.70,27.69,2.28,0.00,-2.01,12.16,1.04,0.00,0.00,14.40,183
480222,3.12,0.00,14.36,8,0.64,2678,0.00,0.00,13.43,16,39.06,38.50,93,9.87,-4.80,25.71,2.28,0.00,-2.01,12.16,1.04,0.00,0.00,14.50,183
480311,3.12,0.00,14.24,8,0.63,2737,0.00,0.00,13.43,16,39.77,40.00,93,9.72,-4.97,28.50,2.30,0.00,-2.01,11.76,1.04,0.00,0.00,14.50,183
480402,2.34,0.00,14.36,8,0.62,2817,0.00,0.00,13.44,16,40.47,40.00,93,9.58,-5.09,28.63,2.30,0.00,-2.01,12.16,1.04,0.00,0.00,14.50,183
480490,0.78,0.00,14.47,8,0.61,2870,0.00,0.00,13.44,16,40.82,40.00,93,9.43,-5.28,29.09,2.30,0.00,-2.01,11.76,1.04,0.00,0.00,14.50,183
480579,0.00,0.00,14.24,8,0.59,2896,0.00,0.00,13.44,16,41.17,41.00,93,9.14,-5.45,28.86,2.30,0.00,-2.32,11.37,1.02,0.00,0.00,14.50,183
480668,-0.78,0.00,14.36,8,0.57,3006,0.00,0.00,13.71,16,41.52,41.50,93,8.85,-5.82,28.50,2.30,0.00,-2.32,10.59,0.98,0.00,0.00,14.30,183
480757,-0.78,0.00,14.01,8,0.50,3045,0.00,0.00,14.62,16,42.58,41.50,93,8.13,-6.92,22.13,2.10,0.00,-2.63,5.10,0.78,0.00,0.00,14.40,183
480847,0.00,0.00,12.98,10,0.32,3010,0.00,0.00,14.10,16,38.36,38.00,93,5.08,-9.30,11.02,1.72,0.00,-2.63,0.00,0.64,0.00,0.00,13.90,183
480936,0.00,0.00,12.52,10,0.21,2962,0.00,0.00,14.48,16,31.33,32.50,93,4.35,-10.29,8.68,1.62,0.00,-2.63,0.00,0.64,0.00,0.00,13.10,183
481024,0.00,0.00,12.86,10,0.16,2906,0.00,0.00,13.44,16,24.30,22.50,93,4.06,-10.65,7.73,1.58,0.00,-2.32,0.00,0.64,0.00,0.00,13.20,183
481114,0.00,0.00,14.01,10,0.17,2713,0.00,0.00,13.44,16,20.08,20.00,93,3.77,-10.87,8.06,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,13.20,183
481203,0.00,0.00,13.55,10,0.18,2632,0.00,0.00,13.44,16,19.73,20.00,93,3.77,-10.87,7.94,1.60,0.00,-2.01,0.00,0.64,0.00,0.00,13.40,183
481293,0.00,0.00,13.67,10,0.18,2518,0.00,0.00,13.44,16,15.51,15.50,93,3.77,-10.94,7.61,1.56,0.00,-2.01,0.00,0.64,0.00,0.00,13.90,183
481382,0.00,0.00,15.62,10,0.18,2311,0.00,0.00,13.44,16,15.16,15.00,93,3.92,-10.85,7.20,1.54,0.00,-2.01,0.00,0.64,0.00,0.00,14.20,183
481471,0.00,0.00,20.21,10,0.17,2190,0.00,0.00,13.44,16,14.80,15.00,93,3.92,-10.79,6.05,1.50,0.00,-2.01,0.00,0.64,0.00,0.00,14.40,183
481560,0.00,0.00,24.12,10,0.19,2094,0.00,0.00,13.44,16,14.45,14.00,93,4.06,-10.62,6.20,1.50,0.00,-2.01,0.78,0.68,0.00,0.00,14.70,183
481648,0.00,0.00,23.43,10,0.22,1907,0.00,0.00,13.44,16,15.86,15.50,93,4.50,-10.27,6.64,1.52,0.00,-1.70,1.96,0.72,0.00,0.00,19.30,183
481737,0.00,0.00,23.66,10,0.22,1844,0.00,0.00,13.43,16,17.62,17.50,93,4.50,-10.29,6.68,1.52,0.00,-1.70,2.35,0.72,0.00,0.00,29.40,183
481827,0.00,0.00,23.77,10,0.24,1828,0.00,0.00,11.46,16,20.43,20.00,93,4.50,-10.27,6.95,1.56,0.00,-1.70,3.53,0.80,0.00,0.00,45.50,183
481916,0.00,0.00,23.54,10,0.37,1826,0.00,0.00,13.41,16,25.70,24.00,93,5.08,-9.63,8.40,1.68,0.00,-1.70,5.88,0.84,0.00,0.00,45.50,183
482005,0.00,0.00,23.54,10,0.38,1894,0.00,0.00,13.41,16,32.73,33.00,93,5.66,-8.82,12.01,1.82,0.00,-1.70,6.27,0.86,0.00,0.00,50.80,183
482095,0.00,0.00,18.15,10,0.37,2050,0.00,0.00,12.09,16,33.79,33.50,93,6.24,-8.41,12.34,1.82,0.00,-1.70,6.27,0.86,0.00,0.00,33.90,183
482183,0.00,0.00,15.50,10,0.48,2146,0.00,0.00,13.39,16,34.49,34.00,93,7.11,-7.66,12.67,1.86,0.00,-2.01,9.41,0.96,0.00,0.00,20.50,183
482272,-0.78,0.00,15.04,8,0.50,2254,0.00,0.00,13.39,16,35.90,35.50,93,7.69,-6.75,18.80,2.08,0.00,-2.01,9.80,0.98,0.00,0.00,15.90,183
482361,-3.91,0.00,14.13,8,0.53,2372,0.00,0.00,13.39,16,36.25,36.00,93,8.42,-6.30,20.15,2.10,0.00,-2.01,10.20,0.98,0.00,0.00,14.90,183
482450,-1.56,0.00,14.70,8,0.56,2406,0.00,0.00,13.39,16,36.60,36.50,93,8.71,-6.01,22.33,2.14,0.00,-2.01,10.20,0.98,0.00,0.00,14.80,183
482539,1.56,0.00,15.27,8,0.57,2393,0.00,0.00,13.40,16,36.25,36.00,93,8.85,-5.76,22.42,2.16,0.00,-2.01,10.20,0.98,0.00,0.00,15.80,183
482628,2.34,0.00,15.39,8,0.57,2394,0.00,0.00,13.40,16,36.25,36.00,93,9.14,-5.65,22.70,2.16,0.00,-2.01,10.59,0.98,0.00,0.00,15.50,183
482717,2.34,0.00,15.04,8,0.58,2361,0.00,0.00,13.40,16,35.90,35.50,93,9.14,-5.57,22.89,2.18,0.00,-2.01,10.59,1.00,0.00,0.00,15.00,183
482806,1.56,0.00,14.93,8,0.59,2346,0.00,0.00,13.40,16,35.55,35.00,93,9.29,-5.39,23.00,2.18,0.00,-2.01,10.59,1.00,0.00,0.00,15.00,183
482895,1.56,0.00,14.81,8,0.59,2268,0.00,0.00,13.40,16,34.84,35.00,93,9.43,-5.30,22.50,2.16,0.00,-2.01,10.59,1.00,0.00,0.00,14.80,183
482985,2.34,0.00,14.70,8,0.60,2206,0.00,0.00,13.40,16,34.14,34.00,93,9.43,-5.18,22.22,2.14,0.00,-2.01,10.98,1.00,0.00,0.00,14.80,183
483074,1.56,0.00,14.70,8,0.61,2170,0.00,0.00,13.40,16,33.44,33.00,93,9.72,-4.97,21.58,2.14,0.00,-2.01,10.98,1.02,0.00,0.00,14.80,183
483163,0.00,0.00,14.36,8,0.62,2050,0.00,0.00,13.40,16,32.73,32.50,93,9.87,-4.78,21.95,2.16,0.00,-2.01,10.98,1.02,0.00,0.00,14.60,183
483252,0.78,0.00,14.13,8,0.62,2036,0.00,0.00,13.41,16,33.09,33.00,93,10.16,-4.58,21.38,2.14,0.00,-1.70,11.37,1.02,0.00,0.00,14.50,183
483342,0.78,0.00,14.47,8,0.63,2105,0.00,0.00,13.41,16,33.09,33.00,93,10.16,-4.52,21.38,2.14,0.00,-1.70,11.37,1.02,0.00,0.00,14.60,183
483432,2.34,0.00,14.81,8,0.63,2104,0.00,0.00,13.42,16,33.44,33.00,93,10.30,-4.35,22.05,2.16,0.00,-1.70,11.76,1.04,0.00,0.00,15.00,183
483520,2.34,0.00,15.04,8,0.63,2159,0.00,0.00,13.42,16,33.79,33.50,93,10.30,-4.33,22.33,2.16,0.00,-1.70,12.16,1.04,0.00,0.00,15.20,183
483609,3.91,0.00,15.16,8,0.65,2144,0.00,0.00,11.82,16,33.79,33.00,93,10.45,-4.25,22.89,2.18,0.00,-1.70,12.16,1.04,0.00,0.00,15.20,183
483699,3.91,0.00,15.04,8,0.67,2202,0.00,0.00,13.12,16,34.14,34.00,93,10.59,-4.12,24.69,2.20,0.00,-1.70,12.94,1.08,0.00,0.00,15.40,183
483788,2.34,0.00,14.81,8,0.72,2223,0.00,0.00,13.49,16,33.79,34.00,95,10.74,-3.69,26.31,2.26,0.00,-1.70,13.73,1.10,0.00,0.00,14.80,183
483877,3.12,0.00,14.36,8,0.73,2265,0.00,0.00,13.15,16,34.49,34.00,95,11.32,-3.38,27.81,2.28,0.00,-1.70,14.51,1.12,0.00,0.00,14.60,183
483967,3.12,0.00,14.47,8,0.75,2306,0.00,0.00,13.40,16,34.49,34.00,95,11.46,-3.19,26.42,2.28,0.00,-1.70,14.90,1.12,0.00,0.00,14.50,183
484055,2.34,0.00,14.70,8,0.78,2294,0.00,0.00,13.40,16,34.49,34.00,95,11.75,-2.98,29.56,2.32,0.00,-1.70,14.90,1.14,0.00,0.00,14.60,183
484144,2.34,0.00,14.47,8,0.79,2340,0.00,0.00,13.40,16,34.14,34.00,95,11.90,-2.80,29.80,2.32,0.00,-1.70,15.69,1.16,0.00,0.00,14.60,183
484233,2.34,0.00,14.59,8,0.82,2384,0.00,0.00,13.50,16,34.14,34.00,95,12.04,-2.61,32.50,2.36,0.00,-1.70,15.69,1.18,0.00,0.00,14.50,183
484322,0.78,0.00,14.36,8,0.84,2419,0.00,0.00,13.49,16,34.14,34.00,95,12.19,-2.51,33.03,2.38,0.00,-1.70,16.08,1.18,0.00,0.00,14.40,183
484411,0.78,0.00,14.36,8,0.85,2460,0.00,0.00,13.50,16,34.49,34.00,95,12.33,-2.44,34.84,2.40,0.00,-1.70,16.08,1.18,0.00,0.00,14.40,183
484500,-0.78,0.00,14.47,8,0.87,2478,0.00,0.00,13.40,16,34.14,34.00,95,12.19,-2.48,35.19,2.42,0.00,-1.70,16.08,1.18,0.00,0.00,14.40,183
484589,-1.56,0.00,13.90,8,0.86,2534,0.00,0.00,13.41,16,34.84,34.50,95,12.19,-2.49,36.18,2.42,0.00,-1.70,15.69,1.16,0.00,0.00,14.30,183
484679,-1.56,0.00,14.13,8,0.84,2569,0.00,0.00,13.42,16,35.55,35.00,95,12.04,-2.71,35.19,2.40,0.00,-1.70,15.29,1.14,0.00,0.00,14.20,183
484768,-2.34,0.00,13.90,8,0.83,2568,0.00,0.00,13.42,16,35.55,35.50,95,11.90,-2.84,35.74,2.40,0.00,-1.70,14.90,1.14,0.00,0.00,14.30,183
484858,-2.34,0.00,14.13,8,0.82,2640,0.00,0.00,13.43,16,36.95,36.00,95,11.75,-3.02,35.38,2.40,0.00,-1.70,14.51,1.12,0.00,0.00,14.30,183
484947,-3.12,0.00,14.01,8,0.78,2637,0.00,0.00,13.44,16,37.66,36.50,95,11.32,-3.36,35.95,2.40,0.00,-2.01,13.33,1.08,0.00,0.00,14.40,183
485035,-4.69,0.00,14.01,8,0.72,2654,0.00,0.00,13.44,16,38.36,38.00,95,10.88,-3.81,31.76,2.36,0.00,-2.01,12.94,1.08,0.00,0.00,14.30,183
485124,-3.91,0.00,14.59,8,0.70,2707,0.00,0.00,13.44,16,38.36,38.50,95,10.59,-4.06,31.05,2.34,0.00,-2.01,12.55,1.06,0.00,0.00,14.50,183
485214,-3.12,0.00,14.70,8,0.70,2745,0.00,0.00,13.44,16,39.06,39.00,95,10.59,-4.16,31.95,2.36,0.00,-2.01,12.94,1.06,0.00,0.00,14.50,183
485303,-3.12,0.00,14.70,8,0.69,2781,0.00,0.00,13.75,16,39.06,39.00,95,10.45,-4.29,31.76,2.34,0.00,-2.01,12.55,1.06,0.00,0.00,15.00,183
485392,-3.91,0.00,14.70,8,0.68,2776,0.00,0.00,13.45,16,39.41,39.00,95,10.30,-4.37,31.95,2.36,0.00,-2.01,12.16,1.06,0.00,0.00,14.70,183
485481,-3.91,0.00,14.36,8,0.66,2824,0.00,0.00,13.27,16,39.77,39.50,95,10.16,-4.56,30.87,2.34,0.00,-2.01,12.16,1.04,0.00,0.00,14.60,183
485570,-3.12,0.00,14.70,8,0.66,2831,0.00,0.00,13.54,16,39.77,39.50,95,10.01,-4.64,31.76,2.34,0.00,-2.01,12.16,1.04,0.00,0.00,14.70,183
485659,-3.12,0.00,14.81,8,0.65,2864,0.00,0.00,13.54,16,40.12,40.00,95,9.87,-4.81,31.95,2.36,0.00,-2.01,12.16,1.04,0.00,0.00,14.70,183
485748,-3.12,0.00,14.70,8,0.65,2866,0.00,0.00,13.54,16,40.47,40.00,95,9.87,-4.89,30.87,2.34,0.00,-2.01,12.16,1.04,0.00,0.00,14.60,183
485837,-3.12,0.00,14.81,8,0.63,2920,0.00,0.00,13.54,16,40.47,40.00,95,9.58,-5.07,30.87,2.34,0.00,-2.32,11.76,1.04,0.00,0.00,14.80,183
485927,-2.34,0.00,14.81,8,0.61,2920,0.00,0.00,13.80,16,40.82,40.50,95,9.43,-5.20,29.91,2.32,0.00,-2.32,11.37,1.02,0.00,0.00,14.70,183
486015,-2.34,0.00,14.81,8,0.59,2933,0.00,0.00,13.55,16,41.17,41.00,95,9.29,-5.39,28.86,2.30,0.00,-2.32,10.98,1.02,0.00,0.00,14.70,183
486105,-2.34,0.00,14.81,8,0.56,2970,0.00,0.00,13.74,16,41.52,41.50,95,8.85,-5.82,28.04,2.28,0.00,-2.32,9.80,0.98,0.00,0.00,14.80,183
