Time (msec),A/F Sensor #1 (AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
42856,13.44,0.23,1055,0.00,0.00,14.71,16,4.35,-10.40,0.00,-1.08,0.64,0.00,0.00,13.60
42920,13.32,0.24,1026,0.00,0.00,14.71,16,4.35,-10.35,0.00,-1.08,0.64,0.00,0.00,13.60
42984,13.44,0.24,1014,0.00,0.00,14.71,16,4.50,-10.31,0.00,-1.08,0.64,0.00,0.00,13.70
43048,13.21,0.22,999,0.00,0.00,14.71,16,4.50,-10.23,0.00,-1.08,0.64,0.00,0.00,13.70
43111,13.32,0.25,956,0.00,0.00,14.71,16,4.64,-10.15,0.00,-1.08,0.64,0.00,0.00,13.70
43176,13.21,0.26,942,0.00,0.00,14.71,16,4.64,-10.04,0.00,-1.08,0.64,0.00,0.00,13.60
43240,13.21,0.26,928,0.00,0.00,14.71,16,4.79,-9.94,0.00,-1.08,0.64,0.00,0.00,13.60
43303,13.21,0.26,925,0.00,0.00,14.71,16,4.79,-9.86,0.00,-1.08,0.64,0.00,0.00,13.60
43367,13.21,0.25,920,0.00,0.00,14.71,16,4.93,-9.86,0.00,-1.08,0.64,0.00,0.00,13.50
43431,13.21,0.25,921,0.00,0.00,14.71,16,4.93,-9.80,0.00,-1.08,0.64,0.00,0.00,13.50
43495,13.32,0.28,920,0.00,0.00,14.71,16,4.93,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
43558,13.21,0.25,922,0.00,0.00,14.71,16,4.93,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
43622,13.32,0.25,916,0.00,0.00,14.71,16,4.93,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
43686,13.21,0.24,913,0.00,0.00,14.71,16,4.93,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
43751,13.21,0.25,903,0.00,0.00,14.71,16,4.93,-9.84,0.00,-1.08,0.64,0.00,0.00,13.40
43815,13.21,0.24,902,0.00,0.00,14.71,16,4.79,-9.82,0.00,-1.08,0.64,0.00,0.00,13.40
43878,13.21,0.25,892,0.00,0.00,14.71,16,4.79,-9.86,0.00,-1.08,0.64,0.00,0.00,13.50
43942,13.21,0.25,885,0.00,0.00,14.71,16,4.79,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
44006,13.21,0.26,872,0.00,0.00,14.70,16,4.93,-9.82,0.00,-1.08,0.64,0.00,0.00,13.50
44070,13.21,0.26,867,0.00,0.00,14.70,16,4.93,-9.78,0.00,-1.08,0.64,0.00,0.00,13.40
44133,13.21,0.26,855,0.00,0.00,14.70,16,4.93,-9.77,0.00,-1.08,0.64,0.00,0.00,13.40
44197,13.32,0.26,842,0.00,0.00,14.70,16,4.93,-9.71,0.00,-1.08,0.64,0.00,0.00,13.40
44261,13.44,0.27,832,0.00,0.00,14.70,16,5.08,-9.67,0.00,-1.08,0.64,0.00,0.00,13.50
44325,13.55,0.27,821,0.00,0.00,14.70,16,5.08,-9.65,0.00,-1.08,0.64,0.00,0.00,13.50
44389,13.78,0.27,815,0.00,0.00,14.70,16,5.08,-9.57,0.00,-1.08,0.64,0.00,0.00,13.40
44453,13.78,0.27,820,0.00,0.00,14.70,16,5.08,-9.55,0.00,-1.08,0.64,0.00,0.00,13.50
44516,13.90,0.27,811,0.00,0.00,14.70,16,5.22,-9.49,0.00,-1.08,0.64,0.00,0.00,13.50
44581,14.01,0.27,811,0.00,0.00,14.70,16,5.22,-9.48,0.00,-1.08,0.64,0.00,0.00,13.50
44645,14.01,0.27,808,0.00,0.00,14.70,16,5.22,-9.42,0.00,-1.08,0.64,0.00,0.00,13.50
44708,14.13,0.27,803,0.00,0.00,14.70,16,5.37,-9.40,0.00,-1.08,0.64,0.00,0.00,13.50
44772,14.01,0.27,801,0.00,0.00,14.70,16,5.37,-9.38,0.00,-1.08,0.64,0.00,0.00,13.70
44836,14.13,0.27,806,0.00,0.00,14.70,16,5.37,-9.36,0.00,-1.08,0.64,0.00,0.00,13.70
44900,14.13,0.27,821,0.00,0.00,14.70,16,5.37,-9.40,0.00,-1.08,0.64,0.00,0.00,13.80
44964,14.01,0.26,817,0.00,0.00,14.70,16,5.37,-9.40,0.00,-1.08,0.64,0.00,0.00,13.90
45027,14.13,0.26,823,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,13.90
45092,14.13,0.26,823,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,14.00
45156,14.01,0.26,822,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,14.10
45220,14.13,0.27,823,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,14.10
45284,14.13,0.27,815,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,14.10
45347,14.24,0.27,811,0.00,0.00,14.70,16,5.22,-9.44,0.00,-1.08,0.64,0.00,0.00,14.10
45411,14.24,0.28,800,0.00,0.00,14.70,16,5.37,-9.38,0.00,-1.08,0.64,0.00,0.00,14.10
45475,14.36,0.27,801,0.00,0.00,14.70,16,5.37,-9.38,0.00,-1.08,0.64,0.00,0.00,14.20
45539,14.36,0.25,796,0.00,0.00,14.70,16,5.37,-9.36,0.00,-1.08,0.64,0.00,0.00,14.20
45602,14.59,0.28,797,0.00,0.00,14.70,16,5.37,-9.32,0.00,-1.08,0.64,0.00,0.00,14.20
45667,14.59,0.28,802,0.00,0.00,14.70,16,5.37,-9.28,0.00,-1.08,0.64,0.00,0.00,14.30
45730,14.59,0.25,805,0.00,0.00,14.70,16,5.51,-9.26,0.00,-1.08,0.68,0.00,0.00,14.30
45794,14.70,0.31,811,0.00,0.00,13.14,16,5.66,-9.20,0.00,-1.08,0.70,0.00,0.00,14.30
45858,14.59,0.36,815,0.00,0.00,12.48,16,5.80,-8.93,0.00,-1.08,0.72,0.00,0.00,14.40
45923,14.70,0.43,818,0.00,0.00,12.32,16,6.38,-8.30,0.00,-1.08,0.74,0.00,0.00,14.40
45986,14.70,0.46,828,0.00,0.00,13.28,16,6.82,-7.85,0.00,-1.08,0.74,0.00,0.00,14.50
46049,14.81,0.46,872,0.00,0.00,14.66,16,6.82,-7.60,0.00,-1.08,0.76,0.00,0.00,14.60
46114,14.70,0.45,943,0.00,0.00,14.66,16,7.11,-7.29,0.00,-1.08,0.76,0.00,0.00,14.60
46177,14.81,0.44,1007,0.00,0.00,14.67,16,7.40,-7.17,0.00,-1.08,0.78,0.00,0.00,14.70
46241,14.47,0.42,1132,0.00,0.00,14.67,16,7.55,-7.10,0.00,-1.08,0.78,0.00,0.00,14.60
46305,13.78,0.42,1204,0.00,0.00,14.67,16,7.55,-7.08,0.00,-1.08,0.78,0.00,0.00,14.60
46369,13.67,0.42,1264,0.00,0.00,14.68,16,7.69,-7.14,0.00,-1.08,0.78,0.00,0.00,14.10
46433,13.78,0.43,1293,0.00,0.00,14.67,16,7.55,-7.15,0.00,-1.39,0.80,0.00,0.00,14.10
46496,14.24,0.41,1293,0.00,0.00,14.67,16,7.55,-7.17,0.00,-1.39,0.80,0.00,0.00,14.00
46561,14.81,0.45,1283,0.00,0.00,14.67,16,7.55,-7.14,0.00,-1.39,0.80,0.00,0.00,14.40
46628,15.27,0.47,1267,0.00,0.00,14.03,16,7.55,-7.00,0.00,-1.39,0.80,0.00,0.00,14.40
46689,16.08,0.49,1225,0.00,0.00,14.66,16,7.69,-6.85,0.00,-1.39,0.80,0.00,0.00,15.10
46752,17.00,0.51,1201,0.00,0.00,14.05,16,7.98,-6.57,0.00,-1.39,0.82,0.00,0.00,16.30
46817,17.00,0.55,1174,0.00,0.00,13.48,16,8.27,-6.32,0.00,-1.08,0.84,0.00,0.00,16.30
46881,16.65,0.59,1126,0.00,0.00,13.54,16,8.71,-5.76,0.00,-1.08,0.84,0.00,0.00,16.60
46945,16.65,0.63,1114,0.00,0.00,13.61,16,9.14,-5.38,0.00,-1.08,0.86,0.00,0.00,16.60
47008,15.62,0.63,1127,0.00,0.00,14.64,16,9.72,-4.95,0.00,-1.08,0.88,0.00,0.00,16.60
47073,15.04,0.67,1142,0.00,0.00,14.64,16,10.01,-4.49,0.00,-1.08,0.88,0.00,0.00,16.00
47136,14.36,0.65,1142,0.00,0.00,14.64,16,10.59,-4.18,0.00,-1.08,0.90,0.00,0.00,16.00
47200,13.78,0.65,1184,0.00,0.00,14.64,16,10.59,-3.96,0.00,-1.39,0.90,0.00,0.00,14.70
47264,13.78,0.65,1210,0.00,0.00,14.64,16,10.88,-3.85,0.00,-1.39,0.90,0.00,0.00,14.10
47327,14.24,0.64,1249,0.00,0.00,14.64,16,10.88,-3.81,0.00,-1.39,0.90,0.00,0.00,14.10
47392,14.24,0.65,1250,0.00,0.00,14.65,16,10.88,-3.75,0.00,-1.39,0.90,0.00,0.00,14.40
47455,15.04,0.66,1256,0.00,0.00,14.64,16,11.03,-3.71,0.00,-1.39,0.90,0.00,0.00,14.40
47519,15.04,0.66,1252,0.00,0.00,14.65,16,11.03,-3.64,0.00,-1.39,0.90,0.00,0.00,14.40
47583,15.73,0.66,1244,0.00,0.00,14.65,16,11.17,-3.58,0.00,-1.39,0.92,0.00,0.00,15.70
47648,15.96,0.66,1254,0.00,0.00,14.65,16,11.17,-3.54,0.00,-1.39,0.92,0.00,0.00,16.10
47711,15.85,0.67,1255,0.00,0.00,14.65,16,11.17,-3.48,0.00,-1.39,0.92,0.00,0.00,16.10
47775,15.96,0.67,1260,0.00,0.00,14.65,16,11.32,-3.42,0.00,-1.39,0.92,0.00,0.00,15.80
47838,15.62,0.67,1277,0.00,0.00,14.65,16,11.32,-3.42,0.00,-1.39,0.94,0.00,0.00,15.80
47903,15.39,0.68,1270,0.00,0.00,14.65,16,11.32,-3.35,0.00,-1.39,0.94,0.00,0.00,15.50
47966,15.27,0.66,1278,0.00,0.00,14.65,16,11.46,-3.29,0.00,-1.39,0.94,0.00,0.00,15.30
48030,15.27,0.70,1272,0.00,0.00,14.65,16,11.46,-3.23,0.00,-1.39,0.94,0.00,0.00,15.30
48094,15.16,0.71,1254,0.00,0.00,14.65,16,11.61,-3.07,0.00,-1.39,0.94,0.00,0.00,15.20
48158,15.39,0.73,1242,0.00,0.00,14.65,16,11.75,-2.94,0.00,-1.39,0.94,0.00,0.00,15.20
48221,15.50,0.72,1210,0.00,0.00,14.65,16,11.90,-2.80,0.00,-1.39,0.94,0.00,0.00,15.20
48286,15.04,0.71,1197,0.00,0.00,14.66,16,12.04,-2.71,0.00,-1.39,0.96,0.00,0.00,15.20
48349,15.04,0.69,1237,0.00,0.00,15.02,16,12.04,-2.71,0.00,-1.39,0.98,0.00,0.00,14.80
48414,14.93,0.69,1322,0.00,0.00,14.66,16,11.90,-2.77,0.00,-1.39,1.00,0.00,0.00,14.80
48477,14.70,0.71,1398,0.00,0.00,14.66,16,11.90,-2.78,0.00,-1.39,1.00,0.00,0.00,14.60
48541,14.70,0.71,1426,0.00,0.00,14.66,16,11.90,-2.80,0.00,-1.39,1.00,0.00,0.00,14.80
48606,15.04,0.70,1473,0.00,0.00,14.66,16,11.90,-2.77,0.00,-1.39,1.04,0.00,0.00,14.80
48669,15.50,0.72,1524,0.00,0.00,14.28,16,11.90,-2.71,0.00,-1.39,1.04,0.00,0.00,15.40
48733,15.85,0.73,1611,0.00,0.00,14.66,16,12.04,-2.65,0.00,-1.39,1.06,0.00,0.00,15.40
48797,15.62,0.72,1674,0.00,0.00,14.66,16,12.04,-2.69,0.00,-1.39,1.08,0.00,0.00,15.60
48861,15.50,0.72,1730,0.00,0.00,14.66,16,12.04,-2.75,0.00,-1.39,1.08,0.00,0.00,15.50
48925,15.16,0.73,1774,0.00,0.00,14.66,16,11.90,-2.77,0.00,-1.70,1.08,0.00,0.00,15.50
48988,14.93,0.73,1838,0.00,0.00,14.66,16,11.90,-2.78,0.00,-1.70,1.10,0.00,0.00,15.00
49052,14.93,0.70,1910,0.00,0.00,14.67,16,11.90,-2.78,0.00,-1.70,1.10,0.00,0.00,14.90
49116,14.93,0.73,1980,0.00,0.00,14.67,16,11.90,-2.80,0.00,-1.70,1.10,0.00,0.00,14.90
49181,14.93,0.74,2031,0.00,0.00,14.93,16,11.90,-2.82,0.00,-1.70,1.12,0.00,0.00,15.00
49244,15.04,0.71,2076,0.00,0.00,14.68,16,11.90,-2.82,0.00,-1.70,1.12,0.00,0.00,15.00
49309,15.04,0.70,2151,0.00,0.00,14.68,16,11.75,-2.98,0.00,-1.70,1.12,0.00,0.00,15.00
49372,14.93,0.70,2208,0.00,0.00,14.68,16,11.61,-3.11,0.00,-1.70,1.12,0.00,0.00,14.80
49436,14.81,0.71,2286,0.00,0.00,14.68,16,11.61,-3.19,0.00,-1.70,1.12,0.00,0.00,14.80
49500,14.81,0.72,2330,0.00,0.00,14.68,16,11.46,-3.25,0.00,-1.70,1.12,0.00,0.00,14.80
49563,14.70,0.72,2399,0.00,0.00,14.69,16,11.46,-3.23,0.00,-1.70,1.12,0.00,0.00,14.70
49628,14.70,0.72,2434,0.00,0.00,14.69,16,11.46,-3.36,0.00,-1.70,1.12,0.00,0.00,14.70
49692,14.70,0.72,2434,0.00,0.00,14.69,16,11.32,-3.40,0.00,-1.70,1.12,0.00,0.00,14.70
49756,14.70,0.72,2508,0.00,0.00,14.69,16,11.17,-3.56,0.00,-1.70,1.12,0.00,0.00,14.60
49819,14.47,0.72,2574,0.00,0.00,14.69,16,11.03,-3.65,0.00,-2.01,1.10,0.00,0.00,14.60
49883,14.47,0.72,2636,0.00,0.00,14.69,16,11.03,-3.69,0.00,-2.01,1.10,0.00,0.00,14.50
49947,14.47,0.71,2698,0.00,0.00,14.69,16,10.88,-3.81,0.00,-2.01,1.10,0.00,0.00,14.40
50010,14.24,0.71,2759,0.00,0.00,14.69,16,10.88,-3.93,0.00,-2.01,1.10,0.00,0.00,14.40
50075,14.24,0.71,2808,0.00,0.00,14.69,16,10.74,-4.02,0.00,-2.01,1.10,0.00,0.00,14.40
50139,14.24,0.71,2856,0.00,0.00,14.69,16,10.59,-4.16,0.00,-2.01,1.10,0.00,0.00,14.40
50202,14.24,0.71,2915,0.00,0.00,14.99,16,10.45,-4.25,0.00,-2.01,1.10,0.00,0.00,14.40
50267,14.24,0.68,2968,0.00,0.00,14.89,16,10.30,-4.39,0.00,-2.01,1.10,0.00,0.00,14.50
50331,14.13,0.67,3002,0.00,0.00,14.70,16,10.16,-4.51,0.00,-2.32,1.08,0.00,0.00,14.50
50394,14.36,0.65,3064,0.00,0.00,15.41,16,10.01,-4.68,0.00,-2.32,1.06,0.00,0.00,14.40
50459,14.36,0.61,3103,0.00,0.00,14.71,16,9.72,-4.93,0.00,-2.32,1.06,0.00,0.00,14.40
50523,14.13,0.56,3180,0.00,0.00,15.30,16,9.43,-5.14,0.00,-2.32,1.04,0.00,0.00,14.40
50587,14.24,0.53,3193,0.00,0.00,15.08,16,9.00,-5.61,0.00,-2.63,0.92,0.00,0.00,14.40
50651,14.36,0.47,3237,0.00,0.00,15.61,16,7.55,-6.88,0.00,-2.63,0.76,0.00,0.00,14.60
50715,14.47,0.34,3240,0.00,0.00,15.97,16,5.80,-8.60,0.00,-2.94,0.64,0.00,0.00,14.60
50779,13.78,0.25,3252,0.00,0.00,15.45,16,4.64,-9.94,0.00,-2.94,0.64,0.00,0.00,14.10
50843,12.63,0.18,3155,0.00,0.00,15.09,16,4.21,-10.35,0.00,-2.63,0.64,0.00,0.00,13.60
50907,12.17,0.16,3085,0.00,0.00,14.70,16,3.92,-10.73,0.00,-2.63,0.64,0.00,0.00,13.60
50971,12.52,0.13,2998,0.00,0.00,14.70,16,3.77,-10.91,0.00,-2.32,0.64,0.00,0.00,13.70
51034,14.47,0.17,2847,0.00,0.00,14.70,16,3.77,-10.91,0.00,-2.32,0.64,0.00,0.00,13.70
51098,15.96,0.18,2724,0.00,0.00,14.70,16,3.77,-10.87,0.00,-2.01,0.64,0.00,0.00,13.80
51162,18.26,0.18,2636,0.00,0.00,14.70,16,3.77,-10.87,0.00,-2.01,0.64,0.00,0.00,14.60
51227,20.90,0.18,2503,0.00,0.00,14.70,16,3.77,-10.85,0.00,-2.01,0.64,0.00,0.00,14.60
51290,22.97,0.17,2376,0.00,0.00,14.70,16,3.92,-10.81,0.00,-2.01,0.64,0.00,0.00,17.40
51354,24.00,0.17,2272,0.00,0.00,14.70,16,3.92,-10.79,0.00,-2.01,0.70,0.00,0.00,21.20
51419,23.43,0.21,2138,0.00,0.00,13.23,16,3.92,-10.46,0.00,-2.01,0.76,0.00,0.00,21.20
51482,23.54,0.23,2036,0.00,0.00,13.04,16,4.35,-10.09,0.00,-2.01,0.80,0.00,0.00,24.70
51546,23.31,0.30,1960,0.00,0.00,13.82,16,4.79,-9.80,0.00,-1.70,0.82,0.00,0.00,35.00
51609,24.00,0.32,1972,0.00,0.00,14.67,16,5.08,-9.44,0.00,-1.70,0.84,0.00,0.00,35.00
51674,23.31,0.34,2008,0.00,0.00,14.66,16,5.51,-8.95,0.00,-1.70,0.84,0.00,0.00,66.50
51738,23.43,0.35,2030,0.00,0.00,14.66,16,5.95,-8.66,0.00,-1.70,0.86,0.00,0.00,66.50
51802,22.39,0.36,2044,0.00,0.00,14.66,16,6.09,-8.41,0.00,-2.01,0.88,0.00,0.00,62.00
51866,16.08,0.39,2047,0.00,0.00,14.66,16,6.38,-8.18,0.00,-2.01,0.88,0.00,0.00,20.40
51930,14.59,0.43,2024,0.00,0.00,13.74,16,6.67,-7.87,0.00,-2.01,0.90,0.00,0.00,20.40
51994,14.36,0.48,1954,0.00,0.00,13.85,16,7.11,-7.48,0.00,-2.01,0.90,0.00,0.00,15.60
52057,14.24,0.48,1846,0.00,0.00,14.10,16,7.55,-7.04,0.00,-1.70,0.96,0.00,0.00,14.80
52121,14.13,0.54,1917,0.00,0.00,13.33,16,8.13,-6.46,0.00,-1.70,1.00,0.00,0.00,14.80
52185,13.90,0.62,1946,0.00,0.00,14.08,16,8.85,-5.70,0.00,-1.70,1.00,0.00,0.00,14.60
52249,14.13,0.63,1914,0.00,0.00,14.62,16,9.43,-5.16,0.00,-1.70,1.00,0.00,0.00,14.50
52313,14.47,0.63,1932,0.00,0.00,14.63,16,9.87,-4.74,0.00,-1.70,1.02,0.00,0.00,14.50
52377,14.59,0.65,1932,0.00,0.00,14.12,16,10.16,-4.49,0.00,-1.70,1.02,0.00,0.00,14.70
52441,14.81,0.64,1971,0.00,0.00,14.64,16,10.30,-4.27,0.00,-1.70,1.04,0.00,0.00,15.10
52505,15.04,0.64,1968,0.00,0.00,14.64,16,10.59,-4.16,0.00,-1.70,1.02,0.00,0.00,15.10
52569,15.39,0.64,1991,0.00,0.00,14.64,16,10.59,-4.14,0.00,-1.70,1.04,0.00,0.00,15.50
52633,15.50,0.64,2013,0.00,0.00,14.64,16,10.59,-4.12,0.00,-1.70,1.02,0.00,0.00,15.50
52696,15.50,0.63,2009,0.00,0.00,14.65,16,10.59,-4.12,0.00,-1.70,1.04,0.00,0.00,15.60
52760,15.50,0.61,2038,0.00,0.00,14.94,16,10.59,-4.16,0.00,-1.70,1.04,0.00,0.00,15.40
52824,15.39,0.62,2068,0.00,0.00,14.66,16,10.45,-4.20,0.00,-1.70,1.02,0.00,0.00,15.40
52889,15.16,0.66,2063,0.00,0.00,14.66,16,10.45,-4.23,0.00,-1.70,1.02,0.00,0.00,15.20
52953,15.16,0.62,2076,0.00,0.00,14.66,16,10.30,-4.33,0.00,-1.70,1.00,0.00,0.00,15.30
53017,15.27,0.59,2113,0.00,0.00,15.01,16,10.01,-4.62,0.00,-1.70,0.94,0.00,0.00,15.30
53080,15.16,0.55,2132,0.00,0.00,15.11,16,9.43,-5.34,0.00,-2.01,0.92,0.00,0.00,15.20
53144,14.93,0.51,2118,0.00,0.00,15.02,16,8.85,-5.78,0.00,-2.01,0.92,0.00,0.00,14.70
53208,14.70,0.49,2140,0.00,0.00,14.69,16,8.56,-6.11,0.00,-2.01,0.92,0.00,0.00,14.70
53271,14.36,0.48,2167,0.00,0.00,14.70,16,8.27,-6.40,0.00,-2.01,0.92,0.00,0.00,14.50
53336,14.13,0.45,2169,0.00,0.00,15.17,16,8.13,-6.52,0.00,-2.01,0.92,0.00,0.00,14.50
53400,14.13,0.45,2172,0.00,0.00,14.70,16,7.98,-6.65,0.00,-2.01,0.92,0.00,0.00,14.40
53463,14.36,0.45,2178,0.00,0.00,14.70,16,7.98,-6.79,0.00,-2.01,0.92,0.00,0.00,14.50
53527,14.47,0.45,2194,0.00,0.00,14.70,16,7.84,-6.83,0.00,-2.01,0.92,0.00,0.00,14.50
53592,14.70,0.44,2206,0.00,0.00,14.70,16,7.84,-6.88,0.00,-2.01,0.92,0.00,0.00,14.70
53655,14.81,0.44,2196,0.00,0.00,14.70,16,7.84,-6.92,0.00,-2.01,0.92,0.00,0.00,14.80
53719,14.81,0.44,2230,0.00,0.00,14.70,16,7.69,-6.92,0.00,-2.01,0.92,0.00,0.00,14.80
53783,14.81,0.46,2225,0.00,0.00,14.70,16,7.69,-6.96,0.00,-2.01,0.92,0.00,0.00,14.90
53847,14.93,0.46,2232,0.00,0.00,14.70,16,7.69,-6.98,0.00,-2.01,0.92,0.00,0.00,15.00
53911,14.93,0.44,2238,0.00,0.00,14.70,16,7.69,-7.00,0.00,-2.01,0.90,0.00,0.00,15.00
53975,14.81,0.44,2249,0.00,0.00,14.70,16,7.69,-7.06,0.00,-2.01,0.90,0.00,0.00,14.90
54038,14.59,0.44,2258,0.00,0.00,14.70,16,7.69,-7.00,0.00,-2.01,0.90,0.00,0.00,14.90
54102,14.59,0.44,2246,0.00,0.00,14.70,16,7.69,-7.02,0.00,-2.01,0.92,0.00,0.00,14.60
54167,14.70,0.45,2284,0.00,0.00,14.70,16,7.69,-7.06,0.00,-2.01,0.90,0.00,0.00,14.70
54231,14.81,0.44,2272,0.00,0.00,14.70,16,7.69,-7.08,0.00,-2.01,0.90,0.00,0.00,14.70
54294,14.70,0.44,2281,0.00,0.00,14.70,16,7.69,-7.06,0.00,-2.01,0.90,0.00,0.00,14.80
54358,14.70,0.43,2288,0.00,0.00,14.70,16,7.55,-7.15,0.00,-2.01,0.90,0.00,0.00,14.70
54422,14.70,0.43,2308,0.00,0.00,14.70,16,7.55,-7.19,0.00,-2.01,0.88,0.00,0.00,14.70
54486,14.59,0.42,2291,0.00,0.00,14.70,16,7.40,-7.33,0.00,-2.01,0.88,0.00,0.00,14.70
54550,14.59,0.41,2314,0.00,0.00,14.71,16,7.25,-7.48,0.00,-2.01,0.88,0.00,0.00,14.70
54614,14.59,0.40,2308,0.00,0.00,14.71,16,7.11,-7.62,0.00,-2.01,0.84,0.00,0.00,14.70
54678,14.70,0.37,2328,0.00,0.00,14.71,16,6.96,-7.85,0.00,-2.01,0.84,0.00,0.00,14.70
54742,14.59,0.37,2316,0.00,0.00,14.71,16,6.67,-8.06,0.00,-2.01,0.84,0.00,0.00,14.70
54806,14.47,0.35,2323,0.00,0.00,14.71,16,6.53,-8.22,0.00,-2.01,0.84,0.00,0.00,14.70
54870,14.59,0.35,2322,0.00,0.00,14.71,16,6.38,-8.39,0.00,-2.01,0.82,0.00,0.00,14.70
54933,14.47,0.34,2322,0.00,0.00,14.71,16,6.24,-8.51,0.00,-2.01,0.82,0.00,0.00,14.70
54997,14.47,0.33,2323,0.00,0.00,14.71,16,6.09,-8.60,0.00,-2.01,0.82,0.00,0.00,14.60
55061,14.36,0.33,2332,0.00,0.00,14.71,16,5.95,-8.70,0.00,-2.01,0.82,0.00,0.00,14.50
55124,14.47,0.34,2330,0.00,0.00,14.71,16,5.95,-8.72,0.00,-2.01,0.82,0.00,0.00,14.50
55189,14.47,0.33,2339,0.00,0.00,14.71,16,5.95,-8.78,0.00,-2.01,0.82,0.00,0.00,14.60
55252,14.47,0.32,2315,0.00,0.00,14.71,16,5.95,-8.84,0.00,-2.01,0.82,0.00,0.00,14.60
55317,14.36,0.32,2347,0.00,0.00,14.71,16,5.80,-8.89,0.00,-2.01,0.82,0.00,0.00,14.60
55381,14.36,0.32,2328,0.00,0.00,14.71,16,5.80,-8.95,0.00,-2.01,0.80,0.00,0.00,14.60
55444,14.47,0.31,2327,0.00,0.00,14.71,16,5.66,-8.99,0.00,-2.01,0.82,0.00,0.00,14.60
55508,14.47,0.31,2322,0.00,0.00,14.71,16,5.66,-9.07,0.00,-2.01,0.80,0.00,0.00,14.60
55572,14.47,0.32,2350,0.00,0.00,14.71,16,5.66,-9.07,0.00,-2.01,0.80,0.00,0.00,14.50
55636,14.47,0.32,2316,0.00,0.00,14.71,16,5.66,-9.07,0.00,-2.01,0.80,0.00,0.00,14.50
55700,14.59,0.33,2322,0.00,0.00,14.71,16,5.66,-9.11,0.00,-2.01,0.80,0.00,0.00,14.60
55765,14.47,0.32,2341,0.00,0.00,14.71,16,5.51,-9.15,0.00,-2.01,0.80,0.00,0.00,14.70
55829,14.47,0.32,2318,0.00,0.00,14.71,16,5.51,-9.15,0.00,-2.01,0.80,0.00,0.00,14.70
55893,14.36,0.28,2327,0.00,0.00,14.71,16,5.51,-9.15,0.00,-2.01,0.80,0.00,0.00,14.60
55956,14.01,0.31,2321,0.00,0.00,14.71,16,5.51,-9.17,0.00,-2.01,0.82,0.00,0.00,14.50
56020,13.90,0.33,2334,0.00,0.00,14.70,16,5.66,-9.03,0.00,-2.01,0.84,0.00,0.00,14.50
56084,14.13,0.36,2305,0.00,0.00,13.84,16,5.95,-8.84,0.00,-2.01,0.88,0.00,0.00,14.40
56148,14.47,0.39,2336,0.00,0.00,13.19,16,6.38,-8.41,0.00,-2.01,0.94,0.00,0.00,14.50
56212,14.70,0.47,2330,0.00,0.00,13.84,16,7.25,-7.43,0.00,-2.01,0.96,0.00,0.00,14.50
56275,14.81,0.54,2338,0.00,0.00,14.28,16,7.98,-6.79,0.00,-2.01,0.98,0.00,0.00,14.70
56339,14.81,0.59,2332,0.00,0.00,14.66,16,8.71,-6.25,0.00,-2.01,1.00,0.00,0.00,14.70
56403,14.24,0.59,2352,0.00,0.00,14.25,16,8.71,-5.78,0.00,-2.01,1.02,0.00,0.00,14.70
56467,14.01,0.66,2355,0.00,0.00,14.65,16,9.14,-5.36,0.00,-2.01,1.04,0.00,0.00,14.40
56531,14.59,0.62,2360,0.00,0.00,14.66,16,9.43,-5.09,0.00,-2.01,1.04,0.00,0.00,14.40
56595,15.04,0.62,2406,0.00,0.00,14.20,16,9.72,-4.83,0.00,-2.01,1.08,0.00,0.00,15.20
56659,15.04,0.71,2388,0.00,0.00,14.03,16,10.01,-4.27,0.00,-2.01,1.10,0.00,0.00,15.30
56723,15.27,0.71,2404,0.00,0.00,14.84,16,10.59,-3.89,0.00,-2.01,1.12,0.00,0.00,15.30
56786,15.39,0.73,2460,0.00,0.00,14.64,16,10.88,-3.69,0.00,-1.70,1.14,0.00,0.00,15.50
56850,15.04,0.76,2438,0.00,0.00,14.30,16,11.17,-3.48,0.00,-1.70,1.16,0.00,0.00,15.10
56914,14.93,0.80,2459,0.00,0.00,14.22,16,11.32,-3.19,0.00,-1.70,1.18,0.00,0.00,15.10
56978,14.93,0.82,2513,0.00,0.00,14.43,16,11.61,-3.00,0.00,-1.70,1.18,0.00,0.00,15.10
