Time (msec),A/F Sensor #1 (AFR),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Battery Voltage (V),Alternator Duty (%)
2784926,14.70,0.14,995,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
2785102,14.70,0.14,991,0.00,0.00,16,14.10,14.00,5.22,4.57,-1.08,0.64,13.68,0.00
2785294,14.47,0.14,988,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.08,0.64,13.68,0.00
2785482,14.59,0.14,990,0.00,0.00,16,14.10,14.00,5.22,4.55,-1.08,0.64,13.68,0.00
2785674,14.59,0.14,993,0.00,0.00,16,14.10,13.50,5.37,4.51,-1.08,0.64,13.68,0.00
2785873,14.70,0.14,989,0.00,0.00,16,14.10,14.00,5.37,4.57,-1.08,0.64,13.52,0.00
2786060,14.70,0.14,991,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.68,0.00
2786247,14.70,0.14,994,0.00,0.00,16,14.10,13.50,5.37,4.57,-1.08,0.64,13.60,0.00
2786434,14.70,0.14,997,0.00,0.00,16,14.10,13.00,5.37,4.51,-1.08,0.64,13.60,0.00
2786622,14.59,0.14,994,0.00,0.00,16,14.10,13.50,5.37,4.51,-1.08,0.64,13.52,0.00
2786809,14.70,0.14,978,0.00,0.00,16,14.10,15.50,5.37,4.48,-1.08,0.64,13.60,0.00
2786997,14.81,0.14,972,0.00,0.00,16,14.10,15.50,5.37,4.43,-1.08,0.64,13.52,0.00
2787200,14.81,0.14,980,0.00,0.00,16,14.10,14.00,5.51,4.48,-1.08,0.64,13.60,0.00
2787387,14.93,0.13,1002,0.00,0.00,16,14.10,13.50,5.51,4.48,-1.08,0.64,13.60,0.00
2787575,15.04,0.14,997,0.00,0.00,16,14.10,13.00,5.37,4.55,-1.08,0.64,13.60,0.00
2787762,15.16,0.13,1007,0.00,0.00,16,14.10,12.00,5.37,4.55,-1.08,0.64,13.68,0.00
2787952,15.27,0.13,1010,0.00,0.00,16,14.10,12.00,5.22,4.51,-1.08,0.64,13.68,0.00
2788140,15.16,0.13,1020,0.00,0.00,16,14.10,10.50,5.22,4.51,-1.08,0.64,13.68,0.00
2788327,15.04,0.13,1012,0.00,0.00,16,14.10,13.00,5.22,4.51,-1.08,0.64,13.68,0.00
2788515,14.81,0.13,1024,0.00,0.00,16,14.10,12.00,5.08,4.51,-1.08,0.64,13.68,0.00
2788702,14.70,0.13,1027,0.00,0.00,16,14.10,11.50,5.08,4.51,-1.08,0.64,13.60,0.00
2788906,14.59,0.13,1016,0.00,0.00,16,14.10,13.50,5.08,4.48,-1.08,0.64,13.60,0.00
2789096,14.59,0.13,1026,0.00,0.00,16,14.10,12.00,5.08,4.51,-1.08,0.64,13.68,0.00
2789284,14.47,0.13,1016,0.00,0.00,16,14.10,13.00,5.08,4.46,-1.08,0.64,13.68,0.00
2789472,14.47,0.13,1016,0.00,0.00,16,14.10,14.00,5.08,4.48,-1.08,0.64,13.60,0.00
2789664,14.36,0.15,1018,0.00,0.00,16,14.10,13.50,5.22,4.91,-1.08,0.66,13.68,0.00
2789844,14.36,0.16,1050,0.00,0.00,16,14.80,14.00,5.37,5.55,-1.08,0.70,13.60,0.00
2790035,14.36,0.17,1135,0.00,0.00,16,16.56,16.50,5.80,6.55,-1.08,0.72,13.68,0.00
2790222,13.90,0.18,1293,0.00,0.00,16,20.08,20.00,6.09,7.62,-1.39,0.74,13.60,0.00
2790410,13.67,0.17,1444,0.00,0.00,16,25.70,24.00,6.09,8.06,-1.39,0.74,13.68,0.00
2790597,14.70,0.16,1563,0.00,0.00,16,27.81,27.00,5.95,8.36,-1.39,0.74,13.60,0.00
2790800,15.16,0.16,1618,0.00,0.00,16,28.52,28.50,5.80,8.47,-1.39,0.76,13.68,0.00
2790991,15.39,0.16,1602,0.00,0.00,16,28.52,28.50,5.66,8.60,-1.39,0.76,13.68,0.00
2791180,15.04,0.17,1564,0.00,0.00,16,27.81,27.50,5.66,8.69,-1.39,0.76,13.68,0.00
2791367,14.47,0.18,1497,0.00,0.00,16,26.76,26.50,5.95,8.74,-1.39,0.76,13.68,0.00
2791555,13.55,0.19,1422,0.00,0.00,16,25.35,25.50,6.24,8.91,-1.39,0.76,13.68,0.00
2791742,13.44,0.21,1330,0.00,0.00,16,25.00,24.50,6.53,9.26,-1.39,0.78,13.68,35.00
2791925,14.01,0.23,1283,0.00,0.00,16,26.76,26.00,7.11,10.03,-1.39,0.80,13.68,33.00
2792120,14.59,0.25,1308,0.00,0.00,16,27.81,27.50,7.69,10.79,-1.39,0.80,13.60,31.00
2792308,14.70,0.25,1393,0.00,0.00,16,28.52,28.00,7.98,11.71,-1.39,0.82,13.68,30.00
2792495,14.70,0.24,1514,0.00,0.00,16,28.87,28.50,8.13,12.31,-1.39,0.82,13.52,28.00
2792683,15.16,0.24,1576,0.00,0.00,16,29.22,29.00,8.13,12.37,-1.39,0.84,13.60,27.00
2792885,15.50,0.24,1609,0.00,0.00,16,29.57,29.50,7.98,12.90,-1.39,0.84,13.68,25.00
2793067,15.16,0.25,1593,0.00,0.00,16,29.57,29.50,7.98,13.26,-1.39,0.84,13.52,23.00
2793257,14.59,0.26,1568,0.00,0.00,16,29.57,29.50,8.13,13.32,-1.39,0.84,13.68,21.00
2793444,14.13,0.27,1535,0.00,0.00,16,29.57,29.50,8.42,13.65,-1.39,0.84,13.60,20.00
