Time (msec),A/F Sensor #1 (Direct)* (AFR),Coolant Temperature (F),Engine Load* (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Mass Airflow (g/s),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V)
1563311,13.67,190,0.30,2328,0.00,0.00,16,43.98,43.50,21.98,-2.63,0.90
1563499,13.39,190,0.27,2318,0.00,0.00,16,44.34,44.00,20.56,-2.63,0.88
1563686,13.28,190,0.26,2318,0.00,0.00,16,43.98,43.50,19.73,-2.63,0.88
1563858,13.57,190,0.25,2320,0.00,0.00,16,43.63,43.50,18.87,-2.63,0.88
1564046,13.88,190,0.25,2336,0.00,0.00,16,43.98,43.50,19.35,-2.63,0.88
1564233,13.37,190,0.25,2328,0.00,0.00,16,43.98,43.50,19.73,-2.63,0.88
1564405,13.37,190,0.26,2325,0.00,0.00,16,44.34,43.50,19.81,-2.63,0.88
1564592,13.33,190,0.26,2329,0.00,0.00,16,44.69,44.00,20.15,-2.63,0.90
1564780,13.32,190,0.29,2346,0.00,0.00,16,44.34,44.50,21.98,-2.63,0.94
1564952,13.21,190,0.33,2339,0.00,0.00,16,43.28,43.50,24.52,-2.32,0.98
1565139,13.08,190,0.36,2345,0.00,0.00,16,41.88,42.50,27.69,-1.70,1.02
1565327,13.24,190,0.38,2348,0.00,0.00,16,40.47,40.00,29.95,-0.77,1.04
1565499,13.39,190,0.41,2352,0.00,0.00,16,37.66,38.50,31.98,-0.15,1.06
1565686,13.15,190,0.42,2381,0.00,0.00,16,37.30,37.00,33.14,0.15,1.08
1568519,13.36,190,0.21,2459,0.00,0.00,16,42.93,43.00,17.24,-3.25,0.82
1568706,13.31,190,0.21,2462,0.00,0.00,16,43.28,42.50,16.95,-3.25,0.82
1568878,13.31,190,0.21,2461,0.00,0.00,16,43.28,42.50,17.10,-3.25,0.82
1569066,13.21,190,0.20,2463,0.00,0.00,16,42.93,42.50,16.72,-3.25,0.82
1569253,13.23,190,0.21,2452,0.00,0.00,16,43.28,42.50,16.35,-3.25,0.82
1569425,13.45,190,0.20,2444,0.00,0.00,16,42.93,42.50,16.57,-3.25,0.82
1569613,13.37,190,0.20,2448,0.00,0.00,16,42.58,42.50,16.27,-2.94,0.82
1569800,13.46,190,0.20,2444,0.00,0.00,16,42.93,42.50,16.57,-2.94,0.82
1569972,13.64,190,0.20,2462,0.00,0.00,16,42.93,42.50,16.42,-2.94,0.82
1570159,13.53,190,0.21,2456,0.00,0.00,16,42.93,38.00,15.75,-3.25,0.82
1570335,13.73,190,0.20,2457,0.00,0.00,16,42.93,42.50,16.58,-2.94,0.82
1570522,13.45,190,0.21,2461,0.00,0.00,16,42.93,42.00,16.95,-3.25,0.82
1570710,13.45,190,0.19,2454,0.00,0.00,16,42.93,42.50,16.50,-3.25,0.82
1570882,13.88,190,0.21,2436,0.00,0.00,16,43.28,43.00,17.02,-3.25,0.84
1571069,13.40,190,0.20,2443,0.00,0.00,16,42.93,40.00,15.98,-2.94,0.84
1571257,14.12,190,0.21,2435,0.00,0.00,16,43.28,43.00,17.54,-3.25,0.84
1571444,13.61,190,0.21,2438,0.00,0.00,16,43.28,43.00,17.25,-2.94,0.84
