Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F)
1551269,0.00,-1.56,14.81,8,0.25,824,0.00,0.00,14.70,16,9.88,8.50,5.22,3.39,1.24,0.64,14.80,198
1551332,0.00,-1.56,14.81,8,0.24,818,0.00,0.00,14.70,16,9.88,9.50,5.22,3.34,1.24,0.64,14.80,198
1551396,0.00,-1.56,14.70,8,0.25,824,0.00,0.00,14.70,16,9.88,8.50,5.22,3.39,1.26,0.64,14.80,198
1551459,0.00,-1.56,14.81,8,0.25,820,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.26,0.64,14.80,198
1551523,0.78,-1.56,14.81,8,0.25,820,0.00,0.00,14.70,16,9.88,8.50,5.22,3.44,1.24,0.64,14.80,198
1551588,0.00,-1.56,14.81,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,14.80,198
1551652,0.78,-1.56,14.81,8,0.24,822,0.00,0.00,14.70,16,9.88,8.50,5.22,3.34,1.24,0.64,14.80,198
1551716,0.78,-1.56,14.81,8,0.24,826,0.00,0.00,14.70,16,9.88,8.00,5.22,3.39,1.24,0.64,14.90,198
1551778,0.00,-1.56,14.81,8,0.24,830,0.00,0.00,14.70,16,9.88,9.00,5.08,3.34,1.26,0.64,14.80,198
1551843,0.00,-1.56,14.81,8,0.25,825,0.00,0.00,14.70,16,9.88,9.00,5.08,3.39,1.24,0.64,14.80,198
1551907,0.00,-1.56,14.70,8,0.25,830,0.00,0.00,14.70,16,9.88,8.50,5.22,3.39,1.24,0.64,14.80,198
1551971,0.00,-1.56,14.70,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.36,1.24,0.64,15.00,198
1552035,0.00,-1.56,14.70,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.26,0.64,15.00,198
1552099,0.00,-1.56,14.70,8,0.25,820,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.80,198
1552163,0.00,-1.56,14.70,8,0.25,830,0.00,0.00,14.70,16,9.88,8.50,5.22,3.44,1.26,0.64,14.80,198
1552226,0.00,-1.56,14.59,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.80,198
1552290,0.00,-1.56,14.70,8,0.24,828,0.00,0.00,14.70,16,9.88,9.00,5.22,3.41,1.24,0.64,14.70,198
1552354,0.00,-1.56,14.59,8,0.25,815,0.00,0.00,14.70,16,9.88,9.50,5.22,3.44,1.24,0.64,14.70,198
1552418,0.78,-1.56,14.59,8,0.25,821,0.00,0.00,14.70,16,9.88,9.50,5.22,3.49,1.26,0.64,14.80,198
1552481,0.00,-1.56,14.70,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.70,198
1552545,0.78,-1.56,14.70,8,0.25,829,0.00,0.00,14.70,16,9.88,8.50,5.22,3.41,1.24,0.64,14.70,198
1552609,0.00,-1.56,14.70,8,0.25,834,0.00,0.00,14.70,16,9.88,8.00,5.22,3.41,1.24,0.64,14.70,198
1552673,0.78,-1.56,14.70,8,0.25,835,0.00,0.00,14.70,16,9.88,9.00,5.22,3.44,1.24,0.64,14.70,198
1552737,0.78,-1.56,14.81,8,0.25,834,0.00,0.00,14.70,16,9.88,8.00,5.22,3.44,1.26,0.64,14.70,198
1552801,0.78,-1.56,14.81,8,0.25,828,0.00,0.00,14.70,16,9.88,9.00,5.08,3.44,1.26,0.64,14.70,198
1552865,0.78,-1.56,14.70,8,0.25,833,0.00,0.00,14.70,16,9.88,8.50,5.22,3.44,1.26,0.64,14.80,198
1552929,0.00,-1.56,14.70,8,0.25,821,0.00,0.00,14.70,16,9.88,10.00,5.08,3.44,1.24,0.64,14.80,198
1552993,0.00,-1.56,14.70,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.24,0.64,14.80,198
1553056,0.00,-1.56,14.70,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,14.80,198
1553120,0.00,-1.56,14.47,8,0.24,824,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.80,198
1553184,0.00,-1.56,14.59,8,0.24,831,0.00,0.00,14.70,16,9.88,9.00,5.22,3.34,1.24,0.64,14.80,198
1553247,0.00,-1.56,14.59,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.34,1.24,0.64,14.80,196
1553312,0.00,-1.56,14.70,8,0.25,815,0.00,0.00,14.70,16,9.88,10.50,5.22,3.36,1.24,0.64,14.80,196
1553376,0.00,-1.56,14.59,8,0.25,804,0.00,0.00,14.70,16,9.88,11.50,5.22,3.39,1.24,0.64,14.70,196
1553439,0.00,-1.56,14.59,8,0.25,817,0.00,0.00,14.70,16,9.88,10.00,5.22,3.34,1.26,0.64,14.70,196
1553503,0.00,-1.56,14.47,8,0.25,816,0.00,0.00,14.70,16,9.88,10.50,5.22,3.39,1.24,0.64,14.70,196
1553567,0.00,-1.56,14.59,8,0.25,818,0.00,0.00,14.70,16,9.88,10.00,5.22,3.39,1.24,0.64,14.60,196
1553631,0.78,-1.56,14.70,8,0.25,816,0.00,0.00,14.70,16,9.88,9.00,5.22,3.39,1.24,0.64,14.60,196
1553695,0.78,-1.56,14.59,8,0.25,823,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.24,0.64,14.70,196
1553758,0.78,-1.56,14.81,8,0.24,828,0.00,0.00,14.70,16,9.88,9.00,5.22,3.34,1.26,0.64,14.70,196
1553822,0.78,-1.56,14.70,8,0.25,818,0.00,0.00,14.70,16,9.88,10.00,5.22,3.36,1.26,0.64,14.70,196
1553886,0.78,-1.56,14.81,8,0.25,817,0.00,0.00,14.70,16,9.88,10.00,5.22,3.49,1.24,0.64,14.70,196
1553951,0.78,-1.56,14.81,8,0.26,804,0.00,0.00,14.70,16,9.88,11.50,5.22,3.44,1.24,0.64,14.70,196
1554014,0.78,-1.56,14.81,8,0.25,804,0.00,0.00,14.70,16,9.88,10.50,5.22,3.39,1.26,0.64,14.70,196
1554078,0.78,-1.56,14.81,8,0.25,810,0.00,0.00,14.70,16,9.88,10.00,5.22,3.39,1.26,0.64,14.80,196
1554141,0.78,-1.56,14.70,8,0.25,814,0.00,0.00,14.70,16,9.88,8.50,5.22,3.41,1.24,0.64,14.80,196
1554205,0.78,-1.56,14.81,8,0.25,828,0.00,0.00,14.70,16,9.88,9.50,5.22,3.44,1.24,0.64,14.80,196
1554269,0.78,-1.56,14.70,8,0.24,819,0.00,0.00,14.70,16,9.88,9.00,5.22,3.34,1.24,0.64,14.80,196
1554333,0.78,-1.56,14.81,8,0.25,825,0.00,0.00,14.70,16,9.88,9.00,5.22,3.39,1.26,0.64,14.80,196
1554397,0.78,-1.56,14.81,8,0.25,825,0.00,0.00,14.70,16,9.88,9.00,5.22,3.34,1.24,0.64,14.80,196
1554461,0.78,-1.56,14.70,8,0.25,818,0.00,0.00,14.70,16,9.88,9.50,5.22,3.36,1.24,0.64,15.00,196
1554525,0.78,-1.56,14.70,8,0.25,823,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,15.00,196
1554589,0.78,-1.56,14.70,8,0.25,828,0.00,0.00,14.70,16,9.88,8.50,5.22,3.39,1.24,0.64,14.80,196
1554653,0.78,-1.56,14.70,8,0.25,826,0.00,0.00,14.70,16,9.88,9.00,5.22,3.44,1.26,0.64,14.80,196
1554716,0.78,-1.56,14.70,8,0.25,819,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.26,0.64,14.80,196
1554780,0.78,-1.56,14.70,8,0.25,827,0.00,0.00,14.70,16,9.88,9.00,5.22,3.44,1.26,0.64,14.80,196
1554844,0.78,-1.56,14.81,8,0.25,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.24,0.64,14.80,196
1554908,0.78,-1.56,14.70,8,0.25,828,0.00,0.00,14.70,16,9.88,9.00,5.22,3.47,1.24,0.64,14.80,196
1554972,0.78,-1.56,14.81,8,0.25,832,0.00,0.00,14.70,16,9.88,8.50,5.22,3.41,1.24,0.64,14.80,196
1555035,0.78,-1.56,14.70,8,0.25,826,0.00,0.00,14.70,16,9.88,9.00,5.22,3.36,1.26,0.64,14.80,196
1555100,0.00,-1.56,14.70,8,0.24,834,0.00,0.00,14.70,16,9.88,8.00,5.22,3.39,1.26,0.64,14.80,196
1555164,0.78,-1.56,14.59,8,0.24,832,0.00,0.00,14.70,16,9.88,8.50,5.22,3.44,1.24,0.64,14.80,196
1555227,0.00,-1.56,14.70,8,0.25,834,0.00,0.00,14.70,16,9.88,8.50,5.08,3.44,1.24,0.64,14.80,196
1555291,0.00,-1.56,14.59,8,0.25,819,0.00,0.00,14.70,16,9.88,10.00,5.08,3.41,1.24,0.64,14.80,196
1555355,0.00,-1.56,14.59,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.80,194
1555419,0.00,-1.56,14.47,8,0.25,819,0.00,0.00,14.70,16,9.88,10.50,5.08,3.39,1.26,0.64,14.80,194
1555483,0.00,-1.56,14.59,8,0.25,825,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.80,194
1555547,0.00,-1.56,14.47,8,0.25,822,0.00,0.00,14.70,16,9.88,10.00,5.08,3.44,1.24,0.64,14.80,194
1555610,0.78,-1.56,14.47,8,0.25,828,0.00,0.00,14.70,16,9.88,9.50,5.08,3.41,1.24,0.64,14.70,194
1555675,0.00,-1.56,14.59,8,0.25,830,0.00,0.00,14.70,16,9.88,9.00,5.08,3.49,1.26,0.64,14.70,194
1555739,0.78,-1.56,14.59,8,0.25,823,0.00,0.00,14.70,16,9.88,9.50,5.08,3.41,1.26,0.64,14.70,194
1555802,0.00,-1.56,14.70,8,0.24,830,0.00,0.00,14.70,16,9.88,9.00,5.22,3.36,1.24,0.64,14.60,194
1555866,0.78,-1.56,14.59,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,14.60,194
1555930,0.78,-1.56,14.70,8,0.24,830,0.00,0.00,14.70,16,9.88,9.50,5.08,3.34,1.24,0.64,14.60,194
1555994,0.00,-1.56,14.59,8,0.25,824,0.00,0.00,14.70,16,9.88,9.50,5.08,3.36,1.24,0.64,14.70,194
1556057,0.78,-1.56,14.70,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.60,194
1556121,0.00,-1.56,14.70,8,0.25,822,0.00,0.00,14.70,16,9.88,10.00,5.08,3.32,1.24,0.64,14.60,194
1556185,0.78,-1.56,14.59,8,0.24,824,0.00,0.00,14.70,16,9.88,9.50,5.22,3.32,1.24,0.64,14.80,194
1556249,0.00,-1.56,14.59,8,0.24,815,0.00,0.00,14.70,16,9.88,9.50,5.08,3.36,1.24,0.64,14.80,194
1556313,0.00,-1.56,14.59,8,0.25,820,0.00,0.00,14.70,16,9.88,10.00,5.22,3.39,1.24,0.64,14.70,194
1556378,0.00,-1.56,14.59,8,0.25,826,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.26,0.64,14.70,194
1556441,0.78,-1.56,14.59,8,0.25,819,0.00,0.00,14.70,16,9.88,10.00,5.22,3.41,1.26,0.64,14.70,194
1556505,0.00,-1.56,14.59,8,0.25,821,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.24,0.64,14.70,194
1556569,0.00,-1.56,14.59,8,0.25,821,0.00,0.00,14.70,16,9.88,11.00,5.22,3.39,1.24,0.64,14.70,194
1556633,0.00,-1.56,14.59,8,0.25,810,0.00,0.00,14.70,16,9.88,10.50,5.22,3.34,1.26,0.64,14.70,194
1556697,0.00,-1.56,14.59,8,0.25,814,0.00,0.00,14.70,16,9.88,10.00,5.22,3.41,1.26,0.64,14.70,194
1556760,0.00,-1.56,14.59,8,0.25,816,0.00,0.00,14.70,16,9.88,9.50,5.22,3.44,1.24,0.64,14.70,194
1556825,0.00,-1.56,14.59,8,0.25,822,0.00,0.00,14.70,16,9.88,10.50,5.22,3.34,1.24,0.64,14.70,194
1556888,0.78,-1.56,14.70,8,0.25,813,0.00,0.00,14.70,16,9.88,10.00,5.22,3.34,1.24,0.64,14.70,194
1556953,0.78,-1.56,14.70,8,0.25,817,0.00,0.00,14.70,16,9.88,10.00,5.22,3.36,1.26,0.64,14.70,194
1557016,0.78,-1.56,14.70,8,0.25,818,0.00,0.00,14.70,16,9.88,10.00,5.22,3.44,1.26,0.64,14.60,194
1557080,0.78,-1.56,14.70,8,0.24,817,0.00,0.00,14.70,16,9.88,10.00,5.22,3.32,1.24,0.64,14.70,194
1557144,0.78,-1.56,14.81,8,0.24,822,0.00,0.00,14.70,16,9.88,9.50,5.22,3.44,1.24,0.64,14.70,194
1557207,0.78,-1.56,14.81,8,0.25,821,0.00,0.00,14.70,16,9.88,10.00,5.22,3.39,1.24,0.64,14.70,194
1557272,0.78,-1.56,14.81,8,0.25,820,0.00,0.00,14.70,16,9.88,9.50,5.22,3.41,1.26,0.64,14.90,194
1557335,0.78,-1.56,14.81,8,0.25,807,0.00,0.00,14.70,16,9.88,10.50,5.22,3.44,1.26,0.64,14.90,194
1557399,0.78,-1.56,14.81,8,0.25,813,0.00,0.00,14.70,16,9.88,10.00,5.22,3.41,1.26,0.64,14.80,194
1557463,0.78,-1.56,14.81,8,0.25,817,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,14.80,194
1557527,0.78,-1.56,14.70,8,0.25,828,0.00,0.00,14.70,16,9.88,8.50,5.22,3.39,1.24,0.64,14.80,194
1557592,0.00,-1.56,14.70,8,0.25,828,0.00,0.00,14.70,16,9.88,8.50,5.22,3.41,1.24,0.64,14.90,194
1557655,0.78,-1.56,14.59,8,0.25,829,0.00,0.00,14.70,16,9.88,8.50,5.22,3.44,1.26,0.64,14.90,194
1557719,0.00,-1.56,14.70,8,0.25,832,0.00,0.00,14.70,16,9.88,8.00,5.22,3.39,1.24,0.64,14.80,194
1557783,0.78,-1.56,14.59,8,0.25,820,0.00,0.00,14.70,16,9.88,9.50,5.22,3.39,1.24,0.64,14.80,194
1557847,0.00,-1.56,14.70,8,0.24,816,0.00,0.00,14.70,16,9.88,10.00,5.22,3.36,1.24,0.64,14.80,192
1557910,0.78,-1.56,14.59,8,0.24,830,0.00,0.00,14.70,16,9.88,8.50,5.22,3.36,1.24,0.64,14.80,192
1557974,0.78,-1.56,14.70,8,0.24,849,0.00,0.00,14.70,16,9.88,6.50,5.22,3.39,1.26,0.64,14.80,192
1558038,0.78,-1.56,14.70,8,0.24,841,0.00,0.00,14.70,16,9.88,7.50,5.08,3.39,1.26,0.64,14.80,192
1558102,0.78,-1.56,14.70,8,0.24,843,0.00,0.00,14.70,16,9.88,7.50,5.08,3.44,1.24,0.64,14.70,192
1558166,0.78,-1.56,14.70,8,0.24,840,0.00,0.00,14.70,16,9.88,8.00,5.08,3.36,1.24,0.64,14.60,192
1558230,0.78,-1.56,14.59,8,0.24,848,0.00,0.00,14.70,16,9.88,7.00,5.08,3.39,1.24,0.64,14.60,192
1558293,0.00,-1.56,14.70,8,0.24,853,0.00,0.00,14.70,16,9.88,7.00,5.08,3.41,1.24,0.64,14.70,192
1558357,0.78,-1.56,14.59,8,0.24,848,0.00,0.00,14.70,16,9.88,7.50,5.08,3.44,1.26,0.64,14.80,192
1558420,0.00,-1.56,14.70,8,0.24,858,0.00,0.00,14.70,16,9.88,6.50,5.08,3.39,1.26,0.64,14.80,192
1558485,0.78,-1.56,14.59,8,0.24,846,0.00,0.00,14.70,16,9.88,8.00,5.08,3.39,1.26,0.64,14.80,192
1558549,0.78,-1.56,14.70,8,0.24,855,0.00,0.00,14.70,16,9.88,7.00,4.93,3.44,1.24,0.64,14.80,192
1558612,0.78,-1.56,14.59,8,0.24,855,0.00,0.00,14.70,16,9.88,7.00,4.93,3.45,1.24,0.64,14.70,192
1558677,0.78,-1.56,14.70,8,0.24,861,0.00,0.00,14.70,16,9.88,7.00,4.93,3.41,1.24,0.64,14.70,192
1558740,0.78,-1.56,14.70,8,0.24,852,0.00,0.00,14.70,16,9.88,8.00,4.93,3.36,1.24,0.64,14.70,192
1558804,0.78,-1.56,14.70,8,0.23,860,0.00,0.00,14.70,16,9.88,7.00,4.93,3.34,1.24,0.64,14.70,192
1558868,0.78,-2.34,14.70,8,0.23,854,0.00,0.00,14.70,16,9.88,8.00,4.93,3.39,1.24,0.64,14.60,192
1558933,0.78,-2.34,14.70,8,0.23,860,0.00,0.00,14.70,16,9.88,7.50,4.93,3.27,1.24,0.64,14.60,192
1558996,0.78,-3.91,14.70,8,0.23,854,0.00,0.00,14.70,16,9.88,8.00,4.93,3.29,1.24,0.64,14.70,192
1559059,0.78,-3.91,14.81,8,0.24,860,0.00,0.00,14.70,16,9.88,8.00,4.93,3.36,1.24,0.64,14.70,192
1559124,0.78,-3.91,14.81,8,0.24,860,0.00,0.00,14.70,16,9.88,9.50,4.93,3.39,1.24,0.64,14.70,192
1559187,0.78,-3.91,14.81,8,0.24,849,0.00,0.00,14.70,16,9.88,9.00,4.93,3.39,1.24,0.64,14.80,192
1559251,0.78,-3.91,14.81,8,0.24,846,0.00,0.00,14.70,16,9.88,9.00,4.93,3.44,1.24,0.64,14.80,192
1559316,0.78,-3.91,14.81,8,0.24,851,0.00,0.00,14.70,16,9.88,8.50,4.93,3.39,1.24,0.64,14.80,192
1559380,0.78,-3.91,14.81,8,0.23,854,0.00,0.00,14.70,16,9.88,8.50,4.93,3.34,1.26,0.64,14.80,192
1559443,0.78,-3.91,14.81,8,0.24,856,0.00,0.00,14.70,16,9.88,8.50,4.93,3.34,1.24,0.64,14.80,192
1559506,0.78,-3.91,14.81,8,0.24,855,0.00,0.00,14.70,16,9.88,8.50,4.93,3.39,1.24,0.64,15.00,192
1559571,0.78,-3.91,14.81,8,0.24,862,0.00,0.00,14.70,16,9.88,8.00,4.79,3.34,1.24,0.64,14.70,192
1559634,0.78,-3.91,14.81,8,0.23,858,0.00,0.00,14.70,16,9.88,8.50,4.79,3.29,1.24,0.64,14.70,192
1559698,0.78,-3.91,14.81,8,0.23,861,0.00,0.00,14.70,16,9.88,8.00,4.79,3.34,1.24,0.64,14.80,192
1559762,0.78,-3.91,14.81,8,0.23,852,0.00,0.00,14.70,16,9.88,9.50,4.79,3.34,1.24,0.64,15.00,192
1559826,0.78,-3.91,14.81,8,0.23,857,0.00,0.00,14.70,16,9.88,9.00,4.79,3.34,1.24,0.64,15.00,192
1559890,0.78,-3.91,14.81,8,0.23,855,0.00,0.00,14.70,16,9.88,9.00,4.79,3.34,1.24,0.64,14.80,192
1559953,0.78,-3.91,14.81,8,0.24,860,0.00,0.00,14.70,16,9.88,8.50,4.79,3.34,1.26,0.64,14.80,192
1560017,0.78,-3.91,14.70,8,0.24,846,0.00,0.00,14.70,16,9.88,10.50,4.79,3.32,1.24,0.64,14.80,192
1560082,0.78,-3.91,14.70,8,0.23,852,0.00,0.00,14.70,16,9.88,9.50,4.79,3.32,1.24,0.64,14.80,192
1560144,0.78,-3.91,14.70,8,0.23,852,0.00,0.00,14.70,16,9.88,9.50,4.79,3.27,1.24,0.64,14.80,192
1560210,1.56,-3.91,14.70,8,0.23,860,0.00,0.00,14.70,16,9.88,9.00,4.79,3.25,1.22,0.64,15.00,192
1560273,0.78,-3.91,14.81,8,0.23,861,0.00,0.00,14.70,16,9.88,8.50,4.79,3.25,1.22,0.64,14.80,192
1560337,0.78,-3.91,14.70,8,0.23,859,0.00,0.00,14.70,16,9.88,9.00,4.79,3.27,1.24,0.64,14.80,190
1560400,0.78,-3.91,14.70,8,0.23,861,0.00,0.00,14.70,16,9.88,8.50,4.79,3.20,1.24,0.64,14.80,190
1560464,1.56,-3.91,14.70,8,0.22,860,0.00,0.00,14.70,16,9.88,9.00,4.79,3.16,1.24,0.64,14.90,190
1560528,1.56,-3.91,14.81,8,0.22,858,0.00,0.00,14.70,16,9.88,9.00,4.79,3.16,1.24,0.64,14.90,190
1560592,1.56,-3.91,14.70,8,0.23,856,0.00,0.00,14.70,16,9.88,9.50,4.79,3.23,1.24,0.64,14.80,190
1560656,1.56,-3.91,14.70,8,0.24,851,0.00,0.00,14.70,16,9.88,9.50,4.79,3.29,1.24,0.64,14.80,190
1560720,1.56,-3.91,14.81,8,0.23,849,0.00,0.00,14.70,16,9.88,10.50,4.79,3.29,1.22,0.64,14.80,190
1560784,1.56,-3.91,14.70,8,0.23,850,0.00,0.00,14.70,16,9.88,10.00,4.79,3.29,1.24,0.64,14.80,190
1560848,1.56,-3.91,14.81,8,0.23,854,0.00,0.00,14.70,16,9.88,9.50,4.79,3.29,1.24,0.64,14.80,190
1560911,1.56,-3.91,14.81,8,0.23,862,0.00,0.00,14.70,16,9.88,8.50,4.79,3.29,1.24,0.64,14.80,190
1560977,1.56,-3.91,14.81,8,0.23,851,0.00,0.00,14.70,16,9.88,10.00,4.64,3.25,1.24,0.64,14.80,190
1561040,1.56,-3.91,14.81,8,0.23,858,0.00,0.00,14.70,16,9.88,9.00,4.64,3.25,1.24,0.64,14.80,190
1561104,1.56,-3.91,14.81,8,0.23,854,0.00,0.00,14.70,16,9.88,9.50,4.64,3.23,1.22,0.64,14.80,190
1561167,1.56,-3.91,14.81,8,0.22,856,0.00,0.00,14.70,16,9.88,9.50,4.64,3.20,1.22,0.64,14.80,190
1561231,1.56,-3.91,14.70,8,0.22,850,0.00,0.00,14.70,16,9.88,9.50,4.64,3.20,1.22,0.64,14.80,190
1561295,1.56,-3.91,14.70,8,0.23,852,0.00,0.00,14.70,16,9.88,10.00,4.64,3.23,1.22,0.64,14.80,190
1561359,0.78,-3.91,14.70,8,0.23,848,0.00,0.00,14.70,16,9.88,10.50,4.64,3.25,1.24,0.64,14.90,190
1561422,0.78,-3.91,14.47,8,0.23,849,0.00,0.00,14.70,16,9.88,10.00,4.64,3.20,1.24,0.64,14.90,190
1561487,0.78,-3.91,14.70,8,0.22,858,0.00,0.00,14.70,16,9.88,9.00,4.64,3.16,1.22,0.64,14.80,190
1561551,0.78,-3.91,14.47,8,0.23,852,0.00,0.00,14.70,16,9.88,9.50,4.64,3.18,1.22,0.64,14.80,190
1561614,0.78,-3.91,14.59,8,0.23,848,0.00,0.00,14.70,16,9.88,10.00,4.64,3.20,1.22,0.64,14.80,190
1561678,0.78,-3.91,14.47,8,0.23,848,0.00,0.00,14.70,16,9.88,11.50,4.64,3.20,1.22,0.64,14.80,190
1561742,0.78,-3.91,14.59,8,0.23,835,0.00,0.00,14.70,16,9.88,11.00,4.64,3.18,1.24,0.64,14.80,190
1561806,0.78,-3.91,14.47,8,0.23,838,0.00,0.00,14.70,16,9.88,11.50,4.64,3.20,1.24,0.64,14.80,190
1561870,0.78,-3.91,14.47,8,0.23,830,0.00,0.00,14.70,16,9.88,10.50,4.64,3.16,1.24,0.64,14.70,190
1561933,0.78,-3.91,14.36,8,0.22,840,0.00,0.00,14.70,16,9.88,10.50,4.64,3.16,1.22,0.64,14.70,190
1561997,0.78,-3.91,14.36,8,0.22,838,0.00,0.00,14.70,16,9.88,10.50,4.64,3.11,1.22,0.64,14.70,190
1562061,0.78,-3.91,14.59,8,0.22,848,0.00,0.00,14.70,16,9.88,9.50,4.64,3.16,1.22,0.64,14.70,190
1562125,0.78,-3.91,14.59,8,0.22,849,0.00,0.00,14.70,16,9.88,9.50,4.64,3.14,1.22,0.64,14.70,190
1562189,0.78,-3.91,14.47,8,0.22,844,0.00,0.00,14.70,16,9.88,10.00,4.64,3.11,1.24,0.64,14.70,190
1562253,0.78,-3.91,14.59,8,0.22,842,0.00,0.00,14.70,16,9.88,10.00,4.64,3.11,1.22,0.64,14.70,190
1562316,0.78,-3.91,14.47,8,0.22,840,0.00,0.00,14.70,16,9.88,10.50,4.64,3.11,1.22,0.64,14.70,190
1562381,0.78,-3.91,14.59,8,0.22,838,0.00,0.00,14.70,16,9.88,10.50,4.64,3.11,1.22,0.64,14.60,190
1562445,0.78,-3.91,14.47,8,0.23,831,0.00,0.00,14.70,16,9.88,11.00,4.64,3.11,1.20,0.64,14.60,190
1562508,0.78,-3.91,14.47,8,0.23,829,0.00,0.00,14.70,16,9.88,11.00,4.64,3.14,1.22,0.64,14.60,190
1562571,0.78,-3.91,14.47,8,0.23,822,0.00,0.00,14.70,16,9.88,11.50,4.64,3.11,1.22,0.64,14.70,190
1562636,0.78,-3.91,14.59,8,0.23,828,0.00,0.00,14.70,16,9.88,11.00,4.79,3.14,1.24,0.64,14.70,190
1562699,0.78,-3.91,14.47,8,0.23,825,0.00,0.00,14.70,16,9.88,11.50,4.64,3.16,1.22,0.64,14.60,190
1562763,0.78,-3.91,14.59,8,0.23,834,0.00,0.00,14.70,16,9.88,10.00,4.79,3.16,1.22,0.64,14.60,190
1562828,0.78,-3.91,14.47,8,0.23,824,0.00,0.00,14.70,16,9.88,10.00,4.79,3.14,1.22,0.64,14.60,190
1562891,0.78,-3.91,14.47,8,0.23,831,0.00,0.00,14.70,16,9.88,10.50,4.79,3.14,1.22,0.64,14.70,190
1562955,0.78,-3.91,14.59,8,0.23,830,0.00,0.00,14.70,16,9.88,10.50,4.79,3.16,1.24,0.64,14.60,190
1563020,0.78,-3.91,14.59,8,0.23,829,0.00,0.00,14.70,16,9.88,10.50,4.79,3.16,1.22,0.64,14.60,190
1563083,0.78,-3.91,14.59,8,0.23,827,0.00,0.00,14.70,16,9.88,10.50,4.79,3.16,1.22,0.64,14.60,190
1563147,0.78,-3.91,14.47,8,0.23,821,0.00,0.00,14.70,16,9.88,11.50,4.79,3.14,1.20,0.64,14.60,190
1563210,0.78,-3.91,14.59,8,0.23,822,0.00,0.00,14.70,16,9.88,10.50,4.79,3.11,1.22,0.64,14.70,189
1563274,0.78,-3.91,14.59,8,0.23,823,0.00,0.00,14.70,16,9.88,10.50,4.79,3.16,1.24,0.64,14.60,189
1563338,0.78,-3.91,14.59,8,0.23,830,0.00,0.00,14.70,16,9.88,9.50,4.79,3.16,1.24,0.64,14.60,189
1563402,0.78,-3.91,14.47,8,0.22,831,0.00,0.00,14.70,16,9.88,9.50,4.79,3.14,1.22,0.64,14.60,189
1563465,0.78,-3.91,14.70,8,0.22,836,0.00,0.00,14.70,16,9.88,9.50,4.79,3.11,1.20,0.64,14.70,189
1563530,0.78,-3.91,14.70,8,0.22,839,0.00,0.00,14.70,16,9.88,9.00,4.64,3.11,1.20,0.64,14.70,189
1563593,0.78,-3.91,14.59,8,0.22,828,0.00,0.00,14.70,16,9.88,10.00,4.64,3.09,1.22,0.64,14.60,189
1563657,0.78,-3.91,14.70,8,0.22,828,0.00,0.00,14.70,16,9.88,10.00,4.64,3.06,1.22,0.64,14.70,189
1563721,0.78,-3.91,14.59,8,0.23,824,0.00,0.00,14.70,16,9.88,10.50,4.64,3.11,1.22,0.64,14.70,189
1563785,0.78,-3.91,14.81,8,0.23,827,0.00,0.00,14.70,16,9.88,10.00,4.79,3.11,1.22,0.64,14.60,189
1563848,0.78,-3.91,14.59,8,0.23,813,0.00,0.00,14.70,16,9.88,11.50,4.64,3.11,1.22,0.64,14.60,189
