Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Ethanol Content (%),Ethanol Content Global Fuel Compensation (%),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline),Coolant Temperature (F),Closed Loop Fueling Target* (estimated AFR)
122883,-3.91,0.00,13.09,8,0.54,1105,63.4,32.9,0.00,0.00,13.80,16,27.81,27.00,117,9.14,-5.36,10.55,1.74,0.00,-1.70,5.49,0.84,0.00,0.00,14.40,183,14.70
122986,-2.34,0.00,13.44,8,0.55,1176,63.4,32.5,0.00,0.00,13.80,16,27.81,27.50,117,9.58,-5.12,10.86,1.74,0.00,-1.70,5.49,0.84,0.00,0.00,13.80,183,14.70
123089,0.00,0.00,14.13,8,0.55,1194,63.4,32.2,0.00,0.00,13.80,16,28.16,27.50,117,9.58,-4.97,11.01,1.76,0.00,-1.70,5.88,0.84,0.00,0.00,14.10,183,14.70
123191,1.56,0.00,14.81,8,0.56,1207,63.4,32.1,0.00,0.00,13.80,16,28.16,28.00,117,9.72,-4.89,11.07,1.76,0.00,-1.70,5.88,0.84,0.00,0.00,14.50,183,14.70
123294,2.34,0.00,15.16,8,0.55,1240,63.4,32.1,0.00,0.00,13.80,16,28.52,28.50,117,9.87,-4.87,11.31,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.20,183,14.70
123397,3.91,0.00,15.50,8,0.54,1256,63.4,32.1,0.00,0.00,13.80,16,28.87,28.50,117,9.72,-4.93,11.36,1.78,0.00,-1.70,5.88,0.86,0.00,0.00,15.40,183,14.70
123499,3.91,0.00,15.62,8,0.54,1300,63.4,32.2,0.00,0.00,13.81,16,28.87,28.50,117,9.58,-5.09,11.58,1.78,0.00,-1.70,5.88,0.86,0.00,0.00,15.50,183,14.70
123602,3.91,0.00,15.39,8,0.53,1328,63.4,32.5,0.00,0.00,13.81,16,29.22,29.00,117,9.58,-5.24,11.68,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,15.40,183,14.70
123705,4.69,0.00,15.16,8,0.55,1328,63.4,32.7,0.00,0.00,13.81,16,29.22,29.00,117,9.29,-5.39,11.73,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,15.20,183,14.70
123808,6.25,0.00,15.39,8,0.53,1329,63.4,32.7,0.00,0.00,13.82,16,29.22,29.00,117,9.29,-5.49,11.79,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,15.10,183,14.70
123911,6.25,0.00,15.27,8,0.54,1318,63.4,32.8,0.00,0.00,13.82,16,29.22,29.00,117,9.14,-5.49,11.73,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,15.10,183,14.70
124014,6.25,0.00,15.27,8,0.55,1293,63.4,32.8,0.00,0.00,13.81,16,28.87,28.50,117,9.14,-5.47,11.90,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,15.10,183,14.70
124116,6.25,0.00,14.81,8,0.53,1284,63.4,32.7,0.00,0.00,14.15,16,28.87,28.50,117,9.29,-5.41,11.58,1.78,0.00,-1.70,2.35,0.78,0.00,0.00,15.00,183,14.70
124219,4.69,0.00,14.81,8,0.46,1355,63.4,31.5,0.00,0.00,14.67,16,28.16,20.50,117,7.55,-6.69,6.23,1.64,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183,14.70
124323,3.12,0.00,14.01,8,0.33,1425,63.4,31.5,0.00,0.00,15.34,16,23.24,17.50,117,6.38,-8.59,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183,14.70
124425,0.00,0.00,13.09,8,0.24,1616,63.4,34.8,0.00,0.00,14.76,16,15.16,18.50,117,5.22,-9.53,4.46,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183,14.70
124528,-3.12,0.00,12.17,8,0.20,1556,63.4,35.9,0.00,0.00,13.85,16,14.10,14.00,117,4.64,-10.27,4.48,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.90,183,14.70
124631,-3.91,0.00,12.17,8,0.19,1529,63.4,35.9,0.00,0.00,13.85,16,14.10,14.00,117,4.06,-10.65,4.37,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.50,183,14.70
124733,-3.91,0.00,12.52,8,0.19,1402,63.4,35.9,0.00,0.00,13.85,16,14.10,14.50,117,3.92,-10.81,4.32,1.34,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,183,14.70
124837,-3.91,0.00,13.09,8,0.19,1336,63.4,35.9,0.00,0.00,13.85,16,14.10,21.00,117,3.77,-10.91,4.15,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,12.80,183,14.70
124939,-4.69,0.00,12.98,8,0.19,1279,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,3.77,-10.94,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,12.80,183,14.70
125041,-4.69,0.00,13.55,8,0.20,1235,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,3.77,-10.89,4.18,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,12.80,183,14.70
125145,-4.69,0.00,13.67,8,0.21,1208,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,3.92,-10.77,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,183,14.70
125247,-4.69,0.00,14.13,8,0.21,1187,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,3.92,-10.69,4.07,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.10,183,14.70
125350,-3.91,0.00,14.70,8,0.20,1171,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.06,-10.62,3.96,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.30,183,14.70
125452,-3.91,0.00,14.81,8,0.21,1147,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.06,-10.60,3.91,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.50,183,14.70
125556,-3.91,0.00,14.93,8,0.20,1137,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.06,-10.58,3.88,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.80,183,14.70
125658,-3.91,0.00,14.70,8,0.21,1125,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.06,-10.58,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,13.90,183,14.70
125761,-3.91,0.00,14.81,8,0.21,1111,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.21,-10.52,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.20,183,14.70
125863,-3.91,0.00,14.81,8,0.21,1112,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.21,-10.52,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183,14.70
125966,-3.91,0.00,14.81,8,0.21,1114,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.21,-10.52,3.83,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.40,183,14.70
126069,-3.91,0.00,14.81,8,0.21,1109,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,117,4.21,-10.52,3.83,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.40,183,14.70
126171,-3.91,0.00,14.81,8,0.21,1103,63.4,35.9,0.00,0.00,13.85,16,14.10,21.00,117,4.21,-10.48,3.93,1.30,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,183,14.70
126275,-3.12,0.00,14.93,8,0.22,1104,63.4,35.9,0.00,0.00,13.84,16,14.10,21.00,117,4.21,-10.44,4.04,1.32,0.00,-1.70,0.00,0.66,0.00,0.00,14.50,183,14.70
126378,-3.12,0.00,15.04,8,0.23,1115,63.4,35.9,0.00,0.00,13.84,16,14.10,19.00,118,4.35,-10.38,4.24,1.32,0.00,-1.70,0.39,0.66,0.00,0.00,14.60,183,14.70
126480,-3.12,0.00,15.27,8,0.24,1119,63.4,35.9,0.00,0.00,13.84,16,14.10,18.00,118,4.35,-10.27,4.32,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.70,183,14.70
126583,-3.12,0.00,15.27,8,0.26,1122,63.4,35.9,0.00,0.00,13.84,16,14.10,17.00,118,4.50,-10.13,4.75,1.36,0.00,-1.70,1.18,0.68,0.00,0.00,14.80,183,14.70
126686,-2.34,0.00,15.16,8,0.28,1160,63.4,35.9,0.00,0.00,13.84,16,14.45,14.00,118,4.79,-9.88,2.81,1.40,0.00,-1.70,1.57,0.70,0.00,0.00,15.00,183,14.70
126789,-2.34,0.00,15.27,8,0.29,1179,63.4,35.9,0.00,0.00,13.84,16,16.91,16.00,118,5.08,-9.63,5.66,1.44,0.00,-1.70,1.96,0.72,0.00,0.00,15.10,183,14.70
126891,-2.34,0.00,15.16,8,0.29,1262,63.4,35.3,0.00,0.00,13.84,16,19.02,18.00,118,5.22,-9.40,6.09,1.48,0.00,-1.70,1.96,0.72,0.00,0.00,15.00,183,14.70
126995,-1.56,0.00,15.27,8,0.29,1291,63.4,35.1,0.00,0.00,13.84,16,20.43,20.00,118,5.37,-9.32,6.27,1.48,0.00,-1.70,2.75,0.74,0.00,0.00,15.10,183,14.70
127097,-1.56,0.00,15.16,8,0.30,1346,63.4,35.0,0.00,0.00,13.84,16,23.24,22.50,118,5.37,-9.28,6.71,1.50,0.00,-1.70,3.14,0.76,0.00,0.00,15.10,183,14.70
127200,0.00,0.00,15.27,8,0.34,1358,63.4,35.0,0.00,0.00,12.95,16,26.76,24.50,118,5.51,-9.11,7.37,1.56,0.00,-1.70,3.92,0.78,0.00,0.00,15.10,183,14.70
127303,0.78,0.00,15.50,8,0.36,1393,63.4,34.1,0.00,0.00,13.82,16,30.27,29.50,118,5.95,-8.74,8.31,1.60,0.00,-1.70,4.31,0.80,0.00,0.00,15.10,183,14.70
127405,1.56,0.00,15.39,8,0.39,1445,63.4,33.1,0.00,0.00,13.82,16,30.62,30.00,118,6.09,-8.37,8.82,1.66,0.00,-1.70,4.71,0.82,0.00,0.00,15.40,183,14.70
127508,1.56,0.00,15.27,8,0.40,1464,63.4,31.8,0.00,0.00,13.82,16,30.98,30.50,118,6.67,-7.99,9.77,1.68,0.00,-1.70,5.10,0.82,0.00,0.00,15.40,183,14.70
127611,0.78,0.00,14.93,8,0.41,1523,63.4,31.8,0.00,0.00,13.82,16,31.33,30.50,118,6.82,-7.70,7.88,1.72,0.00,-1.70,5.49,0.84,0.00,0.00,15.20,183,14.70
127714,0.78,0.00,14.70,8,0.42,1531,63.4,31.5,0.00,0.00,13.82,16,31.68,31.00,118,7.11,-7.46,10.65,1.74,0.00,-1.70,5.88,0.84,0.00,0.00,14.90,183,14.70
127817,0.78,0.00,14.70,8,0.43,1562,63.4,31.8,0.00,0.00,13.82,16,31.68,31.50,118,7.25,-7.27,11.21,1.76,0.00,-1.70,5.88,0.84,0.00,0.00,14.80,183,14.70
127919,2.34,0.00,15.04,8,0.44,1544,63.4,32.0,0.00,0.00,13.82,16,31.33,31.00,118,7.55,-7.10,11.31,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,14.80,183,14.70
128022,3.12,0.00,15.27,8,0.46,1508,63.4,32.2,0.00,0.00,13.81,16,30.98,30.50,118,7.84,-6.92,11.41,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.10,183,14.70
128125,3.12,0.00,15.16,8,0.47,1526,63.4,32.2,0.00,0.00,13.81,16,30.27,30.50,118,7.84,-6.75,11.52,1.78,0.00,-1.70,5.88,0.84,0.00,0.00,15.20,183,14.70
128229,3.91,0.00,15.16,8,0.49,1432,63.4,32.5,0.00,0.00,13.81,16,30.27,30.00,118,8.13,-6.54,11.52,1.78,0.00,-1.70,5.88,0.86,0.00,0.00,15.20,183,14.70
128331,3.12,0.00,14.93,8,0.50,1390,63.4,32.7,0.00,0.00,13.81,16,29.92,30.00,118,8.27,-6.32,11.68,1.78,0.00,-1.70,5.88,0.86,0.00,0.00,15.00,183,14.70
128434,2.34,0.00,14.59,8,0.51,1363,63.4,32.9,0.00,0.00,13.81,16,29.57,29.50,118,8.56,-6.15,11.62,1.78,0.00,-1.70,5.88,0.86,0.00,0.00,14.80,183,14.70
128536,2.34,0.00,14.70,8,0.53,1343,63.4,33.1,0.00,0.00,13.81,16,29.22,29.50,118,8.71,-5.98,11.68,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,14.60,183,14.70
128639,3.12,0.00,14.70,8,0.54,1326,63.4,33.1,0.00,0.00,13.80,16,29.22,29.00,118,8.85,-5.78,11.79,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,14.60,183,14.70
128742,3.12,0.00,14.59,8,0.54,1293,63.4,33.1,0.00,0.00,13.80,16,28.87,28.50,118,9.00,-5.67,11.73,1.80,0.00,-1.70,5.88,0.86,0.00,0.00,14.60,183,14.70
128845,2.34,0.00,14.70,8,0.55,1331,63.4,32.8,0.00,0.00,13.80,16,28.87,28.50,118,9.14,-5.49,11.68,1.80,0.00,-1.70,4.31,0.82,0.00,0.00,14.70,183,14.70
128947,3.12,0.00,14.70,8,0.48,1260,63.4,32.4,0.00,0.00,14.66,16,27.81,28.50,118,9.14,-6.21,9.97,1.76,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
129050,3.12,0.00,14.70,8,0.37,1381,63.4,32.4,0.00,0.00,15.32,16,22.19,33.50,118,7.55,-7.95,6.93,1.38,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183,14.70
129153,0.78,0.00,13.21,8,0.27,1473,63.4,33.8,0.00,0.00,14.98,16,13.75,10.50,118,5.66,-9.26,4.10,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
129257,-3.91,0.00,12.98,8,0.22,1475,63.4,35.9,0.00,0.00,14.51,16,14.10,6.00,118,5.08,-9.90,4.21,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183,14.70
129360,-5.47,0.00,12.40,8,0.20,1454,63.4,35.9,0.00,0.00,13.85,16,14.10,7.50,120,4.35,-10.36,4.21,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,14.10,183,14.70
129462,-6.25,0.00,12.52,8,0.19,1373,63.4,35.9,0.00,0.00,13.85,16,14.10,16.50,120,4.06,-10.67,4.04,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.70,183,14.70
129564,-6.25,0.00,12.98,8,0.18,1313,63.4,35.9,0.00,0.00,13.85,16,14.10,20.00,120,3.92,-10.87,4.07,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.40,183,14.70
129668,-5.47,0.00,13.21,8,0.20,1282,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,3.77,-10.89,4.18,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.10,183,14.70
129770,-6.25,0.00,13.44,8,0.20,1254,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,3.77,-10.85,4.21,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,183,14.70
129874,-6.25,0.00,13.78,8,0.20,1234,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,3.92,-10.81,4.13,1.32,0.00,-1.70,0.00,0.64,0.00,0.00,13.00,183,14.70
129976,-4.69,0.00,14.24,8,0.20,1212,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,3.92,-10.77,4.02,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.10,183,14.70
130079,-3.91,0.00,14.59,8,0.20,1187,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,3.92,-10.71,3.96,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.20,183,14.70
130182,-3.91,0.00,14.93,8,0.20,1148,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,4.06,-10.67,3.86,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,13.50,183,14.70
130285,-3.12,0.00,15.16,8,0.21,1128,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,4.06,-10.60,3.88,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.00,183,14.70
130388,-2.34,0.00,15.16,8,0.23,1052,63.4,35.9,0.00,0.00,13.85,16,14.10,22.00,120,4.21,-10.50,3.93,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.30,183,14.70
130490,-2.34,0.00,15.39,8,0.23,1042,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.21,-10.40,3.96,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.50,183,14.70
130593,-2.34,0.00,15.27,8,0.23,1037,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.35,-10.36,3.91,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183,14.70
130696,-3.12,0.00,14.93,8,0.22,1029,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.35,-10.33,3.85,1.30,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183,14.70
130799,-3.12,0.00,14.93,8,0.22,1016,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.35,-10.33,3.80,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183,14.70
130900,-3.12,0.00,15.04,8,0.22,1006,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.35,-10.31,3.72,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.80,183,14.70
131004,-2.34,0.00,14.93,8,0.22,996,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.35,-10.31,3.70,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
131107,-2.34,0.00,14.93,8,0.22,1004,63.4,35.9,0.00,0.00,13.84,16,14.10,22.00,120,4.50,-10.27,3.65,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
131210,-3.12,0.00,14.81,8,0.21,1018,63.4,35.9,0.00,0.00,13.84,16,14.10,21.50,120,4.50,-10.25,3.60,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
131312,-3.12,0.00,14.70,8,0.21,1019,63.4,35.9,0.00,0.00,13.84,16,14.10,19.50,120,4.35,-10.31,3.55,1.28,0.00,-1.70,0.00,0.64,0.00,0.00,14.60,183,14.70
131414,-3.12,0.00,14.70,8,0.21,1017,63.4,35.9,0.00,0.00,13.84,16,14.10,19.00,120,4.35,-10.36,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
131518,-3.12,0.00,14.70,8,0.21,1012,63.4,35.9,0.00,0.00,13.84,16,14.10,19.00,120,4.35,-10.40,3.49,1.26,0.00,-1.70,0.00,0.64,0.00,0.00,14.70,183,14.70
131620,-3.12,0.00,14.70,8,0.21,1004,63.4,35.9,0.00,0.00,13.84,16,9.88,15.50,120,4.21,-10.46,3.49,1.26,0.00,-1.70,0.00,0.66,0.00,0.00,14.60,183,14.70
131723,-2.34,0.00,14.70,8,0.22,994,63.4,35.9,0.00,0.00,13.84,16,9.88,14.50,120,4.21,-10.42,3.58,1.26,0.00,-1.70,0.39,0.66,0.00,0.00,14.60,183,14.70
131826,-2.34,0.00,14.81,8,0.25,990,63.4,35.9,0.00,0.00,13.84,16,9.88,15.50,120,4.35,-10.29,3.91,1.28,0.00,-1.70,0.39,0.68,0.00,0.00,14.60,183,14.70
131928,-2.34,0.00,14.93,8,0.26,990,63.4,35.9,0.00,0.00,13.84,16,9.88,16.00,120,4.50,-10.13,4.21,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,14.60,183,14.70
132032,-1.56,0.00,14.93,8,0.25,995,63.4,35.9,0.00,0.00,13.84,16,9.88,13.50,120,4.64,-9.96,4.21,1.34,0.00,-1.70,0.39,0.68,0.00,0.00,14.60,183,14.70
132134,-1.56,0.00,15.16,8,0.25,993,63.4,35.9,0.00,0.00,13.84,16,9.88,13.00,122,4.79,-9.92,4.18,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,14.70,183,14.70
132237,-2.34,0.00,14.93,8,0.26,978,63.4,35.9,0.00,0.00,13.84,16,9.88,14.50,122,4.79,-9.84,4.18,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,14.70,183,14.70
132340,-2.34,0.00,14.93,8,0.26,953,63.4,35.9,0.00,0.00,13.84,16,9.88,16.50,122,4.93,-9.77,4.21,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,14.80,183,14.70
132443,-1.56,0.00,14.93,8,0.28,920,63.4,35.9,0.00,0.00,13.84,16,9.88,17.50,122,5.08,-9.67,4.24,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,15.00,183,14.70
132545,-1.56,0.00,14.81,8,0.28,912,63.4,35.8,0.00,0.00,13.84,16,9.88,17.50,122,5.08,-9.55,4.24,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.90,183,14.70
132648,-2.34,0.00,14.70,8,0.29,888,63.4,35.4,0.00,0.00,13.84,16,9.88,17.50,122,5.22,-9.46,4.24,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.80,183,14.70
132751,-3.12,0.00,14.47,8,0.29,872,63.4,35.1,0.00,0.00,13.83,16,9.88,17.50,122,5.37,-9.36,4.26,1.34,0.00,-1.70,0.78,0.70,0.00,0.00,14.80,183,14.70
132854,-3.91,0.00,14.01,8,0.30,860,63.4,35.1,0.00,0.00,13.83,16,9.88,17.50,122,5.37,-9.26,4.29,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.70,183,14.70
132956,-3.91,0.00,13.90,8,0.30,864,63.4,34.8,0.00,0.00,13.83,16,9.88,17.50,122,5.51,-9.15,4.26,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,14.60,183,14.70
133059,-3.91,0.00,14.01,8,0.30,866,63.4,34.6,0.00,0.00,13.83,16,9.88,17.50,122,5.66,-9.05,4.29,1.32,0.00,-1.70,0.78,0.68,0.00,0.00,14.60,183,14.70
133162,-3.91,0.00,14.13,8,0.30,863,63.4,34.3,0.00,0.00,13.83,16,9.88,17.50,122,5.66,-8.99,4.32,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.50,183,14.70
133265,-4.69,0.00,14.13,8,0.30,862,63.4,34.1,0.00,0.00,13.83,16,9.88,17.50,122,5.80,-8.91,4.35,1.34,0.00,-1.70,0.78,0.68,0.00,0.00,14.40,183,14.70
133367,-3.91,0.00,14.36,8,0.31,855,63.4,34.1,0.00,0.00,13.83,16,10.59,17.50,122,5.80,-8.84,4.37,1.34,0.00,-1.70,3.92,0.76,0.00,0.00,14.30,183,14.70
133470,-3.12,0.00,14.47,8,0.52,840,63.4,32.4,0.00,0.00,10.73,16,14.45,13.00,122,7.11,-7.52,7.90,1.46,0.00,-1.70,5.49,0.82,0.00,0.00,14.30,183,14.70
133573,-3.12,0.00,14.59,8,0.64,897,63.4,32.6,0.00,0.00,12.43,16,19.73,14.00,122,7.69,-6.05,10.10,1.70,0.00,-1.70,5.88,0.84,0.00,0.00,14.30,183,14.70
133676,-6.25,0.00,14.13,8,0.63,1016,63.4,32.2,0.00,0.00,13.77,16,27.46,24.50,122,9.58,-5.14,10.81,1.72,0.00,-1.70,6.27,0.86,0.00,0.00,14.50,183,14.70
133778,-12.50,0.00,12.52,8,0.55,1319,63.4,32.0,0.00,0.00,14.81,16,29.92,29.00,122,9.87,-4.74,11.73,1.78,0.00,-1.70,6.67,0.86,0.00,0.00,14.60,183,14.70
133881,-15.62,0.00,12.29,8,0.52,1468,63.4,32.0,0.00,0.00,13.80,16,31.33,30.50,122,9.58,-5.14,12.06,1.82,0.00,-1.70,6.67,0.88,0.00,0.00,13.70,183,14.70
133984,-7.03,0.00,14.01,8,0.49,1660,63.4,32.9,0.00,0.00,13.80,16,32.38,32.00,122,9.00,-5.76,12.68,1.82,0.00,-1.70,7.06,0.88,0.00,0.00,12.80,183,14.70
134087,1.56,0.00,17.46,8,0.47,1666,63.4,32.8,0.00,0.00,13.81,16,33.44,32.50,122,8.56,-6.23,13.21,1.86,0.00,-1.70,7.45,0.90,0.00,0.00,16.60,183,14.70
134190,7.03,0.00,18.26,8,0.46,1844,63.4,32.5,0.00,0.00,13.82,16,34.14,34.00,122,8.27,-6.50,14.23,1.90,0.00,-1.70,7.84,0.92,0.00,0.00,17.50,183,14.70
134293,5.47,0.00,16.88,8,0.48,1875,63.4,32.5,0.00,0.00,13.82,16,34.14,34.00,122,8.13,-6.57,14.97,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,16.90,183,14.70
134395,3.12,0.00,15.50,8,0.50,1845,63.4,32.5,0.00,0.00,13.82,16,33.44,33.50,122,8.27,-6.46,15.20,1.92,0.00,-1.70,8.24,0.92,0.00,0.00,16.00,183,14.70
134498,3.91,0.00,15.16,8,0.54,1739,63.4,32.8,0.00,0.00,13.81,16,32.73,32.50,122,8.27,-6.23,15.54,1.94,0.00,-1.70,8.63,0.94,0.00,0.00,15.30,183,14.70
134601,3.12,0.00,14.81,8,0.54,1694,63.4,33.2,0.00,0.00,13.80,16,31.68,32.00,122,8.71,-5.84,15.54,1.96,0.00,-1.70,8.63,0.94,0.00,0.00,15.00,183,14.70
134704,3.12,0.00,14.70,8,0.60,1559,63.4,32.4,0.00,0.00,13.80,16,30.62,30.50,122,9.29,-5.39,15.61,1.96,0.00,-1.70,8.63,0.94,0.00,0.00,14.70,185,14.70
134807,0.00,0.00,13.90,8,0.63,1508,63.4,32.4,0.00,0.00,13.79,16,29.92,30.00,122,9.72,-4.91,15.54,1.96,0.00,-1.70,8.63,0.94,0.00,0.00,14.50,185,14.70
134909,-2.34,0.00,13.90,8,0.65,1405,63.4,31.7,0.00,0.00,13.44,16,29.57,29.50,124,10.30,-4.45,15.47,1.94,0.00,-1.70,8.63,0.94,0.00,0.00,14.20,185,14.70
135012,-2.34,0.00,13.55,8,0.67,1342,63.4,31.2,0.00,0.00,13.79,16,28.87,29.50,124,10.45,-4.10,15.09,1.92,0.00,-1.70,8.63,0.94,0.00,0.00,14.00,185,14.70
135116,0.00,0.00,14.70,8,0.68,1319,63.4,30.6,0.00,0.00,13.43,16,28.87,28.50,124,10.88,-3.77,15.03,1.92,0.00,-1.70,8.63,0.94,0.00,0.00,14.20,185,14.70
135218,2.34,0.00,14.81,8,0.69,1273,63.4,29.7,0.00,0.00,13.79,16,28.52,28.50,124,11.03,-3.52,14.60,1.92,0.00,-1.70,8.63,0.94,0.00,0.00,14.70,185,14.70
135321,3.12,0.00,15.39,8,0.70,1266,63.4,29.7,0.00,0.00,13.79,16,28.16,28.50,124,11.32,-3.29,14.48,1.92,0.00,-1.70,8.63,0.94,0.00,0.00,15.20,185,14.70
135423,2.34,0.00,15.04,8,0.71,1218,63.4,29.1,0.00,0.00,13.79,16,27.81,27.50,124,11.61,-3.09,14.36,1.90,0.00,-1.70,8.63,0.94,0.00,0.00,15.00,185,14.70
135526,3.12,0.00,15.16,8,0.66,1209,63.4,28.7,0.00,0.00,14.11,16,27.81,27.50,124,11.75,-2.96,14.05,1.88,0.00,-1.70,3.92,0.84,0.00,0.00,14.90,185,14.70
