Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Throttle Sensor Voltage (V),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
42157,4.69,0.78,14.47,8,0.24,2600,0.00,0.00,14.71,16,36.95,36.50,4.93,-10.07,12.64,1.72,0.00,0.74,14.80
42221,3.12,0.78,14.24,8,0.23,2608,0.00,0.00,14.71,16,36.60,35.50,4.79,-10.35,9.39,1.68,0.00,0.70,14.50
42293,1.56,0.78,13.78,8,0.21,2614,0.00,0.00,15.36,16,35.90,35.00,4.50,-10.56,8.87,1.64,0.00,0.70,14.50
42364,0.00,0.78,13.67,10,0.20,2590,0.00,0.00,14.70,16,33.44,34.50,4.06,-10.73,8.39,1.64,0.00,0.68,14.30
42431,0.00,0.78,13.67,10,0.20,2555,0.00,0.00,14.70,16,29.92,30.50,3.92,-10.81,8.31,1.62,0.00,0.68,14.10
42498,0.00,0.78,14.01,10,0.19,2496,0.00,0.00,14.70,16,25.35,27.50,3.77,-10.89,8.06,1.60,0.00,0.68,14.10
42567,0.00,0.78,14.59,10,0.19,2524,0.00,0.00,14.70,16,22.54,23.50,3.77,-10.96,7.90,1.60,0.00,0.68,14.10
42636,0.00,0.78,15.27,10,0.19,2552,0.00,0.00,14.70,16,18.67,20.50,3.77,-10.87,8.14,1.62,0.00,0.68,14.40
42697,0.00,0.78,17.23,10,0.20,2548,0.00,0.00,14.70,16,13.75,15.50,3.77,-10.77,8.14,1.62,0.00,0.68,14.40
42772,0.00,0.78,19.64,10,0.20,2480,0.00,0.00,14.70,16,11.99,11.50,3.92,-10.69,8.14,1.62,0.00,0.66,14.70
42836,0.00,0.78,21.36,10,0.20,2422,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.60,8.06,1.60,0.00,0.66,17.00
42906,0.00,0.78,23.08,10,0.19,2424,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.60,7.90,1.60,0.00,0.66,17.00
42972,0.00,0.78,25.04,10,0.19,2428,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.58,7.78,1.58,0.00,0.66,20.40
43044,0.00,0.78,25.72,10,0.20,2389,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.56,7.66,1.58,0.00,0.66,24.60
43109,0.00,0.78,25.72,10,0.19,2354,0.00,0.00,14.70,16,11.99,11.50,4.21,-10.56,7.66,1.58,0.00,0.66,24.60
43181,0.00,0.78,23.66,10,0.18,2300,0.00,0.00,14.70,16,11.99,11.50,4.21,-10.60,7.24,1.56,0.00,0.66,31.30
43244,0.00,0.78,24.00,10,0.18,2302,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.64,6.88,1.52,0.00,0.68,44.20
43320,0.00,0.78,23.66,10,0.19,2282,0.00,0.00,14.70,16,11.99,11.50,4.06,-10.58,6.88,1.54,0.00,0.68,66.00
43385,0.00,0.78,24.00,10,0.19,2268,0.00,0.00,14.70,16,12.70,11.50,4.06,-10.50,7.24,1.54,0.00,0.70,66.00
43452,0.00,0.78,24.12,10,0.19,2213,0.00,0.00,14.70,16,14.45,13.50,4.21,-10.42,7.03,1.54,0.00,0.70,82.40
43523,0.00,0.78,23.89,10,0.19,2194,0.00,0.00,14.70,16,16.21,14.50,4.21,-10.54,6.92,1.54,0.00,0.72,96.00
43594,0.00,0.78,24.00,10,0.19,2191,0.00,0.00,14.70,16,17.97,16.50,4.21,-10.67,7.03,1.56,0.00,0.72,96.00
43659,0.00,0.78,23.89,10,0.20,2160,0.00,0.00,14.70,16,19.73,18.50,4.06,-10.69,7.29,1.56,0.00,0.74,96.00
43730,0.00,0.78,23.77,10,0.20,2116,0.00,0.00,14.70,16,21.48,20.00,4.06,-10.71,7.10,1.54,0.00,0.74,94.00
43799,0.00,0.78,23.43,10,0.20,2110,0.00,0.00,14.70,16,22.89,21.00,3.92,-10.69,7.10,1.56,0.00,0.74,94.00
43864,0.00,0.78,21.48,10,0.20,2118,0.00,0.00,14.70,16,25.35,23.50,4.06,-10.69,7.14,1.54,0.00,0.74,70.80
43935,0.00,0.78,18.15,10,0.20,2100,0.00,0.00,14.70,16,27.46,25.50,4.06,-10.67,7.03,1.54,0.00,0.74,29.50
44000,0.00,0.78,16.65,10,0.20,2086,0.00,0.00,14.70,16,29.22,28.00,4.06,-10.62,7.06,1.54,0.00,0.74,29.50
44074,0.00,0.78,15.27,10,0.20,2086,0.00,0.00,14.70,16,30.98,29.50,4.06,-10.62,7.06,1.54,0.00,0.74,20.80
44142,-1.56,0.78,14.81,8,0.20,2085,0.00,0.00,14.70,16,33.44,32.00,4.06,-10.60,6.95,1.54,0.00,0.74,17.70
44211,-3.12,0.78,14.36,8,0.20,2070,0.00,0.00,14.70,16,33.09,32.00,4.06,-10.60,6.95,1.54,0.00,0.74,17.70
44278,-4.69,0.78,14.01,8,0.20,2066,0.00,0.00,14.70,16,33.09,32.00,4.06,-10.60,6.99,1.54,0.00,0.74,16.00
44344,-5.47,0.78,13.90,8,0.20,2047,0.00,0.00,14.70,16,33.09,32.00,4.06,-10.56,6.88,1.54,0.00,0.74,15.20
44411,-5.47,0.78,13.78,8,0.20,2040,0.00,0.00,14.70,16,33.09,32.00,4.21,-10.54,6.84,1.54,0.00,0.76,15.20
44483,-6.25,0.78,13.90,8,0.20,2037,0.00,0.00,14.70,16,33.09,32.00,4.21,-10.56,6.84,1.52,0.00,0.76,14.60
44552,-6.25,0.78,13.90,8,0.20,2034,0.00,0.00,14.70,16,33.09,32.00,4.21,-10.56,6.92,1.54,0.00,0.76,14.50
44619,-6.25,0.78,14.13,8,0.20,2044,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.56,6.88,1.54,0.00,0.74,14.50
44688,-6.25,0.78,14.24,8,0.20,2030,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.54,6.92,1.54,0.00,0.74,14.50
44754,-6.25,0.78,14.59,8,0.21,2015,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.52,6.84,1.54,0.00,0.74,14.60
44825,-5.47,0.78,14.70,8,0.21,1992,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.52,6.88,1.54,0.00,0.74,14.70
44890,-5.47,0.78,14.81,8,0.21,1989,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.50,7.03,1.54,0.00,0.74,14.70
44963,-5.47,0.78,14.81,8,0.21,1989,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.50,6.95,1.54,0.00,0.74,14.70
45031,-4.69,0.78,14.81,8,0.21,2004,0.00,0.00,14.70,16,32.73,32.00,4.21,-10.50,6.88,1.52,0.00,0.74,15.00
45100,-4.69,0.78,14.81,8,0.21,1993,0.00,0.00,14.70,16,32.38,31.50,4.21,-10.50,6.88,1.54,0.00,0.74,15.00
45169,-3.91,0.78,14.93,8,0.21,1955,0.00,0.00,14.70,16,32.03,31.00,4.21,-10.50,6.73,1.52,0.00,0.74,15.00
45237,-3.91,0.78,14.81,8,0.21,1957,0.00,0.00,14.70,16,32.38,31.00,4.21,-10.50,6.73,1.52,0.00,0.74,14.90
45305,-3.91,0.78,14.81,8,0.21,1958,0.00,0.00,14.70,16,32.38,31.00,4.21,-10.50,6.73,1.52,0.00,0.74,14.90
45374,-3.91,0.78,14.81,8,0.20,1971,0.00,0.00,14.70,16,32.03,31.00,4.21,-10.52,6.81,1.52,0.00,0.74,14.80
45443,-3.91,0.78,14.81,8,0.21,1962,0.00,0.00,14.70,16,32.03,31.00,4.21,-10.52,6.70,1.52,0.00,0.74,14.90
45509,-3.91,0.78,14.81,8,0.21,1953,0.00,0.00,14.70,16,32.03,31.50,4.21,-10.52,6.73,1.52,0.00,0.74,14.90
45581,-3.91,0.78,14.81,8,0.21,1942,0.00,0.00,14.70,16,31.68,31.50,4.21,-10.52,6.73,1.52,0.00,0.74,14.80
45648,-3.91,0.78,14.81,8,0.21,1926,0.00,0.00,14.70,16,31.68,31.00,4.21,-10.56,6.77,1.52,0.00,0.74,14.70
45710,-3.12,0.78,14.81,8,0.21,1924,0.00,0.00,14.70,16,31.68,31.00,4.21,-10.52,6.62,1.52,0.00,0.74,14.70
45786,-3.12,0.78,14.81,8,0.21,1927,0.00,0.00,14.70,16,31.68,30.50,4.21,-10.54,6.66,1.52,0.00,0.74,14.80
45853,-3.12,0.78,14.93,8,0.20,1916,0.00,0.00,14.70,16,31.68,30.00,4.21,-10.77,6.59,1.50,0.00,0.68,14.80
45924,0.00,0.78,14.93,8,0.18,1904,0.00,0.00,14.70,16,27.11,25.50,3.92,-11.10,5.20,1.38,0.00,0.66,14.80
45985,0.00,0.78,14.93,10,0.15,1868,0.00,0.00,15.24,16,21.84,20.50,3.48,-11.27,4.53,1.36,0.00,0.66,14.80
46059,0.00,0.78,14.81,10,0.16,1814,0.00,0.00,14.70,16,16.91,15.50,3.48,-11.33,4.66,1.38,0.00,0.66,14.80
46121,0.00,0.78,14.81,10,0.18,1746,0.00,0.00,13.78,16,12.70,11.50,3.34,-11.35,4.75,1.38,0.00,0.66,14.90
46190,0.00,0.78,14.81,10,0.19,1641,0.00,0.00,14.70,16,11.99,11.50,3.34,-11.22,4.82,1.38,0.00,0.66,14.90
46264,0.00,0.78,15.73,10,0.22,1550,0.00,0.00,13.54,16,11.64,11.50,3.48,-11.04,4.88,1.40,0.00,0.66,14.80
46333,0.00,0.78,16.19,10,0.24,1402,0.00,0.00,13.67,16,10.94,19.00,3.63,-10.91,5.10,1.40,0.00,0.66,14.90
46397,0.00,0.78,16.65,10,0.25,1317,0.00,0.00,14.69,16,10.59,18.50,3.77,-10.65,5.10,1.40,0.00,0.66,14.90
46469,0.00,0.78,17.23,10,0.25,1167,0.00,0.00,15.29,16,10.23,18.00,3.92,-10.46,4.91,1.36,0.00,0.66,14.90
46539,0.00,0.78,19.18,10,0.23,1147,0.00,0.00,14.70,16,10.23,18.00,4.21,-10.38,4.73,1.34,0.00,0.66,15.30
46606,0.00,0.78,18.15,10,0.23,1135,0.00,0.00,14.70,16,10.23,18.00,4.35,-10.38,4.37,1.32,0.00,0.66,15.30
46674,0.00,0.78,19.87,10,0.23,1078,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.33,4.13,1.32,0.00,0.66,16.30
46742,0.00,0.78,19.52,10,0.23,1058,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.33,4.07,1.32,0.00,0.66,17.30
46806,0.00,0.78,19.98,10,0.23,1039,0.00,0.00,14.70,16,9.88,17.50,4.35,-10.25,4.02,1.32,0.00,0.66,17.30
46880,0.00,0.78,19.64,10,0.24,1023,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.19,3.99,1.30,0.00,0.66,18.30
46949,0.00,0.78,21.02,10,0.24,998,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.15,3.96,1.30,0.00,0.66,18.50
47011,0.00,0.78,18.95,10,0.24,978,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.07,3.93,1.30,0.00,0.66,18.50
47086,0.00,0.78,19.29,10,0.24,960,0.00,0.00,14.69,16,9.88,17.50,4.64,-9.94,3.88,1.30,0.00,0.66,18.60
47156,0.00,0.78,17.92,10,0.25,942,0.00,0.00,14.70,16,9.88,17.50,4.79,-9.86,3.88,1.30,0.00,0.66,18.50
47223,0.00,0.78,17.11,10,0.25,924,0.00,0.00,14.70,16,9.88,17.50,4.79,-9.80,3.78,1.30,0.00,0.66,18.30
47291,0.00,0.78,16.08,10,0.25,918,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.77,3.78,1.30,0.00,0.66,18.30
47357,0.00,0.78,15.50,10,0.25,901,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.73,3.73,1.30,0.00,0.66,18.00
47427,-0.78,0.78,14.59,8,0.25,888,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.67,3.67,1.30,0.00,0.66,17.30
47493,-1.56,0.78,14.24,8,0.25,878,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.61,3.67,1.28,0.00,0.66,17.30
47564,-2.34,-0.78,13.55,8,0.25,870,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.57,3.65,1.28,0.00,0.66,16.70
47633,-2.34,-0.78,13.44,8,0.26,862,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.51,3.65,1.28,0.00,0.66,16.00
47701,-2.34,-0.78,13.21,8,0.26,850,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.44,3.65,1.28,0.00,0.66,16.00
47763,-3.12,-0.78,13.21,8,0.26,842,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.40,3.67,1.28,0.00,0.66,15.40
47839,-3.12,-0.78,13.21,8,0.27,838,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.36,3.68,1.30,0.00,0.66,15.20
47907,-3.12,-0.78,13.21,8,0.27,833,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.30,3.70,1.30,0.00,0.66,15.20
47976,-3.12,-0.78,13.44,8,0.27,820,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.26,3.63,1.28,0.00,0.66,14.40
48039,-3.12,-0.78,13.55,8,0.26,823,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.24,3.65,1.26,0.00,0.66,14.40
48111,-3.12,-0.78,13.67,8,0.27,829,0.00,0.00,14.69,16,9.88,17.50,5.51,-9.18,3.67,1.30,0.00,0.66,14.40
48177,-3.12,-0.78,13.90,8,0.27,834,0.00,0.00,14.69,16,9.88,17.50,5.51,-9.17,3.70,1.30,0.00,0.66,14.10
48248,-3.12,-0.78,14.01,8,0.27,835,0.00,0.00,14.69,16,9.88,17.50,5.51,-9.09,3.73,1.30,0.00,0.66,14.00
48309,-3.12,-0.78,14.24,8,0.29,839,0.00,0.00,13.25,16,9.88,17.00,5.51,-9.03,4.02,1.32,0.00,0.68,14.00
48385,-3.12,-0.78,14.13,8,0.31,836,0.00,0.00,13.76,16,9.88,17.50,5.66,-8.84,4.37,1.34,0.00,0.68,14.00
48453,-3.12,-0.78,14.36,8,0.32,837,0.00,0.00,14.69,16,9.88,16.50,5.80,-8.66,4.49,1.36,0.00,0.68,14.10
48522,-3.12,-0.78,14.36,8,0.33,861,0.00,0.00,13.78,16,9.88,14.00,6.09,-8.51,4.63,1.40,0.00,0.70,14.20
48590,-3.12,-0.78,14.36,8,0.35,889,0.00,0.00,13.22,16,10.94,9.50,6.24,-8.31,5.04,1.44,0.00,0.72,14.20
48659,-2.34,-0.78,14.47,8,0.38,908,0.00,0.00,13.70,16,11.99,10.50,6.38,-8.01,5.62,1.50,0.00,0.74,14.40
48722,-3.12,-0.78,14.59,8,0.39,952,0.00,0.00,14.67,16,12.70,11.50,6.67,-7.77,6.22,1.50,0.00,0.76,14.40
48794,-3.91,-0.78,14.24,8,0.40,1039,0.00,0.00,14.66,16,14.80,13.50,7.11,-7.46,6.88,1.54,0.00,0.78,14.40
48865,-4.69,-0.78,14.36,8,0.43,1079,0.00,0.00,13.72,16,16.91,17.50,7.25,-7.29,7.29,1.58,0.00,0.78,14.50
48933,-4.69,-0.78,14.13,8,0.43,1111,0.00,0.00,14.66,16,19.73,20.50,7.40,-7.04,7.90,1.62,0.00,0.80,14.50
48997,-5.47,-0.78,13.90,8,0.44,1159,0.00,0.00,14.66,16,23.24,22.50,7.69,-6.83,8.48,1.64,0.00,0.82,14.50
49070,-4.69,-0.78,14.24,8,0.49,1224,0.00,0.00,13.40,16,26.05,27.00,7.98,-6.50,9.22,1.68,0.00,0.86,14.30
49138,-3.91,-0.78,14.47,8,0.52,1253,0.00,0.00,14.65,16,28.52,28.00,8.27,-6.05,10.38,1.78,0.00,0.88,14.40
49207,-3.12,-0.78,14.59,8,0.49,1312,0.00,0.00,14.66,16,28.52,27.50,8.71,-5.82,11.35,1.80,0.00,0.88,14.40
49275,-1.56,-0.78,15.16,8,0.48,1425,0.00,0.00,15.05,16,28.52,28.00,8.85,-5.82,11.56,1.80,0.00,0.88,14.70
49340,-1.56,-0.78,15.16,8,0.46,1502,0.00,0.00,14.66,16,29.22,28.50,8.85,-5.88,11.93,1.82,0.00,0.88,15.20
49411,-1.56,-0.78,15.16,8,0.46,1581,0.00,0.00,14.67,16,29.92,29.50,8.85,-5.99,12.04,1.82,0.00,0.88,15.20
49477,0.78,-0.78,15.73,8,0.46,1622,0.00,0.00,14.67,16,30.98,30.50,8.71,-6.15,12.37,1.84,0.00,0.88,15.30
49549,3.91,-0.78,16.42,8,0.45,1664,0.00,0.00,14.67,16,31.68,31.00,8.56,-6.30,12.59,1.84,0.00,0.88,15.90
49617,7.81,-0.78,16.65,8,0.45,1689,0.00,0.00,14.67,16,31.68,30.50,8.42,-6.40,12.48,1.84,0.00,0.88,15.90
49678,7.81,-0.78,16.42,8,0.44,1686,0.00,0.00,14.68,16,31.68,31.00,8.42,-6.44,12.53,1.84,0.00,0.88,16.30
49754,7.03,-0.78,15.85,8,0.45,1688,0.00,0.00,14.68,16,31.33,30.50,8.27,-6.46,12.59,1.84,0.00,0.88,16.20
49823,5.47,-0.78,15.62,8,0.46,1684,0.00,0.00,14.68,16,30.98,30.50,8.27,-6.44,12.59,1.86,0.00,0.90,15.80
49889,6.25,-0.78,15.50,8,0.47,1660,0.00,0.00,14.67,16,30.62,30.50,8.27,-6.38,12.75,1.86,0.00,0.90,15.80
49961,6.25,-0.78,15.39,8,0.47,1634,0.00,0.00,15.31,16,29.92,29.50,8.42,-6.34,12.90,1.84,0.00,0.88,15.30
50029,7.03,-0.78,15.27,8,0.41,1652,0.00,0.00,15.81,16,32.03,30.00,7.84,-7.85,11.16,1.68,0.00,0.76,15.30
50097,7.03,-0.78,15.16,8,0.32,1800,0.00,0.00,16.29,16,32.03,32.50,6.38,-9.26,6.55,1.44,0.00,0.66,15.30
50165,0.00,-0.78,14.81,10,0.23,1912,0.00,0.00,15.76,16,26.05,29.00,5.22,-9.78,4.40,1.34,0.00,0.66,15.10
50235,0.00,0.78,14.59,10,0.19,1932,0.00,0.00,15.33,16,21.13,23.00,4.64,-10.40,3.99,1.30,0.00,0.66,14.90
50295,0.00,0.78,14.24,10,0.16,1895,0.00,0.00,14.70,16,14.80,17.00,4.21,-10.67,4.02,1.32,0.00,0.66,14.90
50371,0.00,0.78,13.67,10,0.15,1838,0.00,0.00,14.70,16,11.99,12.50,3.92,-10.89,4.17,1.34,0.00,0.66,14.50
50438,0.00,0.78,13.32,10,0.17,1725,0.00,0.00,13.63,16,11.99,11.50,3.77,-10.91,4.51,1.36,0.00,0.66,14.20
50508,0.00,0.78,14.01,10,0.19,1621,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.83,4.69,1.38,0.00,0.66,14.20
50577,0.00,0.78,14.59,10,0.21,1531,0.00,0.00,14.70,16,11.29,11.00,3.92,-10.65,4.82,1.40,0.00,0.66,14.20
50646,0.00,0.78,15.39,10,0.22,1386,0.00,0.00,14.70,16,10.94,19.00,4.06,-10.60,4.95,1.38,0.00,0.66,14.20
50710,0.00,0.78,15.62,10,0.24,1308,0.00,0.00,13.75,16,10.59,18.50,4.06,-10.48,4.79,1.38,0.00,0.66,14.20
50780,0.00,0.78,16.77,10,0.25,1189,0.00,0.00,14.69,16,10.23,18.00,4.21,-10.27,4.85,1.40,0.00,0.66,14.60
50845,0.00,0.78,18.60,10,0.23,1149,0.00,0.00,14.70,16,10.23,18.00,4.50,-10.23,4.73,1.36,0.00,0.66,15.50
50919,0.00,0.78,22.97,10,0.22,1146,0.00,0.00,14.70,16,10.23,18.00,4.50,-10.17,4.48,1.36,0.00,0.66,15.50
50987,0.00,0.78,23.77,10,0.22,1134,0.00,0.00,14.70,16,10.23,18.00,4.50,-10.17,4.18,1.32,0.00,0.66,17.30
51056,0.00,0.78,24.23,10,0.22,1119,0.00,0.00,14.70,16,10.23,18.00,4.50,-10.15,4.04,1.32,0.00,0.66,18.90
51125,0.00,0.78,22.97,10,0.22,1105,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.13,4.02,1.30,0.00,0.66,18.90
51192,0.00,0.78,22.97,10,0.22,1078,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.13,3.99,1.30,0.00,0.66,20.80
51261,0.00,0.78,21.25,10,0.23,1038,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.11,3.91,1.30,0.00,0.66,23.20
51329,0.00,0.78,21.13,10,0.23,1012,0.00,0.00,14.70,16,9.88,17.50,4.50,-10.09,3.88,1.30,0.00,0.66,23.70
51394,0.00,0.78,18.49,10,0.23,994,0.00,0.00,14.70,16,9.88,17.50,4.64,-10.02,3.88,1.30,0.00,0.66,23.70
51466,0.00,0.78,17.57,10,0.24,980,0.00,0.00,14.69,16,9.88,17.50,4.64,-9.98,3.85,1.30,0.00,0.66,23.30
51535,0.00,0.78,16.42,10,0.24,968,0.00,0.00,14.69,16,9.88,17.50,4.79,-9.92,3.85,1.30,0.00,0.66,21.90
51599,0.00,0.78,15.73,10,0.24,950,0.00,0.00,14.69,16,9.88,17.50,4.79,-9.84,3.80,1.30,0.00,0.66,21.90
51665,0.00,0.78,15.16,8,0.24,935,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.80,3.78,1.30,0.00,0.66,20.50
51741,-0.78,0.78,14.93,8,0.25,924,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.73,3.78,1.30,0.00,0.66,18.70
51806,-0.78,0.78,14.81,8,0.25,913,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.73,3.80,1.30,0.00,0.66,18.70
51878,-0.78,0.78,14.59,8,0.25,901,0.00,0.00,14.69,16,9.88,17.50,4.93,-9.65,3.73,1.30,0.00,0.66,17.10
51942,-0.78,-0.78,14.70,8,0.25,892,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.63,3.73,1.30,0.00,0.66,16.30
52014,-1.56,-0.78,14.47,8,0.25,876,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.57,3.70,1.30,0.00,0.66,16.30
52083,-1.56,-0.78,14.47,8,0.25,870,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.55,3.67,1.28,0.00,0.66,15.70
52153,-1.56,-0.78,14.24,8,0.26,854,0.00,0.00,14.69,16,9.88,17.50,5.08,-9.49,3.65,1.28,0.00,0.66,15.10
52219,-1.56,-0.78,14.13,8,0.26,855,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.46,3.70,1.28,0.00,0.66,14.80
52283,-2.34,-0.78,14.01,8,0.26,845,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.40,3.65,1.28,0.00,0.66,14.80
52350,-2.34,-0.78,14.01,8,0.26,850,0.00,0.00,14.69,16,9.88,17.50,5.22,-9.38,3.67,1.28,0.00,0.66,14.70
52424,-2.34,-0.78,13.90,8,0.26,854,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.36,3.63,1.28,0.00,0.66,14.60
52494,-2.34,-0.78,14.13,8,0.26,852,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.36,3.67,1.30,0.00,0.66,14.60
52562,-2.34,-0.78,14.13,8,0.26,852,0.00,0.00,14.69,16,9.88,17.50,5.37,-9.34,3.65,1.28,0.00,0.66,14.50
52625,-1.56,-0.78,14.36,8,0.25,859,0.00,0.00,14.69,16,9.88,16.50,5.37,-9.34,3.65,1.28,0.00,0.66,14.50
52699,-1.56,-0.78,14.47,8,0.25,866,0.00,0.00,14.69,16,9.88,16.50,5.37,-9.36,3.63,1.26,0.00,0.66,14.50
52768,-1.56,-0.78,14.59,8,0.25,864,0.00,0.00,14.69,16,9.88,16.00,5.37,-9.36,3.63,1.28,0.00,0.66,14.40
52836,-1.56,-0.78,14.59,8,0.25,859,0.00,0.00,14.69,16,9.88,16.50,5.37,-9.36,3.67,1.28,0.00,0.66,14.50
52905,-1.56,-0.78,14.70,8,0.26,865,0.00,0.00,14.69,16,9.88,15.50,5.37,-9.36,3.70,1.30,0.00,0.66,14.50
52970,-1.56,-0.78,14.70,8,0.26,844,0.00,0.00,14.69,16,9.88,17.00,5.37,-9.36,3.67,1.28,0.00,0.66,14.50
53041,-1.56,-0.78,14.70,8,0.26,848,0.00,0.00,14.69,16,9.88,16.00,5.37,-9.34,3.67,1.28,0.00,0.66,14.50
53110,-1.56,-0.78,14.81,8,0.26,841,0.00,0.00,14.69,16,9.88,16.50,5.37,-9.32,3.65,1.28,0.00,0.66,14.50
53172,-1.56,-0.78,14.81,8,0.26,848,0.00,0.00,14.69,16,9.88,15.50,5.37,-9.30,3.67,1.28,0.00,0.66,14.60
53249,-1.56,-0.78,14.81,8,0.26,842,0.00,0.00,14.69,16,9.88,15.00,5.37,-9.30,3.63,1.26,0.00,0.66,14.70
53314,-1.56,-0.78,14.81,8,0.26,846,0.00,0.00,14.69,16,9.88,15.00,5.37,-9.28,3.65,1.28,0.00,0.66,14.70
53386,-1.56,-0.78,14.81,8,0.26,850,0.00,0.00,14.69,16,9.88,14.00,5.37,-9.28,3.65,1.28,0.00,0.66,14.70
53453,-1.56,-0.78,14.81,8,0.26,849,0.00,0.00,14.69,16,9.88,15.50,5.37,-9.28,3.70,1.30,0.00,0.66,14.80
53521,-1.56,-0.78,14.81,8,0.26,836,0.00,0.00,14.69,16,9.88,16.00,5.37,-9.24,3.65,1.28,0.00,0.66,14.80
53588,-1.56,-0.78,14.70,8,0.27,823,0.00,0.00,14.69,16,9.88,16.00,5.51,-9.20,3.65,1.28,0.00,0.66,14.80
53657,-1.56,-0.78,14.81,8,0.27,822,0.00,0.00,14.69,16,9.88,16.00,5.51,-9.20,3.67,1.28,0.00,0.66,14.90
53727,-1.56,-0.78,14.81,8,0.27,819,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.17,3.65,1.28,0.00,0.66,14.80
53795,-1.56,-0.78,14.70,8,0.27,830,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.17,3.67,1.30,0.00,0.66,14.80
53862,-1.56,-0.78,14.70,8,0.26,830,0.00,0.00,14.69,16,9.88,13.00,5.51,-9.17,3.67,1.28,0.00,0.66,14.90
53931,-1.56,-0.78,14.81,8,0.26,840,0.00,0.00,14.69,16,9.88,13.00,5.51,-9.18,3.65,1.28,0.00,0.66,14.90
54000,-1.56,-0.78,14.81,8,0.26,834,0.00,0.00,14.69,16,9.88,13.00,5.51,-9.18,3.63,1.26,0.00,0.66,14.90
54070,-1.56,-0.78,14.81,8,0.26,836,0.00,0.00,14.69,16,9.88,13.00,5.51,-9.20,3.60,1.28,0.00,0.66,14.80
54137,-1.56,-0.78,14.81,8,0.27,830,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.17,3.65,1.28,0.00,0.66,14.80
54205,-1.56,-0.78,14.81,8,0.26,821,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.17,3.63,1.28,0.00,0.66,14.80
54271,-1.56,-0.78,14.81,8,0.27,818,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.15,3.60,1.26,0.00,0.66,14.90
54342,-1.56,-0.78,14.81,8,0.27,812,0.00,0.00,14.69,16,9.88,14.00,5.51,-9.13,3.63,1.28,0.00,0.66,14.80
54408,-0.78,-0.78,14.93,8,0.27,805,0.00,0.00,14.69,16,9.88,14.50,5.66,-9.11,3.60,1.30,0.00,0.66,14.80
54478,-0.78,-0.78,14.93,8,0.27,811,0.00,0.00,14.69,16,9.88,13.50,5.66,-9.11,3.65,1.28,0.00,0.66,14.90
