Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Intake Air Temperature (F),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),Vehicle Speed Ratio Calculation* (raw),Gear (Calculated)* (position),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
189946,0.00,0.00,14.47,8,0.45,2269,0.00,0.00,14.70,14,36.60,34.00,84,7.40,-7.29,16.99,2.00,0.00,-2.20,8.24,0.90,0.00,0.00,3625,5,14.60
190039,0.00,0.00,14.36,8,0.44,2289,0.00,0.00,14.70,14,36.25,34.00,84,7.40,-7.35,16.71,2.00,0.00,-2.20,7.84,0.90,0.00,0.00,3624,5,14.60
190133,0.00,0.00,14.24,8,0.44,2286,0.00,0.00,14.70,14,36.25,34.00,84,7.40,-7.39,16.99,2.00,0.00,-2.20,7.84,0.90,0.00,0.00,3538,5,14.50
190228,-0.78,0.00,14.13,8,0.44,2280,0.00,0.00,14.70,14,36.25,34.00,84,7.25,-7.48,16.65,2.00,0.00,-2.20,7.84,0.90,0.00,0.00,3542,5,14.40
190321,-0.78,0.00,14.36,8,0.43,2278,0.00,0.00,14.70,14,36.60,34.00,84,7.25,-7.54,16.30,1.98,0.00,-2.20,7.84,0.90,0.00,0.00,3549,5,14.60
190414,-0.78,0.00,14.36,8,0.42,2301,0.00,0.00,14.70,14,36.60,34.00,84,7.11,-7.60,16.51,1.98,0.00,-2.20,7.45,0.90,0.00,0.00,3565,5,14.50
190508,-1.56,0.00,14.24,8,0.41,2282,0.00,0.00,14.70,14,36.60,34.00,84,7.11,-7.64,16.16,1.96,0.00,-2.20,7.45,0.90,0.00,0.00,3589,5,14.50
190601,-1.56,0.00,14.24,8,0.41,2286,0.00,0.00,14.70,14,36.60,34.00,84,7.11,-7.70,16.03,1.96,0.00,-2.20,7.45,0.88,0.00,0.00,3578,5,14.50
190695,-0.78,0.00,14.36,8,0.41,2308,0.00,0.00,14.71,14,36.60,34.00,84,6.96,-7.77,15.68,1.96,0.00,-2.20,7.45,0.88,0.00,0.00,3578,5,14.50
190789,-0.78,0.00,14.36,8,0.40,2308,0.00,0.00,14.71,14,36.60,34.00,84,6.82,-7.83,15.14,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3563,5,14.50
190882,-0.78,0.00,14.47,8,0.41,2289,0.00,0.00,14.70,14,36.95,34.50,84,6.82,-7.91,15.47,1.96,0.00,-2.20,7.06,0.88,0.00,0.00,3594,5,14.60
190977,-1.56,0.00,14.59,8,0.39,2358,0.00,0.00,14.71,14,36.60,34.00,84,6.82,-7.97,15.20,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3573,5,14.60
191070,-0.78,0.00,14.36,8,0.40,2318,0.00,0.00,14.70,14,36.60,34.00,84,6.67,-7.99,15.33,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3511,5,14.60
191164,-0.78,0.00,14.47,8,0.39,2288,0.00,0.00,14.71,14,36.60,34.50,84,6.67,-8.04,15.20,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3550,5,14.60
191258,-1.56,0.00,14.36,8,0.39,2300,0.00,0.00,14.71,14,36.95,34.50,84,6.67,-8.08,15.14,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3535,5,14.60
191351,-1.56,0.00,14.36,8,0.39,2323,0.00,0.00,14.71,14,36.60,34.00,84,6.53,-8.10,15.08,1.94,0.00,-2.20,7.06,0.88,0.00,0.00,3539,5,14.50
191445,-0.78,0.00,14.47,8,0.39,2322,0.00,0.00,14.71,14,36.95,34.00,84,6.53,-8.14,14.84,1.94,0.00,-2.20,6.67,0.86,0.00,0.00,3555,5,14.60
191539,-1.56,0.00,14.36,8,0.38,2302,0.00,0.00,15.10,14,36.95,34.50,84,6.53,-8.28,14.48,1.90,0.00,-2.20,6.27,0.84,0.00,0.00,3594,5,14.60
191632,-1.56,0.00,14.36,8,0.36,2308,0.00,0.00,14.71,14,36.95,34.50,84,6.38,-8.45,13.98,1.88,0.00,-2.20,5.88,0.84,0.00,0.00,3622,5,14.60
191726,-1.56,0.00,14.24,8,0.34,2321,0.00,0.00,15.08,14,36.95,34.50,84,6.24,-8.93,12.34,1.80,0.00,-2.20,4.71,0.78,0.00,0.00,3591,5,14.60
191819,-1.56,0.00,14.36,8,0.28,2325,0.00,0.00,15.67,14,34.14,35.00,84,5.37,-10.09,9.53,1.62,0.00,-2.20,0.00,0.64,0.00,0.00,3592,5,14.50
191913,0.00,0.00,14.01,10,0.20,2299,0.00,0.00,15.16,14,15.51,15.50,84,4.50,-10.89,6.02,1.44,0.00,-2.20,0.00,0.64,0.00,0.00,3574,5,14.50
192007,0.00,0.00,13.44,10,0.16,2270,0.00,0.00,14.70,14,-0.31,0.00,84,3.48,-11.31,5.01,1.40,0.00,-2.20,0.00,0.64,0.00,0.00,3380,5,14.20
192100,0.00,0.00,13.09,10,0.14,2059,0.00,0.00,13.67,14,-15.08,-13.00,84,3.34,-11.27,4.82,1.38,0.00,-2.20,0.00,0.64,0.00,0.00,3424,5,14.20
192195,0.00,0.00,14.01,10,0.17,1949,0.00,0.00,14.70,14,-2.77,-3.00,84,3.48,-11.12,5.08,1.40,0.00,-1.90,0.00,0.64,0.00,0.00,1318373,6,14.00
192288,0.00,0.00,14.59,10,0.20,1708,0.00,0.00,14.70,14,11.99,11.50,84,3.63,-11.02,5.33,1.42,0.00,-1.90,0.00,0.64,0.00,0.00,1318373,6,13.90
192382,0.00,0.00,15.27,10,0.22,1602,0.00,0.00,13.73,14,11.99,19.50,84,3.63,-10.73,5.47,1.44,0.00,-1.60,0.00,0.64,0.00,0.00,2349,5,14.00
192475,0.00,0.00,16.31,10,0.25,1422,0.00,0.00,14.70,14,10.94,19.00,84,4.21,-10.44,5.70,1.44,0.00,-1.60,0.00,0.64,0.00,0.00,2081,5,14.40
192569,0.00,0.00,17.92,10,0.26,1275,0.00,0.00,12.71,14,10.59,18.50,84,4.21,-10.09,5.24,1.48,0.00,-1.60,0.39,0.68,0.00,0.00,1878,5,15.10
192663,0.00,0.00,20.79,10,0.31,1225,0.00,0.00,13.26,14,11.64,9.50,84,4.79,-9.86,6.20,1.48,0.00,-1.60,1.57,0.74,0.00,0.00,1897,5,16.90
192755,0.00,0.00,25.84,10,0.38,1220,0.00,0.00,14.67,14,14.10,12.50,84,5.08,-9.30,7.37,1.56,0.00,-1.60,3.14,0.76,0.00,0.00,1870,5,20.30
192849,0.00,0.00,25.84,10,0.37,1223,0.00,0.00,15.42,14,16.91,14.50,84,5.80,-8.89,7.90,1.58,0.00,-1.60,3.14,0.76,0.00,0.00,1931,5,27.30
192943,0.00,0.00,21.48,10,0.34,1339,0.00,0.00,15.43,14,20.78,21.00,84,5.95,-8.76,7.86,1.60,0.00,-1.60,3.14,0.76,0.00,0.00,2052,5,31.00
193037,0.00,0.00,14.93,10,0.30,1459,0.00,0.00,14.69,14,25.70,23.50,84,5.95,-8.88,7.98,1.60,0.00,-1.60,3.14,0.76,0.00,0.00,2375,5,23.30
193130,-2.34,0.00,13.90,8,0.29,1555,0.00,0.00,14.70,14,29.92,27.00,84,5.51,-9.34,7.90,1.58,0.00,-1.90,3.14,0.76,0.00,0.00,2725,5,15.90
193224,-3.91,0.00,13.44,8,0.29,1736,0.00,0.00,14.70,14,31.33,29.00,84,5.37,-9.53,8.19,1.60,0.00,-1.90,3.14,0.76,0.00,0.00,2617,5,14.60
193317,-1.56,0.00,14.47,8,0.28,1720,0.00,0.00,14.70,14,31.68,29.50,84,5.08,-9.65,8.14,1.60,0.00,-1.90,3.53,0.76,0.00,0.00,2687,5,14.40
193412,0.78,0.00,14.81,8,0.28,1724,0.00,0.00,14.70,14,31.68,29.50,84,5.08,-9.69,8.31,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,2702,5,14.70
193505,0.78,0.00,15.04,8,0.29,1752,0.00,0.00,14.70,14,31.33,29.00,84,4.93,-9.71,8.35,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,2670,5,15.20
193599,0.78,0.00,15.04,8,0.29,1740,0.00,0.00,14.69,14,31.33,29.00,84,5.08,-9.67,8.39,1.62,0.00,-1.90,3.53,0.76,0.00,0.00,2711,5,15.20
193693,0.00,0.00,14.70,8,0.30,1717,0.00,0.00,14.69,14,31.33,29.00,84,5.08,-9.63,8.60,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,2705,5,15.30
193786,-0.78,0.00,14.47,8,0.30,1723,0.00,0.00,14.69,14,31.33,29.00,84,5.08,-9.55,8.69,1.64,0.00,-1.90,3.92,0.78,0.00,0.00,2684,5,15.10
193880,-1.56,0.00,14.36,8,0.32,1722,0.00,0.00,14.69,14,31.33,29.00,84,5.08,-9.42,8.91,1.68,0.00,-1.90,4.31,0.80,0.00,0.00,2678,5,14.80
193973,-2.34,0.00,14.13,8,0.36,1724,0.00,0.00,13.96,14,31.33,29.00,84,5.51,-8.99,10.19,1.74,0.00,-1.90,5.10,0.82,0.00,0.00,2696,5,14.70
194068,-2.34,0.00,14.13,8,0.40,1730,0.00,0.00,14.68,14,31.33,29.00,84,5.80,-8.68,10.91,1.76,0.00,-1.90,5.49,0.84,0.00,0.00,2683,5,14.50
194161,-2.34,0.00,14.24,8,0.40,1734,0.00,0.00,14.68,14,31.33,29.00,84,6.24,-8.39,11.47,1.78,0.00,-1.90,5.88,0.84,0.00,0.00,2678,5,14.50
194254,-4.69,0.00,14.01,8,0.42,1726,0.00,0.00,14.68,14,30.98,28.50,84,6.38,-8.16,11.73,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2691,5,14.40
194348,-4.69,0.00,14.01,8,0.42,1722,0.00,0.00,14.67,14,31.33,28.50,84,6.53,-8.01,12.17,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2661,5,14.20
194442,-3.91,0.00,14.24,8,0.42,1665,0.00,0.00,14.68,14,31.33,28.50,84,6.82,-7.87,12.12,1.80,0.00,-1.90,6.27,0.84,0.00,0.00,2650,5,14.30
194536,-3.12,0.00,14.59,8,0.42,1717,0.00,0.00,14.68,14,30.98,29.00,84,6.82,-7.75,12.23,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2633,5,14.50
194629,-2.34,0.00,14.81,8,0.44,1735,0.00,0.00,14.68,14,30.98,29.00,84,6.96,-7.70,12.39,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2660,5,14.70
194723,-2.34,0.00,14.93,8,0.43,1740,0.00,0.00,14.68,14,31.33,28.50,84,6.96,-7.68,12.45,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2652,5,15.00
194817,-1.56,0.00,14.93,8,0.43,1735,0.00,0.00,14.68,14,30.98,28.50,84,7.11,-7.64,12.57,1.82,0.00,-1.90,6.27,0.86,0.00,0.00,2691,5,14.90
194911,-0.78,0.00,14.93,8,0.43,1728,0.00,0.00,14.69,14,30.98,28.50,84,7.11,-7.60,12.51,1.84,0.00,-1.90,6.27,0.86,0.00,0.00,2707,5,15.00
195004,-0.78,0.00,14.93,8,0.44,1730,0.00,0.00,14.68,14,31.33,28.50,84,7.11,-7.58,12.67,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2701,5,14.90
195098,-0.78,0.00,14.93,8,0.44,1736,0.00,0.00,14.69,14,31.33,28.50,84,7.11,-7.56,12.62,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2703,5,14.90
195191,-0.78,0.00,14.93,8,0.44,1740,0.00,0.00,14.69,14,30.98,29.00,84,7.11,-7.54,12.68,1.84,0.00,-1.90,6.27,0.86,0.00,0.00,2684,5,15.00
195285,-0.78,0.00,14.81,8,0.44,1747,0.00,0.00,14.69,14,30.98,28.50,84,7.11,-7.54,12.73,1.84,0.00,-1.90,6.27,0.86,0.00,0.00,2701,5,14.90
195379,0.00,0.00,14.81,8,0.45,1758,0.00,0.00,14.69,14,31.33,28.50,84,7.11,-7.52,12.83,1.84,0.00,-1.90,6.27,0.86,0.00,0.00,2724,5,14.80
195472,0.00,0.00,14.81,8,0.44,1732,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.52,12.57,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2717,5,14.80
195566,0.00,0.00,14.81,8,0.44,1727,0.00,0.00,14.69,14,31.33,29.00,84,7.25,-7.52,12.79,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2706,5,14.70
195660,0.00,0.00,14.70,8,0.44,1744,0.00,0.00,14.69,14,31.33,28.50,84,7.11,-7.50,12.79,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2703,5,14.70
195754,0.00,0.00,14.70,8,0.44,1743,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.50,12.94,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2715,5,14.70
195847,0.00,0.00,14.70,8,0.43,1745,0.00,0.00,14.69,14,31.33,29.00,84,7.25,-7.52,12.88,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2709,5,14.60
195941,0.78,0.00,14.70,8,0.44,1756,0.00,0.00,14.69,14,30.98,29.00,84,7.25,-7.50,12.88,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2709,5,14.60
196034,0.00,0.00,14.70,8,0.44,1760,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.52,12.88,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2725,5,14.60
196128,0.78,0.00,14.70,8,0.44,1746,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.54,12.83,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2732,5,14.60
196222,0.78,0.00,14.59,8,0.43,1732,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.52,12.73,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2683,5,14.60
196315,0.78,0.00,14.70,8,0.43,1756,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.50,12.94,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2659,5,14.70
196409,0.78,0.00,14.70,8,0.44,1752,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.56,12.83,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2687,5,14.70
196503,0.78,0.00,14.70,8,0.43,1748,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.58,12.68,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2681,5,14.60
196596,0.78,0.00,14.70,8,0.42,1756,0.00,0.00,14.70,14,31.33,29.00,84,7.11,-7.64,12.34,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2695,5,14.60
196691,0.78,0.00,14.47,8,0.42,1764,0.00,0.00,14.70,14,31.33,29.00,84,7.11,-7.72,12.57,1.84,0.00,-1.90,5.88,0.84,0.00,0.00,2685,5,14.70
196784,0.00,0.00,14.47,8,0.42,1758,0.00,0.00,14.70,14,31.33,29.00,84,6.96,-7.75,12.28,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2684,5,14.60
196877,0.78,0.00,14.47,8,0.41,1757,0.00,0.00,14.70,14,31.33,29.00,84,6.96,-7.81,12.39,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2695,5,14.60
196971,0.78,0.00,14.47,8,0.42,1759,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.83,12.28,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2686,5,14.50
197064,0.00,0.00,14.47,8,0.42,1754,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.83,12.17,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2688,5,14.60
197158,0.00,0.00,14.36,8,0.40,1751,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.85,12.17,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2695,5,14.50
197252,0.00,0.00,14.36,8,0.41,1745,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.85,12.23,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2710,5,14.50
197345,0.00,0.00,14.47,8,0.40,1764,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.87,11.68,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2704,5,14.50
197440,0.78,0.00,14.59,8,0.41,1764,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.87,12.06,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2706,5,14.50
197533,0.00,0.00,14.59,8,0.41,1766,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.87,12.12,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2695,5,14.60
197627,0.00,0.00,14.47,8,0.41,1766,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.87,12.01,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2703,5,14.50
197721,0.00,0.00,14.47,8,0.41,1768,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.91,12.06,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2710,5,14.50
197815,0.00,0.00,14.47,8,0.41,1754,0.00,0.00,14.70,14,31.68,29.00,84,6.82,-7.89,12.23,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2719,5,14.50
197908,0.00,0.00,14.47,8,0.41,1761,0.00,0.00,14.70,14,31.68,29.00,84,6.82,-7.93,11.95,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2702,5,14.50
198001,-0.78,0.00,14.36,8,0.41,1754,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.93,11.95,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2702,5,14.50
198095,-0.78,0.00,14.36,8,0.41,1766,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.93,11.95,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2706,5,14.50
198189,0.00,0.00,14.47,8,0.41,1764,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.95,11.95,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2718,5,14.50
198283,0.00,0.00,14.47,8,0.41,1770,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.95,12.12,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2701,5,14.50
198376,0.00,0.00,14.47,8,0.41,1774,0.00,0.00,14.70,14,31.33,29.50,84,6.82,-7.95,12.01,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2719,5,14.50
198470,0.00,0.00,14.47,8,0.41,1771,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.95,11.84,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2736,5,14.60
198563,-0.78,0.00,14.36,8,0.40,1772,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.95,12.06,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2725,5,14.50
198657,0.00,0.00,14.36,8,0.41,1765,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.95,12.01,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2684,5,14.50
198751,0.00,0.00,14.47,8,0.41,1765,0.00,0.00,14.70,14,31.33,29.00,84,6.82,-7.95,12.06,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2693,5,14.50
198846,-0.78,0.00,14.36,8,0.40,1776,0.00,0.00,14.70,14,31.68,29.00,84,6.82,-7.95,11.79,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2718,5,14.50
198938,0.00,0.00,14.47,8,0.41,1754,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.95,11.84,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2710,5,14.50
199032,0.00,0.00,14.47,8,0.41,1759,0.00,0.00,14.70,14,31.68,29.00,84,6.82,-7.93,12.12,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2696,5,14.50
199127,0.78,0.00,14.59,8,0.41,1771,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.93,11.95,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2704,5,14.60
199220,0.00,0.00,14.59,8,0.41,1762,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.93,12.12,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2715,5,14.60
199314,0.00,0.00,14.59,8,0.41,1775,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.93,11.95,1.80,0.00,-1.90,5.88,0.84,0.00,0.00,2718,5,14.60
199407,0.78,0.00,14.59,8,0.41,1783,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.91,12.06,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2713,5,14.60
199501,0.00,0.00,14.59,8,0.41,1782,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.87,12.28,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2713,5,14.60
199595,0.78,0.00,14.59,8,0.41,1771,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.87,12.23,1.82,0.00,-1.90,5.88,0.84,0.00,0.00,2735,5,14.60
199688,0.78,0.00,14.59,8,0.42,1765,0.00,0.00,14.70,14,31.68,29.00,84,6.82,-7.83,12.39,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2732,5,14.60
199782,0.78,0.00,14.59,8,0.42,1768,0.00,0.00,14.70,14,31.68,29.50,84,6.82,-7.81,12.51,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2721,5,14.60
199875,0.78,0.00,14.59,8,0.42,1773,0.00,0.00,14.70,14,31.68,29.00,84,6.96,-7.77,12.39,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2703,5,14.60
199968,0.00,0.00,14.47,8,0.43,1774,0.00,0.00,14.70,14,31.33,29.00,84,6.96,-7.77,12.45,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2687,5,14.60
200062,-0.78,0.00,14.24,8,0.42,1766,0.00,0.00,14.70,14,31.33,29.00,84,6.96,-7.75,12.57,1.82,0.00,-1.90,6.27,0.84,0.00,0.00,2681,5,14.50
200156,0.00,0.00,14.24,8,0.43,1771,0.00,0.00,14.70,14,31.33,29.50,84,6.96,-7.75,12.57,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2686,5,14.40
200250,0.00,0.00,14.36,8,0.43,1772,0.00,0.00,14.70,14,31.68,29.50,84,6.96,-7.73,12.50,1.84,0.00,-1.90,6.27,0.84,0.00,0.00,2675,5,14.40
200344,0.78,0.00,14.47,8,0.42,1773,0.00,0.00,14.70,14,31.68,29.50,84,6.96,-7.68,12.62,1.82,0.00,-1.90,6.27,0.86,0.00,0.00,2671,5,14.60
200437,0.00,0.00,14.59,8,0.43,1780,0.00,0.00,14.70,14,31.33,29.50,84,6.96,-7.66,12.51,1.84,0.00,-1.90,6.27,0.86,0.00,0.00,2671,5,14.60
200531,0.00,0.00,14.47,8,0.43,1780,0.00,0.00,14.70,14,31.33,29.00,84,7.11,-7.64,12.73,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2671,5,14.60
200625,0.78,0.00,14.47,8,0.43,1782,0.00,0.00,14.70,14,31.68,29.00,84,7.11,-7.60,12.68,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2670,5,14.60
200719,0.78,0.00,14.47,8,0.44,1772,0.00,0.00,14.70,14,31.68,29.00,84,7.11,-7.58,12.88,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2668,5,14.60
200813,0.78,0.00,14.47,8,0.43,1768,0.00,0.00,14.70,14,31.33,29.00,84,7.11,-7.56,12.83,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2668,5,14.50
200906,0.00,0.00,14.24,8,0.44,1762,0.00,0.00,14.69,14,31.33,29.00,84,7.11,-7.48,12.99,1.84,0.00,-1.90,6.67,0.86,0.00,0.00,2689,5,14.50
200999,0.00,0.00,14.24,8,0.44,1758,0.00,0.00,14.70,14,31.68,29.00,84,7.25,-7.44,12.88,1.86,0.00,-1.90,6.67,0.86,0.00,0.00,2653,5,14.50
201093,0.00,0.00,14.36,8,0.45,1764,0.00,0.00,14.69,14,31.33,29.00,84,7.25,-7.35,13.10,1.86,0.00,-1.90,6.67,0.88,0.00,0.00,2647,5,14.40
201187,0.00,0.00,14.36,8,0.47,1771,0.00,0.00,14.69,14,31.33,29.50,84,7.40,-7.29,13.51,1.88,0.00,-1.90,7.06,0.88,0.00,0.00,2656,5,14.50
201280,0.00,0.00,14.36,8,0.48,1780,0.00,0.00,14.69,14,31.33,29.00,84,7.40,-7.15,13.98,1.88,0.00,-1.90,7.06,0.88,0.00,0.00,2694,5,14.50
201375,0.00,0.00,14.36,8,0.48,1766,0.00,0.00,14.69,14,31.33,29.00,84,7.69,-7.06,14.11,1.90,0.00,-1.90,7.45,0.88,0.00,0.00,2734,5,14.50
201467,-1.56,0.00,14.13,8,0.49,1770,0.00,0.00,14.69,14,31.33,29.00,84,7.69,-6.94,14.23,1.90,0.00,-1.90,7.45,0.88,0.00,0.00,2704,5,14.30
201562,-0.78,0.00,14.36,8,0.50,1777,0.00,0.00,14.69,14,31.33,29.00,84,7.69,-6.85,14.66,1.92,0.00,-1.90,7.45,0.90,0.00,0.00,2710,5,14.30
201655,0.00,0.00,14.59,8,0.51,1770,0.00,0.00,14.69,14,31.33,29.00,84,7.84,-6.73,14.78,1.92,0.00,-1.90,7.84,0.90,0.00,0.00,2715,5,14.50
201748,0.78,0.00,14.70,8,0.50,1770,0.00,0.00,14.69,14,31.33,29.00,84,7.98,-6.63,14.84,1.92,0.00,-1.90,7.84,0.90,0.00,0.00,2715,5,14.60
201843,0.78,0.00,14.59,8,0.51,1766,0.00,0.00,14.69,14,31.33,29.00,84,8.13,-6.54,14.90,1.92,0.00,-1.90,7.84,0.90,0.00,0.00,2710,5,14.60
201936,0.00,0.00,14.47,8,0.52,1777,0.00,0.00,14.69,14,31.33,28.50,84,8.13,-6.50,14.96,1.94,0.00,-1.90,7.84,0.90,0.00,0.00,2743,5,14.50
202030,0.78,0.00,14.70,8,0.52,1751,0.00,0.00,14.69,14,31.33,29.00,84,8.27,-6.42,15.41,1.94,0.00,-1.90,8.24,0.90,0.00,0.00,2735,5,14.60
202123,1.56,0.00,14.70,8,0.52,1752,0.00,0.00,14.69,14,31.33,29.00,84,8.27,-6.32,15.47,1.94,0.00,-1.90,8.24,0.92,0.00,0.00,2726,5,14.70
202217,1.56,0.00,14.70,8,0.54,1775,0.00,0.00,14.69,14,31.33,29.00,84,8.42,-6.17,16.03,1.98,0.00,-1.90,8.63,0.92,0.00,0.00,2715,5,14.70
202311,1.56,0.00,14.59,8,0.55,1784,0.00,0.00,14.69,14,31.33,29.00,84,8.56,-6.03,16.09,1.98,0.00,-1.90,8.63,0.92,0.00,0.00,2703,5,14.60
202405,0.00,0.00,14.47,8,0.56,1781,0.00,0.00,14.69,14,30.98,28.50,84,8.71,-5.94,16.44,1.98,0.00,-1.90,8.63,0.94,0.00,0.00,2739,5,14.50
202498,0.78,0.00,14.47,8,0.56,1791,0.00,0.00,14.69,14,31.33,29.00,84,8.85,-5.86,16.24,1.98,0.00,-1.90,8.63,0.94,0.00,0.00,2746,5,14.50
202592,1.56,0.00,14.47,8,0.56,1772,0.00,0.00,14.69,14,31.33,29.00,84,8.85,-5.84,16.58,1.98,0.00,-1.90,8.63,0.94,0.00,0.00,2739,5,14.60
