Time (msec),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fueling Final Base* (estimated AFR),IAM* (raw ecu value),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
164047,0.27,1393,0.00,0.00,14.70,16,28.52,28.00,5.37,-9.32,0.00,-1.70,0.70,0.00,0.00,15.50
164114,0.26,1424,0.00,0.00,14.70,16,28.87,28.50,5.22,-9.49,0.00,-1.70,0.70,0.00,0.00,15.40
164180,0.26,1449,0.00,0.00,14.70,16,28.52,28.50,5.08,-9.61,0.00,-1.70,0.70,0.00,0.00,15.10
164245,0.24,1448,0.00,0.00,14.71,16,28.52,28.50,4.93,-9.75,0.00,-1.70,0.70,0.00,0.00,15.10
164312,0.24,1430,0.00,0.00,14.71,16,28.52,28.50,4.93,-9.82,0.00,-1.70,0.70,0.00,0.00,15.10
164378,0.23,1447,0.00,0.00,14.71,16,28.87,28.50,4.79,-9.92,0.00,-1.70,0.70,0.00,0.00,15.00
164444,0.22,1447,0.00,0.00,14.71,16,28.87,28.50,4.79,-10.02,0.00,-1.70,0.70,0.00,0.00,15.00
164511,0.22,1472,0.00,0.00,14.71,16,28.87,28.50,4.64,-10.07,0.00,-1.70,0.68,0.00,0.00,14.80
164576,0.22,1476,0.00,0.00,14.71,16,28.87,28.50,4.50,-10.17,0.00,-1.70,0.70,0.00,0.00,14.70
164643,0.22,1462,0.00,0.00,14.71,16,28.87,28.50,4.50,-10.25,0.00,-1.70,0.68,0.00,0.00,14.70
164709,0.22,1459,0.00,0.00,14.71,16,28.87,28.50,4.50,-10.25,0.00,-1.70,0.68,0.00,0.00,14.60
164775,0.21,1456,0.00,0.00,14.71,16,28.87,28.50,4.35,-10.33,0.00,-1.70,0.68,0.00,0.00,14.50
164841,0.21,1469,0.00,0.00,14.71,16,28.87,28.50,4.35,-10.35,0.00,-1.70,0.68,0.00,0.00,14.50
164907,0.21,1478,0.00,0.00,14.71,16,28.87,28.50,4.35,-10.36,0.00,-1.70,0.68,0.00,0.00,14.50
164974,0.21,1475,0.00,0.00,14.71,16,29.22,29.00,4.35,-10.38,0.00,-1.70,0.68,0.00,0.00,14.50
165039,0.21,1489,0.00,0.00,14.71,16,28.87,29.00,4.35,-10.42,0.00,-1.70,0.68,0.00,0.00,14.50
165106,0.21,1471,0.00,0.00,14.71,16,28.52,28.50,4.21,-10.44,0.00,-1.70,0.68,0.00,0.00,14.60
165172,0.21,1471,0.00,0.00,14.71,16,28.52,28.50,4.21,-10.46,0.00,-1.70,0.68,0.00,0.00,14.70
165238,0.21,1466,0.00,0.00,14.71,16,27.46,28.00,4.21,-10.44,0.00,-1.70,0.68,0.00,0.00,14.70
165305,0.21,1469,0.00,0.00,14.71,16,27.46,27.00,4.21,-10.46,0.00,-1.70,0.68,0.00,0.00,14.70
165370,0.20,1490,0.00,0.00,14.71,16,27.46,27.00,4.21,-10.48,0.00,-1.70,0.68,0.00,0.00,14.60
165437,0.21,1486,0.00,0.00,14.71,16,26.05,27.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.60
165503,0.21,1472,0.00,0.00,14.71,16,24.30,26.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.60
165569,0.21,1468,0.00,0.00,14.71,16,22.89,24.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.60
165635,0.21,1454,0.00,0.00,14.71,16,21.84,22.50,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.60
165701,0.21,1466,0.00,0.00,14.71,16,20.43,21.50,4.21,-10.48,0.00,-1.70,0.68,0.00,0.00,14.40
165767,0.21,1457,0.00,0.00,14.71,16,18.67,20.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.30
165834,0.21,1450,0.00,0.00,14.70,16,17.27,19.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.30
165900,0.21,1463,0.00,0.00,14.71,16,15.86,17.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.30
165966,0.21,1446,0.00,0.00,14.70,16,14.80,15.50,4.21,-10.52,0.00,-1.70,0.68,0.00,0.00,14.20
166032,0.22,1446,0.00,0.00,14.70,16,13.40,14.50,4.21,-10.52,0.00,-1.70,0.68,0.00,0.00,14.20
166098,0.22,1426,0.00,0.00,14.70,16,11.29,13.00,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.20
166165,0.22,1420,0.00,0.00,14.70,16,11.29,11.50,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.20
166231,0.21,1405,0.00,0.00,14.70,16,11.29,15.50,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.20
166297,0.22,1420,0.00,0.00,14.70,16,11.29,11.50,4.21,-10.50,0.00,-1.70,0.68,0.00,0.00,14.20
166363,0.22,1413,0.00,0.00,14.70,16,11.29,14.50,4.21,-10.48,0.00,-1.70,0.68,0.00,0.00,14.20
166429,0.22,1398,0.00,0.00,14.70,16,11.29,15.50,4.21,-10.48,0.00,-1.70,0.68,0.00,0.00,14.20
166496,0.22,1400,0.00,0.00,14.70,16,11.29,14.50,4.21,-10.46,0.00,-1.70,0.68,0.00,0.00,14.30
166561,0.22,1384,0.00,0.00,14.70,16,11.29,16.00,4.21,-10.48,0.00,-1.70,0.68,0.00,0.00,14.30
166628,0.22,1389,0.00,0.00,14.70,16,11.29,15.00,4.21,-10.46,0.00,-1.70,0.68,0.00,0.00,14.30
166694,0.22,1374,0.00,0.00,14.70,16,11.29,16.00,4.21,-10.44,0.00,-1.70,0.68,0.00,0.00,14.50
166760,0.22,1385,0.00,0.00,14.70,16,11.29,14.50,4.21,-10.44,0.00,-1.70,0.68,0.00,0.00,14.40
166826,0.22,1375,0.00,0.00,14.70,16,11.29,15.50,4.21,-10.42,0.00,-1.70,0.68,0.00,0.00,14.40
166891,0.22,1368,0.00,0.00,14.70,16,11.29,15.50,4.21,-10.44,0.00,-1.70,0.68,0.00,0.00,14.40
166959,0.22,1356,0.00,0.00,14.70,16,11.29,16.50,4.21,-10.40,0.00,-1.70,0.68,0.00,0.00,14.50
167025,0.22,1361,0.00,0.00,14.70,16,11.29,15.50,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.50
167091,0.22,1351,0.00,0.00,14.70,16,11.29,16.00,4.35,-10.42,0.00,-1.70,0.68,0.00,0.00,14.60
167156,0.22,1360,0.00,0.00,14.70,16,11.29,14.50,4.21,-10.42,0.00,-1.70,0.68,0.00,0.00,14.50
167223,0.22,1352,0.00,0.00,14.70,16,11.29,14.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.50
167289,0.22,1350,0.00,0.00,14.70,16,11.29,14.50,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.60
167355,0.22,1348,0.00,0.00,14.70,16,11.29,16.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.60
167421,0.23,1334,0.00,0.00,14.70,16,11.29,14.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.60
167487,0.22,1344,0.00,0.00,14.70,16,11.29,14.50,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.50
167554,0.23,1339,0.00,0.00,14.70,16,11.29,14.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.50
167620,0.23,1338,0.00,0.00,14.70,16,10.94,15.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.60
167686,0.23,1323,0.00,0.00,14.70,16,10.94,13.50,4.35,-10.38,0.00,-1.70,0.68,0.00,0.00,14.60
167752,0.22,1338,0.00,0.00,14.70,16,11.29,13.50,4.35,-10.36,0.00,-1.70,0.68,0.00,0.00,14.60
167818,0.23,1334,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.40,0.00,-1.70,0.68,0.00,0.00,14.60
167884,0.23,1331,0.00,0.00,14.70,16,10.94,15.50,4.35,-10.38,0.00,-1.70,0.68,0.00,0.00,14.70
167951,0.23,1311,0.00,0.00,14.70,16,10.94,15.50,4.35,-10.36,0.00,-1.70,0.68,0.00,0.00,14.70
168017,0.23,1317,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.38,0.00,-1.70,0.68,0.00,0.00,14.70
168083,0.23,1325,0.00,0.00,14.70,16,10.94,14.00,4.35,-10.35,0.00,-1.70,0.68,0.00,0.00,14.70
168149,0.23,1319,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.36,0.00,-1.70,0.68,0.00,0.00,14.70
168216,0.23,1303,0.00,0.00,14.70,16,10.94,14.00,4.35,-10.35,0.00,-1.70,0.68,0.00,0.00,14.70
168282,0.23,1312,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.35,0.00,-1.70,0.68,0.00,0.00,14.60
168347,0.23,1310,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.36,0.00,-1.70,0.68,0.00,0.00,14.60
168413,0.23,1304,0.00,0.00,14.70,16,10.94,13.50,4.35,-10.35,0.00,-1.70,0.68,0.00,0.00,14.70
168480,0.23,1303,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.33,0.00,-1.70,0.68,0.00,0.00,14.70
168546,0.23,1294,0.00,0.00,14.70,16,10.94,14.00,4.35,-10.33,0.00,-1.70,0.68,0.00,0.00,14.70
168613,0.23,1302,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.33,0.00,-1.70,0.68,0.00,0.00,14.70
168678,0.23,1294,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.31,0.00,-1.70,0.68,0.00,0.00,14.70
168745,0.24,1296,0.00,0.00,14.70,16,10.94,13.00,4.35,-10.31,0.00,-1.70,0.68,0.00,0.00,14.70
168811,0.24,1281,0.00,0.00,14.70,16,10.94,14.00,4.35,-10.31,0.00,-1.70,0.68,0.00,0.00,14.60
168877,0.24,1278,0.00,0.00,14.70,16,10.94,14.00,4.35,-10.29,0.00,-1.70,0.68,0.00,0.00,14.70
168943,0.24,1282,0.00,0.00,14.70,16,10.94,13.50,4.50,-10.27,0.00,-1.70,0.68,0.00,0.00,14.70
169009,0.24,1278,0.00,0.00,14.70,16,10.94,13.50,4.50,-10.25,0.00,-1.70,0.68,0.00,0.00,14.70
169075,0.24,1289,0.00,0.00,14.70,16,10.94,12.00,4.50,-10.25,0.00,-1.70,0.68,0.00,0.00,14.70
169141,0.24,1275,0.00,0.00,14.70,16,10.94,13.50,4.50,-10.23,0.00,-1.70,0.68,0.00,0.00,14.70
169208,0.24,1262,0.00,0.00,14.70,16,10.94,14.50,4.50,-10.25,0.00,-1.70,0.68,0.00,0.00,14.80
169274,0.24,1277,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.21,0.00,-1.70,0.68,0.00,0.00,14.70
169340,0.24,1275,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.19,0.00,-1.70,0.68,0.00,0.00,14.70
169405,0.24,1271,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.19,0.00,-1.70,0.68,0.00,0.00,14.80
169472,0.24,1260,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.17,0.00,-1.70,0.68,0.00,0.00,14.80
169538,0.24,1263,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.13,0.00,-1.70,0.68,0.00,0.00,14.80
169604,0.25,1267,0.00,0.00,14.70,16,10.94,12.50,4.50,-10.13,0.00,-1.70,0.68,0.00,0.00,14.80
169671,0.25,1259,0.00,0.00,14.70,16,10.94,13.00,4.50,-10.13,0.00,-1.70,0.68,0.00,0.00,14.80
169737,0.25,1272,0.00,0.00,14.70,16,11.99,11.00,4.64,-10.11,0.00,-1.70,0.68,0.00,0.00,14.80
169803,0.25,1270,0.00,0.00,14.70,16,13.75,12.50,4.64,-10.06,0.00,-1.70,0.70,0.00,0.00,14.80
169869,0.26,1262,0.00,0.00,14.70,16,14.80,14.00,4.64,-10.06,0.00,-1.70,0.70,0.00,0.00,14.80
169935,0.26,1275,0.00,0.00,14.69,16,16.21,15.50,4.64,-10.02,0.00,-1.70,0.70,0.00,0.00,14.80
170002,0.28,1280,0.00,0.00,14.69,16,17.97,16.50,4.79,-9.96,0.00,-1.70,0.72,0.00,0.00,14.80
170068,0.29,1280,0.00,0.00,14.69,16,19.02,17.50,4.79,-9.82,0.00,-1.70,0.72,0.00,0.00,14.80
170134,0.29,1298,0.00,0.00,14.69,16,20.43,19.00,4.93,-9.69,0.00,-1.70,0.72,0.00,0.00,14.80
170200,0.30,1288,0.00,0.00,14.69,16,21.84,20.50,5.08,-9.55,0.00,-1.70,0.72,0.00,0.00,14.70
170267,0.31,1294,0.00,0.00,14.69,16,23.59,22.50,5.22,-9.48,0.00,-1.70,0.74,0.00,0.00,14.70
170333,0.32,1289,0.00,0.00,14.69,16,26.05,24.50,5.37,-9.34,0.00,-1.70,0.74,0.00,0.00,14.70
170399,0.33,1321,0.00,0.00,14.69,16,27.46,26.50,5.51,-9.18,0.00,-1.70,0.76,0.00,0.00,14.70
170465,0.35,1340,0.00,0.00,14.68,16,27.46,27.00,5.66,-9.03,0.00,-1.70,0.76,0.00,0.00,14.70
170531,0.36,1363,0.00,0.00,14.68,16,27.81,27.00,5.80,-8.84,0.00,-1.70,0.78,0.00,0.00,14.70
170598,0.36,1365,0.00,0.00,14.68,16,27.81,27.50,5.95,-8.68,0.00,-1.70,0.78,0.00,0.00,14.70
170664,0.37,1367,0.00,0.00,14.68,16,27.81,27.50,6.09,-8.55,0.00,-1.70,0.78,0.00,0.00,14.60
170730,0.37,1392,0.00,0.00,14.68,16,28.16,27.50,6.24,-8.41,0.00,-1.70,0.78,0.00,0.00,14.60
170796,0.38,1428,0.00,0.00,14.68,16,28.52,28.00,6.38,-8.30,0.00,-1.70,0.80,0.00,0.00,14.70
170862,0.39,1434,0.00,0.00,14.68,16,28.52,28.00,6.53,-8.08,0.00,-1.70,0.80,0.00,0.00,14.60
170928,0.40,1466,0.00,0.00,14.67,16,28.52,28.50,6.67,-7.95,0.00,-1.70,0.82,0.00,0.00,14.60
170994,0.41,1475,0.00,0.00,14.68,16,28.87,28.50,6.82,-7.83,0.00,-1.70,0.82,0.00,0.00,14.70
171061,0.41,1502,0.00,0.00,14.67,16,28.87,28.50,6.96,-7.73,0.00,-1.70,0.82,0.00,0.00,14.70
171127,0.41,1528,0.00,0.00,14.67,16,29.22,29.00,7.11,-7.56,0.00,-1.70,0.82,0.00,0.00,14.70
171193,0.41,1550,0.00,0.00,14.67,16,29.57,29.00,7.11,-7.50,0.00,-1.70,0.84,0.00,0.00,15.10
171259,0.42,1582,0.00,0.00,14.67,16,29.57,29.50,7.25,-7.39,0.00,-1.70,0.84,0.00,0.00,15.30
171326,0.43,1608,0.00,0.00,14.67,16,29.92,29.50,7.40,-7.37,0.00,-1.70,0.84,0.00,0.00,15.30
171391,0.42,1628,0.00,0.00,14.68,16,30.27,29.50,7.40,-7.33,0.00,-1.70,0.84,0.00,0.00,15.40
171459,0.41,1654,0.00,0.00,14.68,16,30.62,30.00,7.40,-7.37,0.00,-1.70,0.84,0.00,0.00,15.70
171525,0.41,1692,0.00,0.00,14.68,16,30.98,30.50,7.25,-7.43,0.00,-1.70,0.84,0.00,0.00,15.70
171591,0.41,1713,0.00,0.00,14.68,16,30.98,30.50,7.25,-7.46,0.00,-1.70,0.86,0.00,0.00,15.60
171657,0.40,1735,0.00,0.00,14.69,16,31.33,30.50,7.25,-7.54,0.00,-1.70,0.86,0.00,0.00,15.50
171724,0.40,1771,0.00,0.00,14.69,16,31.68,31.00,7.11,-7.60,0.00,-1.70,0.86,0.00,0.00,15.50
171789,0.39,1805,0.00,0.00,14.69,16,32.03,31.50,7.11,-7.68,0.00,-1.70,0.86,0.00,0.00,15.50
171856,0.39,1828,0.00,0.00,14.69,16,32.38,32.00,6.96,-7.75,0.00,-1.70,0.86,0.00,0.00,15.40
171921,0.38,1856,0.00,0.00,14.69,16,32.38,32.00,6.82,-7.79,0.00,-1.70,0.86,0.00,0.00,15.40
171987,0.38,1887,0.00,0.00,14.69,16,32.73,32.00,6.82,-7.87,0.00,-1.70,0.86,0.00,0.00,15.20
172054,0.37,1908,0.00,0.00,14.69,16,33.09,32.50,6.82,-7.89,0.00,-1.70,0.86,0.00,0.00,15.20
172120,0.37,1920,0.00,0.00,14.69,16,33.09,33.00,6.82,-7.93,0.00,-1.70,0.86,0.00,0.00,15.00
172186,0.36,1947,0.00,0.00,14.69,16,33.44,33.00,6.67,-7.97,0.00,-1.70,0.86,0.00,0.00,15.00
172253,0.36,1978,0.00,0.00,14.70,16,33.79,33.00,6.67,-8.02,0.00,-1.70,0.86,0.00,0.00,15.00
172318,0.36,2015,0.00,0.00,14.70,16,34.14,33.50,6.53,-8.08,0.00,-2.01,0.86,0.00,0.00,14.80
172384,0.34,2033,0.00,0.00,14.70,16,34.14,34.00,6.53,-8.16,0.00,-2.01,0.84,0.00,0.00,14.70
172451,0.33,2054,0.00,0.00,14.70,16,34.49,34.00,6.24,-8.33,0.00,-2.01,0.82,0.00,0.00,14.70
172518,0.29,2058,0.00,0.00,15.13,16,34.49,34.00,5.66,-8.76,0.00,-2.01,0.78,0.00,0.00,14.80
172584,0.27,2062,0.00,0.00,15.13,16,34.84,34.00,5.22,-9.26,0.00,-2.01,0.76,0.00,0.00,14.70
172650,0.24,2079,0.00,0.00,14.71,16,34.84,34.50,4.79,-9.63,0.00,-2.01,0.74,0.00,0.00,14.70
172716,0.22,2094,0.00,0.00,14.71,16,35.20,34.50,4.50,-10.00,0.00,-2.01,0.74,0.00,0.00,14.60
172782,0.21,2105,0.00,0.00,14.71,16,35.20,35.00,4.35,-10.27,0.00,-2.01,0.74,0.00,0.00,14.50
172849,0.19,2120,0.00,0.00,14.71,16,35.20,35.00,4.21,-10.40,0.00,-2.01,0.74,0.00,0.00,14.50
172915,0.19,2113,0.00,0.00,14.71,16,35.20,35.00,4.21,-10.52,0.00,-2.01,0.74,0.00,0.00,14.30
172981,0.19,2098,0.00,0.00,14.71,16,35.20,35.00,4.06,-10.58,0.00,-2.01,0.74,0.00,0.00,14.00
173048,0.19,2099,0.00,0.00,14.71,16,34.84,34.50,4.06,-10.62,0.00,-2.01,0.74,0.00,0.00,14.00
173113,0.19,2094,0.00,0.00,14.71,16,34.84,35.00,4.06,-10.67,0.00,-2.01,0.72,0.00,0.00,13.90
173179,0.19,2081,0.00,0.00,14.71,16,35.20,34.50,3.92,-10.69,0.00,-2.01,0.72,0.00,0.00,13.80
173245,0.19,2094,0.00,0.00,14.71,16,35.20,35.00,3.92,-10.75,0.00,-2.01,0.72,0.00,0.00,13.80
173312,0.18,2122,0.00,0.00,14.71,16,35.20,35.00,3.92,-10.79,0.00,-2.01,0.72,0.00,0.00,14.00
173378,0.18,2124,0.00,0.00,14.71,16,35.20,35.00,3.92,-10.83,0.00,-2.01,0.72,0.00,0.00,14.10
173444,0.17,2100,0.00,0.00,14.71,16,35.20,35.00,3.77,-10.91,0.00,-2.01,0.72,0.00,0.00,14.10
173511,0.17,2105,0.00,0.00,14.71,16,34.84,35.00,3.77,-10.98,0.00,-2.01,0.70,0.00,0.00,14.30
173576,0.16,2096,0.00,0.00,14.71,16,34.84,35.00,3.63,-11.04,0.00,-2.01,0.70,0.00,0.00,14.40
173643,0.16,2069,0.00,0.00,14.71,16,34.84,34.50,3.63,-11.08,0.00,-2.01,0.70,0.00,0.00,14.40
173709,0.16,2070,0.00,0.00,14.71,16,34.84,34.50,3.63,-11.08,0.00,-2.01,0.70,0.00,0.00,14.50
173775,0.16,2086,0.00,0.00,14.71,16,34.84,34.50,3.48,-11.14,0.00,-2.01,0.68,0.00,0.00,14.60
173841,0.15,2082,0.00,0.00,14.70,16,32.73,33.00,3.48,-11.18,0.00,-2.01,0.68,0.00,0.00,14.60
173907,0.15,2070,0.00,0.00,14.70,16,27.11,29.50,3.34,-11.25,0.00,-2.01,0.64,0.00,0.00,14.40
173973,0.14,2050,0.00,0.00,14.70,16,22.19,23.00,3.34,-11.37,0.00,-2.01,0.66,0.00,0.00,14.30
174040,0.14,2015,0.00,0.00,14.70,16,17.27,19.50,3.34,-11.37,0.00,-2.01,0.64,0.00,0.00,14.30
174106,0.14,2022,0.00,0.00,14.70,16,12.34,13.00,3.34,-11.43,0.00,-2.01,0.64,0.00,0.00,14.20
174173,0.14,2002,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.33,0.00,-1.70,0.64,0.00,0.00,14.10
174238,0.14,1984,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.25,0.00,-1.70,0.64,0.00,0.00,14.10
174305,0.14,1964,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,14.10
174370,0.14,1946,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,14.20
174438,0.15,1921,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,14.20
174503,0.15,1904,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,14.80
174570,0.15,1871,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,16.30
174635,0.15,1842,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.08,0.00,-1.70,0.64,0.00,0.00,16.30
174702,0.15,1816,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,17.90
174768,0.15,1800,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.14,0.00,-1.70,0.64,0.00,0.00,20.30
174835,0.15,1784,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,20.30
174901,0.16,1763,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.14,0.00,-1.70,0.64,0.00,0.00,23.90
174967,0.16,1739,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,29.90
175032,0.16,1708,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,29.90
175099,0.16,1682,0.00,0.00,14.70,16,11.99,11.50,3.48,-11.16,0.00,-1.70,0.64,0.00,0.00,34.20
175166,0.16,1666,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.12,0.00,-1.70,0.64,0.00,0.00,48.90
175231,0.16,1666,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.10,0.00,-1.70,0.64,0.00,0.00,48.90
175297,0.17,1642,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,63.40
175364,0.17,1607,0.00,0.00,14.70,16,11.99,11.50,3.63,-11.04,0.00,-1.70,0.64,0.00,0.00,74.50
175430,0.17,1584,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,74.50
175496,0.18,1580,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.94,0.00,-1.70,0.64,0.00,0.00,84.00
175562,0.18,1552,0.00,0.00,14.70,16,11.99,11.50,3.77,-10.89,0.00,-1.70,0.64,0.00,0.00,90.20
175628,0.18,1522,0.00,0.00,14.70,16,11.99,11.50,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,90.20
175695,0.18,1506,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,95.20
175761,0.17,1482,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.75,0.00,-1.70,0.64,0.00,0.00,96.00
175827,0.17,1459,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,96.00
175893,0.17,1456,0.00,0.00,14.70,16,11.64,11.50,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,96.00
175959,0.17,1429,0.00,0.00,14.70,16,11.29,11.50,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,96.00
176026,0.17,1412,0.00,0.00,14.70,16,11.29,11.00,3.92,-10.85,0.00,-1.70,0.64,0.00,0.00,96.00
176092,0.18,1371,0.00,0.00,14.70,16,11.29,-5.00,3.92,-10.83,0.00,-1.70,0.64,0.00,0.00,96.00
176158,0.18,1355,0.00,0.00,14.70,16,11.29,-3.00,3.92,-10.81,0.00,-1.70,0.64,0.00,0.00,96.00
176224,0.18,1334,0.00,0.00,14.70,16,10.94,-1.00,3.92,-10.79,0.00,-1.70,0.64,0.00,0.00,96.00
176291,0.18,1344,0.00,0.00,14.70,16,11.29,1.00,3.92,-10.77,0.00,-1.70,0.64,0.00,0.00,99.90
176356,0.18,1344,0.00,0.00,14.70,16,10.94,3.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,99.90
176423,0.19,1298,0.00,0.00,14.70,16,10.94,5.00,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,99.90
176489,0.19,1257,0.00,0.00,14.69,16,10.94,19.00,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90
176555,0.18,1275,0.00,0.00,14.70,16,10.94,19.00,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,99.90
176621,0.18,1315,0.00,0.00,14.70,16,10.94,16.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,96.00
176688,0.19,1298,0.00,0.00,14.70,16,10.94,17.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,96.00
176753,0.19,1276,0.00,0.00,14.70,16,10.94,19.00,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,96.00
176820,0.19,1244,0.00,0.00,14.70,16,10.59,18.50,3.63,-11.06,0.00,-1.70,0.64,0.00,0.00,92.30
176886,0.19,1230,0.00,0.00,14.69,16,10.59,18.50,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,74.10
176952,0.19,1248,0.00,0.00,14.70,16,10.94,18.50,3.77,-10.98,0.00,-1.70,0.64,0.00,0.00,74.10
177018,0.19,1274,0.00,0.00,14.70,16,10.94,16.50,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,50.70
177084,0.19,1274,0.00,0.00,14.70,16,10.94,15.50,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,30.30
177150,0.19,1252,0.00,0.00,14.70,16,10.59,17.50,3.63,-11.00,0.00,-1.70,0.64,0.00,0.00,30.30
177217,0.20,1225,0.00,0.00,14.70,16,10.59,18.50,3.63,-10.98,0.00,-1.70,0.64,0.00,0.00,24.10
177283,0.19,1236,0.00,0.00,14.70,16,10.59,17.50,3.77,-10.96,0.00,-1.70,0.64,0.00,0.00,21.00
177349,0.19,1241,0.00,0.00,14.70,16,10.59,16.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,21.00
177415,0.19,1232,0.00,0.00,14.70,16,10.59,16.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,18.70
177481,0.20,1240,0.00,0.00,14.70,16,10.59,15.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,17.00
177547,0.20,1224,0.00,0.00,14.70,16,10.59,15.50,3.77,-10.91,0.00,-1.70,0.64,0.00,0.00,17.00
177613,0.20,1213,0.00,0.00,14.69,16,10.59,17.00,3.77,-10.87,0.00,-1.70,0.64,0.00,0.00,15.90
177680,0.20,1219,0.00,0.00,14.69,16,10.59,16.00,3.92,-10.81,0.00,-1.70,0.66,0.00,0.00,15.40
