Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),CL/OL Fueling* (status),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),IAM* (raw ecu value),Fueling Final Base* (estimated AFR),Ignition Base Timing* (degrees),Ignition Total Timing (degrees),Throttle Sensor Voltage (V),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level)
28839,-1.56,-3.91,14.36,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.42
28909,-2.34,-3.91,14.36,8,0.27,915,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.46
28973,-1.56,-3.91,14.36,8,0.27,897,0.00,0.00,16,14.70,9.88,11.00,0.64,5.22,4.15,1.34,0.00,-9.42
29045,-2.34,-3.91,14.36,8,0.27,904,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.15,1.34,0.00,-9.46
29117,-1.56,-3.91,14.47,8,0.28,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.44
29181,-2.34,-3.91,14.47,8,0.28,904,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.15,1.34,0.00,-9.44
29253,-1.56,-3.91,14.59,8,0.28,890,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,4.15,1.34,0.00,-9.40
29319,-1.56,-3.91,14.59,8,0.28,903,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.15,1.34,0.00,-9.44
29388,-1.56,-3.91,14.70,8,0.28,904,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.15,1.34,0.00,-9.40
29452,-1.56,-3.91,14.70,8,0.28,898,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.15,1.32,0.00,-9.44
29524,-0.78,-3.91,14.70,8,0.28,884,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.21,1.32,0.00,-9.38
29596,-1.56,-3.91,14.59,8,0.28,898,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.15,1.32,0.00,-9.40
29660,-1.56,-3.91,14.59,8,0.27,900,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.32,0.00,-9.38
29732,-1.56,-3.91,14.59,8,0.27,889,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.10,1.32,0.00,-9.44
29796,-1.56,-3.91,14.70,8,0.28,895,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.13,1.32,0.00,-9.38
29868,-2.34,-3.91,14.59,8,0.27,901,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.15,1.32,0.00,-9.42
29932,-1.56,-3.91,14.59,8,0.27,913,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.15,1.32,0.00,-9.44
30004,-1.56,-3.91,14.59,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.10,1.32,0.00,-9.44
30068,-1.56,-3.91,14.59,8,0.27,901,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.10,1.32,0.00,-9.44
30140,-1.56,-3.91,14.59,8,0.27,891,0.00,0.00,16,14.70,9.88,11.00,0.64,5.22,4.13,1.32,0.00,-9.42
30204,-1.56,-3.91,14.70,8,0.28,887,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.15,1.32,0.00,-9.40
30278,-1.56,-3.91,14.59,8,0.28,876,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,4.18,1.32,0.00,-9.40
30342,-1.56,-3.91,14.59,8,0.28,884,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,4.18,1.34,0.00,-9.38
30414,-1.56,-3.91,14.70,8,0.28,898,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.38
30478,-0.78,-3.91,14.81,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.18,1.34,0.00,-9.38
30550,-0.78,-3.91,14.81,8,0.27,914,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.21,1.34,0.00,-9.38
30614,-1.56,-3.91,14.70,8,0.28,908,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.38
30686,-1.56,-3.91,14.81,8,0.28,905,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.38
30758,-0.78,-3.91,14.81,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.34,0.00,-9.38
30830,-1.56,-3.91,14.81,8,0.28,906,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.38
30890,-0.78,-3.91,14.81,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.34,0.00,-9.38
30962,-0.78,-3.91,14.81,8,0.28,908,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.38
31031,-0.78,-3.91,14.81,8,0.28,906,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.34,0.00,-9.38
31100,-0.78,-3.91,14.81,8,0.28,904,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.15,1.34,0.00,-9.38
31164,-0.78,-3.91,14.81,8,0.28,896,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.34,0.00,-9.36
31236,-0.78,-3.91,14.81,8,0.29,894,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.18,1.34,0.00,-9.36
31300,-0.78,-3.91,14.81,8,0.28,900,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.38
31372,-0.78,-3.91,14.81,8,0.28,903,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.36
31436,-0.78,-3.91,14.81,8,0.28,908,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.18,1.32,0.00,-9.38
31512,-0.78,-3.91,14.70,8,0.28,900,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.36
31578,-1.56,-3.91,14.70,8,0.28,904,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.32,0.00,-9.38
31643,-0.78,-3.91,14.59,8,0.27,913,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.32,0.00,-9.36
31714,-1.56,-3.91,14.70,8,0.27,917,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.32,0.00,-9.38
31779,-0.78,-3.91,14.59,8,0.28,907,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.32,0.00,-9.36
31850,-1.56,-3.91,14.70,8,0.27,915,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.32,0.00,-9.40
31914,-1.56,-3.91,14.59,8,0.27,920,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.32,0.00,-9.38
31986,-1.56,-3.91,14.47,8,0.27,917,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,4.15,1.32,0.00,-9.44
32058,-1.56,-3.91,14.59,8,0.28,894,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.15,1.32,0.00,-9.38
32122,-1.56,-3.91,14.47,8,0.28,898,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.18,1.32,0.00,-9.44
32194,-1.56,-3.91,14.47,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.36
34213,-1.56,-3.91,14.47,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.36
34846,-0.78,-3.91,14.59,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.36
34910,-1.56,-3.91,14.70,8,0.28,910,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.34,0.00,-9.38
34982,-0.78,-3.91,14.59,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.18,1.34,0.00,-9.36
35049,-0.78,-3.91,14.70,8,0.28,907,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.38
35120,-0.78,-3.91,14.70,8,0.28,905,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.18,1.34,0.00,-9.36
35185,-1.56,-3.91,14.70,8,0.28,917,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.21,1.34,0.00,-9.38
35252,-0.78,-3.91,14.59,8,0.28,899,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.34,0.00,-9.36
35325,-1.56,-3.91,14.70,8,0.28,908,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.34,0.00,-9.40
35389,-0.78,-3.91,14.70,8,0.27,921,0.00,0.00,16,14.70,9.88,7.50,0.64,5.37,4.21,1.34,0.00,-9.38
35462,-1.56,-3.91,14.59,8,0.27,917,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.34,0.00,-9.40
35525,-1.56,-3.91,14.70,8,0.28,911,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.38
35598,-1.56,-3.91,14.59,8,0.28,915,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.21,1.34,0.00,-9.40
35669,-1.56,-3.91,14.70,8,0.28,912,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.34,0.00,-9.38
35734,-1.56,-3.91,14.59,8,0.28,916,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.18,1.34,0.00,-9.38
35805,-1.56,-3.91,14.70,8,0.28,902,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.34,0.00,-9.38
35869,-1.56,-3.91,14.59,8,0.28,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.38
35936,-1.56,-3.91,14.59,8,0.28,893,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.26,1.34,0.00,-9.38
36010,-1.56,-3.91,14.47,8,0.28,902,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.36
36074,-1.56,-3.91,14.59,8,0.28,905,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.34,0.00,-9.38
36146,-1.56,-3.91,14.47,8,0.28,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.18,1.34,0.00,-9.38
36218,-1.56,-3.91,14.59,8,0.28,914,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.21,1.32,0.00,-9.38
36276,-1.56,-3.91,14.47,8,0.27,920,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.15,1.32,0.00,-9.36
36353,-1.56,-3.91,14.59,8,0.27,923,0.00,0.00,16,14.70,9.88,7.50,0.64,5.37,4.21,1.34,0.00,-9.38
36407,-1.56,-3.91,14.47,8,0.28,903,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.34,0.00,-9.38
36485,-1.56,-3.91,14.59,8,0.28,905,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.32,0.00,-9.38
36547,-1.56,-3.91,14.59,8,0.28,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.24,1.32,0.00,-9.36
36626,-1.56,-3.91,14.59,8,0.27,921,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.21,1.32,0.00,-9.40
36688,-1.56,-3.91,14.59,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.38
36751,-1.56,-3.91,14.70,8,0.28,911,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.32,0.00,-9.38
36829,-1.56,-3.91,14.59,8,0.28,912,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.18,1.32,0.00,-9.38
36892,-1.56,-3.91,14.59,8,0.28,907,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.32,0.00,-9.40
36970,-1.56,-3.91,14.70,8,0.28,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.32,0.00,-9.36
37025,-1.56,-3.91,14.70,8,0.28,914,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.32,0.00,-9.38
37094,-0.78,-3.91,14.81,8,0.28,901,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.32,0.00,-9.36
37172,-1.56,-3.91,14.70,8,0.28,902,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.21,1.32,0.00,-9.38
37234,-0.78,-3.91,14.81,8,0.28,903,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.36
37312,-1.56,-3.91,14.70,8,0.28,906,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.38
37376,-0.78,-3.91,14.81,8,0.27,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.38
37448,-1.56,-3.91,14.70,8,0.27,918,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.18,1.32,0.00,-9.38
37512,-1.56,-3.91,14.70,8,0.27,918,0.00,0.00,16,14.70,9.88,8.00,0.64,5.37,4.18,1.32,0.00,-9.38
37584,-1.56,-3.91,14.59,8,0.28,914,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.15,1.32,0.00,-9.40
37648,-1.56,-3.91,14.70,8,0.28,901,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.21,1.32,0.00,-9.38
37720,-1.56,-3.91,14.59,8,0.28,891,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,4.21,1.32,0.00,-9.38
37784,-1.56,-3.91,14.70,8,0.27,906,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.32,0.00,-9.36
37856,-1.56,-3.91,14.59,8,0.27,913,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.15,1.32,0.00,-9.40
37928,-1.56,-3.91,14.70,8,0.27,916,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.15,1.32,0.00,-9.40
37992,-0.78,-3.91,14.59,8,0.27,911,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.32,0.00,-9.40
38064,-1.56,-3.91,14.70,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.32,0.00,-9.40
38128,-0.78,-3.91,14.59,8,0.28,898,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.18,1.34,0.00,-9.40
38200,-0.78,-3.91,14.70,8,0.28,901,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.21,1.34,0.00,-9.38
38264,-0.78,-3.91,14.70,8,0.28,894,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,4.21,1.34,0.00,-9.36
38336,-0.78,-3.91,14.70,8,0.28,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.40
38400,-1.56,-3.91,14.70,8,0.28,912,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.21,1.34,0.00,-9.36
38474,-1.56,-3.91,14.70,8,0.28,912,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.18,1.34,0.00,-9.40
38539,-1.56,-3.91,14.70,8,0.28,904,0.00,0.00,16,14.70,9.88,10.00,0.64,5.37,4.24,1.34,0.00,-9.36
38610,-0.78,-3.91,14.70,8,0.28,912,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.21,1.34,0.00,-9.42
38675,-0.78,-3.91,14.70,8,0.28,894,0.00,0.00,16,14.70,9.88,11.00,0.64,5.37,4.15,1.34,0.00,-9.38
38747,-0.78,-3.91,14.59,8,0.28,902,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.21,1.34,0.00,-9.38
38813,-0.78,-3.91,14.70,8,0.27,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.34,0.00,-9.38
38885,-1.56,-3.91,14.70,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.18,1.34,0.00,-9.42
38949,-0.78,-3.91,14.59,8,0.27,899,0.00,0.00,16,14.70,9.88,10.50,0.64,5.37,4.15,1.34,0.00,-9.36
39021,-1.56,-3.91,14.59,8,0.27,909,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.42
39086,-1.56,-3.91,14.59,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.15,1.34,0.00,-9.38
39156,-1.56,-3.91,14.59,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.42
39228,-0.78,-3.91,14.59,8,0.27,908,0.00,0.00,16,14.70,9.88,9.00,0.64,5.37,4.15,1.34,0.00,-9.40
39292,-1.56,-3.91,14.59,8,0.27,898,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.18,1.34,0.00,-9.42
39364,-1.56,-3.91,14.59,8,0.28,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.37,4.21,1.34,0.00,-9.40
39432,-1.56,-3.91,14.59,8,0.28,914,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,4.21,1.34,0.00,-9.42
39501,-1.56,-3.91,14.59,8,0.27,918,0.00,0.00,16,14.70,9.88,8.50,0.64,5.37,4.15,1.34,0.00,-9.42
39570,-1.56,-3.91,14.59,8,0.27,914,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.15,1.34,0.00,-9.44
39634,-0.78,-3.91,14.70,8,0.27,920,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,4.15,1.34,0.00,-9.44
39706,-0.78,-3.91,14.70,8,0.28,909,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.21,1.34,0.00,-9.44
39770,-0.78,-3.91,14.81,8,0.28,903,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.21,1.34,0.00,-9.44
39842,-0.78,-3.91,14.81,8,0.28,892,0.00,0.00,16,14.70,9.88,11.50,0.64,5.37,4.21,1.34,0.00,-9.42
39906,-0.78,-3.91,14.70,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.18,1.34,0.00,-9.40
41939,-0.78,-3.91,14.70,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.18,1.34,0.00,-9.40
46117,-1.56,-3.91,14.59,8,0.27,913,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.10,1.32,0.00,-9.46
46189,-1.56,-3.91,14.59,8,0.27,915,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.10,1.32,0.00,-9.46
48243,-1.56,-3.91,14.59,8,0.27,915,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.10,1.32,0.00,-9.46
48735,-1.56,-3.91,14.59,8,0.27,909,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.07,1.34,0.00,-9.49
48799,-1.56,-3.91,14.47,8,0.27,910,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.10,1.32,0.00,-9.49
48871,-1.56,-3.91,14.47,8,0.27,914,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.49
48935,-1.56,-3.91,14.47,8,0.27,908,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.07,1.32,0.00,-9.51
49007,-1.56,-3.91,14.59,8,0.27,908,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.07,1.32,0.00,-9.51
49079,-0.78,-3.91,14.47,8,0.27,893,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.04,1.32,0.00,-9.51
49144,-0.78,-3.91,14.59,8,0.27,907,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.04,1.32,0.00,-9.49
49216,-0.78,-3.91,14.59,8,0.27,907,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.04,1.32,0.00,-9.49
49279,-0.78,-3.91,14.70,8,0.27,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.51
49349,-0.78,-3.91,14.70,8,0.27,888,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.02,1.32,0.00,-9.49
49419,-0.78,-3.91,14.70,8,0.27,890,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.02,1.32,0.00,-9.49
49483,-0.78,-3.91,14.59,8,0.27,900,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.30,0.00,-9.48
49555,-0.78,-3.91,14.70,8,0.27,908,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.30,0.00,-9.53
49619,-0.78,-3.91,14.70,8,0.26,897,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.32,0.00,-9.49
49695,-0.78,-3.91,14.70,8,0.27,906,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.30,0.00,-9.53
49763,-0.78,-3.91,14.70,8,0.27,899,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.30,0.00,-9.51
49828,-0.78,-3.91,14.70,8,0.27,894,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.30,0.00,-9.53
49899,-0.78,-3.91,14.70,8,0.27,888,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.04,1.30,0.00,-9.48
49964,-0.78,-3.91,14.70,8,0.27,895,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.30,0.00,-9.53
50035,-0.78,-3.91,14.70,8,0.27,892,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.30,0.00,-9.48
50100,-0.78,-3.91,14.70,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.53
50171,-0.78,-3.91,14.70,8,0.27,905,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.48
50243,-0.78,-3.91,14.81,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.32,0.00,-9.55
50308,-0.78,-3.91,14.70,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.99,1.32,0.00,-9.51
50371,-0.78,-3.91,14.81,8,0.27,904,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.32,0.00,-9.53
50446,-0.78,-3.91,14.59,8,0.27,890,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.02,1.32,0.00,-9.49
50510,-0.78,-3.91,14.70,8,0.27,892,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.99,1.32,0.00,-9.53
50582,-0.78,-3.91,14.59,8,0.27,890,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.02,1.32,0.00,-9.48
50650,-0.78,-3.91,14.70,8,0.27,891,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.32,0.00,-9.53
50714,-0.78,-3.91,14.59,8,0.27,898,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.49
50786,-0.78,-3.91,14.59,8,0.27,902,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.99,1.32,0.00,-9.53
50853,-0.78,-3.91,14.70,8,0.27,904,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.99,1.32,0.00,-9.53
50925,-0.78,-3.91,14.59,8,0.27,898,0.00,0.00,16,14.70,9.88,9.50,0.64,5.08,3.96,1.32,0.00,-9.55
50989,-0.78,-3.91,14.70,8,0.27,896,0.00,0.00,16,14.70,9.88,9.50,0.64,5.08,3.96,1.30,0.00,-9.55
51061,-0.78,-3.91,14.59,8,0.27,891,0.00,0.00,16,14.70,9.88,10.50,0.64,5.08,3.99,1.30,0.00,-9.55
51129,-0.78,-3.91,14.70,8,0.27,884,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.99,1.30,0.00,-9.53
51193,-0.78,-3.91,14.59,8,0.27,892,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,3.99,1.30,0.00,-9.53
51265,-0.78,-3.91,14.70,8,0.27,894,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.96,1.30,0.00,-9.53
51345,-1.56,-3.91,14.47,8,0.27,894,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,3.96,1.30,0.00,-9.53
51401,-0.78,-3.91,14.70,8,0.27,882,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,3.99,1.30,0.00,-9.53
51473,-1.56,-3.91,14.47,8,0.27,884,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,3.99,1.32,0.00,-9.51
51537,-0.78,-3.91,14.70,8,0.27,872,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.02,1.32,0.00,-9.49
51609,-0.78,-3.91,14.59,8,0.27,882,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.02,1.32,0.00,-9.51
51673,-1.56,-3.91,14.70,8,0.27,889,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.32,0.00,-9.49
51745,-0.78,-3.91,14.59,8,0.28,867,0.00,0.00,16,14.70,9.88,12.00,0.64,5.22,4.04,1.32,0.00,-9.49
51813,-0.78,-3.91,14.70,8,0.27,870,0.00,0.00,16,14.70,9.88,11.50,0.64,5.22,4.02,1.32,0.00,-9.48
51877,-0.78,-3.91,14.59,8,0.27,876,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.04,1.32,0.00,-9.46
51949,-0.78,-3.91,14.70,8,0.27,891,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.04,1.32,0.00,-9.46
52021,-0.78,-3.91,14.59,8,0.27,888,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.30,0.00,-9.48
52085,-0.78,-3.91,14.70,8,0.27,897,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.99,1.30,0.00,-9.48
52157,-0.78,-3.91,14.59,8,0.27,896,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.99,1.30,0.00,-9.49
52221,-1.56,-3.91,14.59,8,0.27,894,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.96,1.30,0.00,-9.51
52293,-0.78,-3.91,14.59,8,0.27,881,0.00,0.00,16,14.70,9.88,10.50,0.64,5.22,4.02,1.30,0.00,-9.49
52357,-0.78,-3.91,14.59,8,0.27,886,0.00,0.00,16,14.70,9.88,10.00,0.64,5.22,4.02,1.30,0.00,-9.49
52429,-0.78,-3.91,14.59,8,0.27,888,0.00,0.00,16,14.70,9.88,9.50,0.64,5.22,4.02,1.30,0.00,-9.53
52495,-0.78,-3.91,14.70,8,0.27,896,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,4.02,1.30,0.00,-9.49
52563,-1.56,-3.91,14.59,8,0.27,900,0.00,0.00,16,14.70,9.88,8.50,0.64,5.22,3.99,1.32,0.00,-9.51
52635,-1.56,-3.91,14.59,8,0.27,903,0.00,0.00,16,14.70,9.88,8.00,0.64,5.22,3.99,1.32,0.00,-9.53
52699,-1.56,-3.91,14.47,8,0.27,896,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.96,1.32,0.00,-9.53
52769,-1.56,-3.91,14.59,8,0.27,896,0.00,0.00,16,14.70,9.88,9.00,0.64,5.22,3.99,1.32,0.00,-9.51
